vulnerability_id,asset_id,cve_id,vulnerability_type,cvss_score,severity,exploitability_score,attack_vector,attack_complexity,privileges_required,user_interaction,known_exploited,exploit_available,exploit_age_days,vulnerability_age_days,affected_service,patch_available,patch_age_days,remediation_status,remediation_deadline,vulnerability_risk_score
VULN-013608,AST-06391,CVE-2024-64621,Command Injection,8.1,High,2.5,Local,Low,High,None,False,False,0,37,Payment Gateway,True,10,Open,2026-09-23,8.3
VULN-013609,AST-03087,CVE-2023-39728,Insecure Default Configuration,7.6,High,2.6,Network,Low,High,Required,False,False,0,1191,IAM System,True,1019,Open,2026-10-02,9.8
VULN-013610,AST-03500,CVE-2019-6730,Deserialization,7.3,High,2.6,Local,Low,High,Required,False,True,46,89,SaaS Application,True,33,In Progress,,6.2
VULN-013611,AST-02216,CVE-2023-3868,LDAP Injection,8.0,High,1.9,Physical,Low,Low,None,False,False,0,1020,Cloud VM,True,1002,In Progress,,7.5
VULN-013612,AST-02594,CVE-2026-32148,Information Disclosure,5.1,Medium,1.7,Network,High,None,Required,False,False,0,697,API Gateway,True,237,False Positive,,5.4
VULN-013613,AST-05736,CVE-2020-93523,SQL Injection,6.8,Medium,2.8,Local,High,High,None,False,False,0,476,Payment Gateway,False,0,Mitigated,,4.0
VULN-013614,AST-05351,CVE-2026-81677,LDAP Injection,0.1,Low,0.0,Local,Low,None,Required,False,False,0,639,Employee Laptop,True,119,Mitigated,,0.1
VULN-013615,AST-02898,CVE-2026-17061,Insecure Default Configuration,0.8,Low,0.3,Local,Low,Low,None,False,True,437,615,IAM System,True,561,Mitigated,,0.1
VULN-013616,AST-09739,CVE-2020-94158,Information Disclosure,8.8,High,3.3,Adjacent,Low,High,None,False,False,0,783,Kubernetes Cluster,True,221,Mitigated,,5.6
VULN-013617,AST-00591,CVE-2026-63481,Buffer Overflow,3.3,Low,0.7,Local,High,High,Required,False,False,0,83,Cloud VM,True,65,Mitigated,,0.3
VULN-013618,AST-06323,CVE-2019-50715,XSS,0.2,Low,0.1,Network,Low,None,None,False,False,0,99,Workstation,True,23,False Positive,,2.4
VULN-013619,AST-00695,CVE-2021-50452,Privilege Escalation,5.9,Medium,2.4,Network,High,High,None,False,False,0,1183,File Server,False,0,Open,2026-09-28,5.8
VULN-013620,AST-04391,CVE-2019-20643,SQL Injection,5.8,Medium,2.9,Local,Low,None,Required,False,False,0,285,Payment Gateway,False,0,Mitigated,,4.9
VULN-013621,AST-03685,CVE-2020-93932,XSS,8.9,High,2.6,Local,Low,High,Required,False,True,74,232,Email Server,True,128,Open,2026-11-26,9.3
VULN-013622,AST-02892,CVE-2026-55529,Buffer Overflow,6.3,Medium,3.1,Local,High,None,None,False,False,0,943,API Gateway,True,405,Mitigated,,4.7
VULN-013623,AST-08181,CVE-2020-12086,Cryptographic Weakness,0.3,Low,0.1,Physical,High,Low,None,False,False,0,1114,Employee Laptop,True,1002,Mitigated,,0.1
VULN-013624,AST-02553,CVE-2026-3301,SQL Injection,7.8,High,2.1,Local,Low,None,None,True,True,124,570,Firewall,True,272,Mitigated,,9.6
VULN-013625,AST-04161,CVE-2026-52873,XSS,7.5,High,1.6,Network,Low,High,None,False,False,0,705,API Gateway,False,0,Open,2026-11-15,7.3
VULN-013626,AST-02483,CVE-2022-88653,Cryptographic Weakness,0.2,Low,0.1,Network,High,Low,Required,False,False,0,1110,IoT Device,True,62,Accepted,,2.0
VULN-013627,AST-03233,CVE-2023-85187,XSS,8.7,High,3.9,Local,Low,None,None,False,True,898,1164,IoT Device,True,327,In Progress,,8.5
VULN-013628,AST-06246,CVE-2021-1343,Information Disclosure,5.4,Medium,1.8,Local,High,Low,None,False,False,0,149,Network Device,True,37,False Positive,,6.5
VULN-013629,AST-08205,CVE-2020-2820,Improper Access Control,4.9,Medium,1.6,Network,Low,High,Required,False,False,0,203,Application Server,True,170,Mitigated,,1.8
VULN-013630,AST-06966,CVE-2021-52232,Information Disclosure,6.6,Medium,3.0,Adjacent,Low,Low,None,False,False,0,565,Network Device,True,415,Open,2026-11-11,7.3
VULN-013631,AST-03334,CVE-2024-12063,XSS,6.4,Medium,2.7,Local,High,None,None,False,False,0,415,Kubernetes Cluster,True,329,Mitigated,,3.2
VULN-013632,AST-05451,CVE-2026-59899,Path Traversal,2.3,Low,1.0,Local,Low,Low,Required,False,True,185,1178,VPN Gateway,True,948,Mitigated,,0.1
VULN-013633,AST-04736,CVE-2024-7551,SSRF,2.0,Low,0.6,Network,Low,High,None,False,True,155,504,IoT Device,True,144,In Progress,,3.7
VULN-013634,AST-00541,CVE-2026-4184,Privilege Escalation,5.7,Medium,2.2,Network,Low,None,None,False,True,130,1084,Payment Gateway,True,865,Accepted,,6.5
VULN-013635,AST-09399,CVE-2026-84671,XSS,5.3,Medium,1.6,Network,High,Low,None,False,False,0,1161,CI/CD Server,False,0,Open,2026-11-24,4.8
VULN-013636,AST-02063,CVE-2023-62818,Memory Corruption,2.8,Low,0.6,Network,Low,High,None,False,False,0,308,Application Server,True,154,In Progress,,2.3
VULN-013637,AST-05465,CVE-2020-19801,XXE,9.4,Critical,2.1,Local,High,Low,Required,False,False,0,371,Workstation,True,241,Accepted,,7.6
VULN-013638,AST-07050,CVE-2021-45230,Buffer Overflow,5.8,Medium,2.1,Physical,High,High,None,False,False,0,736,Application Server,False,0,Accepted,,4.7
VULN-013639,AST-06147,CVE-2026-65571,Insecure Default Configuration,5.7,Medium,2.8,Network,Low,None,None,False,False,0,344,VPN Gateway,False,0,Accepted,,6.8
VULN-013640,AST-02784,CVE-2026-30864,SQL Injection,1.0,Low,0.2,Local,Low,None,Required,False,False,0,989,Cloud VM,False,0,In Progress,,1.1
VULN-013641,AST-06904,CVE-2025-79196,XSS,8.7,High,3.9,Local,High,High,Required,False,False,0,626,SaaS Application,True,486,In Progress,,8.0
VULN-013642,AST-03860,CVE-2020-66713,Buffer Overflow,3.6,Low,1.3,Local,Low,None,Required,False,False,0,864,Payment Gateway,False,0,False Positive,,3.5
VULN-013643,AST-02230,CVE-2023-46214,Cryptographic Weakness,7.2,High,3.6,Local,High,None,Required,False,False,0,785,Domain Controller,True,129,In Progress,,7.4
VULN-013644,AST-01854,CVE-2026-18729,Insecure Default Configuration,1.2,Low,0.3,Physical,High,Low,None,False,True,223,449,Storage Bucket,True,235,Open,2026-09-22,1.3
VULN-013645,AST-09960,CVE-2019-34367,SSRF,4.0,Medium,1.5,Adjacent,Low,Low,Required,False,False,0,714,Web Server,True,703,Mitigated,,3.0
VULN-013646,AST-01789,CVE-2021-24424,Use After Free,5.7,Medium,1.4,Network,Low,None,None,False,False,0,179,Domain Controller,True,67,In Progress,,7.1
VULN-013647,AST-00321,CVE-2023-19308,Insecure Default Configuration,4.6,Medium,2.1,Physical,Low,Low,Required,False,False,0,920,Workstation,True,588,Mitigated,,1.7
VULN-013648,AST-07212,CVE-2026-53312,Authentication Bypass,5.9,Medium,2.8,Local,Low,None,Required,False,False,0,784,Cloud VM,True,71,Open,2026-11-17,6.4
VULN-013649,AST-09006,CVE-2026-36908,LDAP Injection,9.4,Critical,2.4,Adjacent,Low,Low,Required,False,False,0,604,Domain Controller,True,19,Accepted,,7.9
VULN-013650,AST-08540,CVE-2025-60610,Cryptographic Weakness,6.6,Medium,2.1,Physical,Low,Low,None,False,False,0,908,CI/CD Server,True,76,Open,2026-11-29,6.6
VULN-013651,AST-03869,CVE-2026-84671,LDAP Injection,8.2,High,3.3,Physical,High,Low,None,False,True,826,827,CI/CD Server,True,636,Open,2026-11-20,8.8
VULN-013652,AST-04465,CVE-2024-78921,RCE,2.5,Low,0.9,Network,Low,None,Required,False,False,0,908,IoT Device,True,131,False Positive,,2.7
VULN-013653,AST-09119,CVE-2022-46344,Command Injection,0.2,Low,0.1,Network,Low,Low,None,False,False,0,1001,Database Server,True,971,In Progress,,1.9
VULN-013654,AST-02168,CVE-2026-18452,LDAP Injection,2.0,Low,0.5,Adjacent,Low,None,Required,False,False,0,350,Email Server,True,174,False Positive,,2.5
VULN-013655,AST-05497,CVE-2023-38245,Privilege Escalation,2.6,Low,0.7,Local,High,High,Required,False,False,0,87,CI/CD Server,True,47,Accepted,,2.3
VULN-013656,AST-01014,CVE-2020-96196,XSS,5.5,Medium,1.4,Network,High,High,None,False,True,6,24,Storage Bucket,True,15,Mitigated,,2.3
VULN-013657,AST-08076,CVE-2020-54301,Command Injection,7.3,High,1.6,Network,High,High,Required,False,False,0,228,Workstation,True,207,In Progress,,7.8
VULN-013658,AST-02334,CVE-2020-1344,Privilege Escalation,9.8,Critical,3.9,Network,Low,None,None,False,True,327,356,Application Server,True,332,Open,2026-09-20,9.0
VULN-013659,AST-02247,CVE-2025-99066,CSRF,0.9,Low,0.4,Network,High,High,Required,False,False,0,209,API Gateway,True,122,In Progress,,0.8
VULN-013660,AST-00402,CVE-2022-16097,SSRF,1.7,Low,0.4,Local,Low,Low,Required,False,False,0,385,CI/CD Server,False,0,Open,2026-10-02,1.4
VULN-013661,AST-08692,CVE-2023-67927,XSS,8.8,High,3.5,Network,Low,None,None,False,False,0,239,API Gateway,False,0,Mitigated,,7.0
VULN-013662,AST-06861,CVE-2026-78618,Authentication Bypass,0.5,Low,0.2,Local,High,Low,None,False,False,0,1030,Workstation,True,269,False Positive,,0.9
VULN-013663,AST-07997,CVE-2024-37005,Use After Free,9.4,Critical,3.9,Adjacent,High,Low,Required,False,False,0,438,Network Device,True,147,Mitigated,,7.8
VULN-013664,AST-03437,CVE-2026-60026,SQL Injection,6.8,Medium,1.6,Network,High,Low,Required,False,False,0,236,Domain Controller,False,0,In Progress,,8.6
VULN-013665,AST-03636,CVE-2019-2329,Information Disclosure,6.7,Medium,3.3,Adjacent,Low,None,Required,False,False,0,773,Payment Gateway,False,0,Mitigated,,3.5
VULN-013666,AST-02641,CVE-2026-5598,Memory Corruption,9.9,Critical,2.5,Network,Low,None,None,False,False,0,683,Firewall,False,0,In Progress,,9.9
VULN-013667,AST-08716,CVE-2026-81271,XXE,4.0,Medium,1.2,Local,High,High,None,False,True,285,741,Database Server,False,0,Open,2026-11-27,4.3
VULN-013668,AST-09829,CVE-2026-81807,Improper Access Control,6.3,Medium,1.4,Local,Low,Low,Required,False,False,0,1186,Employee Laptop,False,0,Mitigated,,3.7
VULN-013669,AST-06320,CVE-2019-44497,Improper Access Control,4.9,Medium,1.9,Local,High,Low,Required,False,False,0,442,VPN Gateway,False,0,Mitigated,,2.5
VULN-013670,AST-06318,CVE-2019-36485,Authentication Bypass,6.2,Medium,1.8,Local,Low,Low,Required,False,False,0,533,File Server,True,208,Mitigated,,5.4
VULN-013671,AST-02993,CVE-2020-59432,Path Traversal,8.3,High,3.4,Network,High,Low,Required,False,True,15,105,SaaS Application,True,104,Mitigated,,5.3
VULN-013672,AST-01015,CVE-2019-40014,XSS,8.6,High,3.9,Network,High,None,Required,True,True,488,677,Kubernetes Cluster,False,0,Mitigated,,7.6
VULN-013673,AST-08755,CVE-2026-6132,LDAP Injection,4.2,Medium,2.0,Local,High,High,Required,False,False,0,766,IAM System,True,408,Mitigated,,1.6
VULN-013674,AST-04250,CVE-2020-74987,XSS,7.3,High,3.3,Network,Low,High,Required,False,False,0,560,Employee Laptop,True,274,Open,2026-10-28,10.0
VULN-013675,AST-03330,CVE-2026-73609,Memory Corruption,7.8,High,1.7,Network,Low,None,None,False,False,0,932,Cloud VM,False,0,Mitigated,,4.8
VULN-013676,AST-02771,CVE-2021-98717,LDAP Injection,6.7,Medium,3.3,Network,Low,High,None,False,False,0,3,CI/CD Server,False,0,In Progress,,6.8
VULN-013677,AST-00040,CVE-2026-57572,LDAP Injection,5.5,Medium,1.1,Local,High,Low,None,False,False,0,596,Application Server,True,98,In Progress,,5.2
VULN-013678,AST-08694,CVE-2019-81083,Cryptographic Weakness,4.8,Medium,1.4,Network,Low,Low,None,False,True,89,241,Workstation,True,190,False Positive,,5.6
VULN-013679,AST-02646,CVE-2026-74124,Memory Corruption,0.3,Low,0.1,Adjacent,Low,High,Required,False,False,0,241,VPN Gateway,False,0,False Positive,,0.8
VULN-013680,AST-00635,CVE-2019-36688,Memory Corruption,6.7,Medium,2.0,Physical,Low,Low,Required,False,False,0,288,Network Device,True,174,Accepted,,7.8
VULN-013681,AST-06720,CVE-2024-62931,SSRF,9.4,Critical,3.9,Adjacent,Low,Low,None,False,False,0,1163,IoT Device,True,795,Accepted,,10
VULN-013682,AST-02585,CVE-2026-79684,RCE,9.6,Critical,2.7,Network,Low,None,Required,False,True,311,1139,API Gateway,True,341,In Progress,,8.2
VULN-013683,AST-06419,CVE-2026-85430,Path Traversal,4.9,Medium,1.7,Physical,Low,None,Required,False,True,498,619,Kubernetes Cluster,False,0,In Progress,,4.9
VULN-013684,AST-00822,CVE-2020-7253,XSS,5.5,Medium,1.3,Network,Low,Low,None,False,False,0,446,SaaS Application,True,342,Open,2026-10-04,6.3
VULN-013685,AST-07352,CVE-2020-25028,LDAP Injection,8.6,High,2.9,Network,High,High,Required,False,False,0,293,Email Server,True,226,False Positive,,9.2
VULN-013686,AST-05816,CVE-2026-12335,SSRF,3.0,Low,1.3,Network,High,High,Required,False,False,0,1170,Database Server,True,1059,In Progress,,4.8
VULN-013687,AST-07392,CVE-2026-22194,Buffer Overflow,4.2,Medium,0.9,Adjacent,Low,High,Required,False,True,76,226,Kubernetes Cluster,False,0,Accepted,,4.1
VULN-013688,AST-01405,CVE-2021-55867,Privilege Escalation,7.6,High,2.7,Local,High,None,None,True,True,11,12,Firewall,False,0,In Progress,,10
VULN-013689,AST-03556,CVE-2026-9074,Use After Free,6.9,Medium,2.5,Network,High,Low,None,False,True,72,707,Payment Gateway,True,641,False Positive,,9.6
VULN-013690,AST-05254,CVE-2021-28935,Memory Corruption,4.1,Medium,1.6,Network,Low,High,Required,False,False,0,588,SaaS Application,False,0,In Progress,,4.7
VULN-013691,AST-07870,CVE-2023-54241,Command Injection,3.1,Low,1.2,Network,Low,None,None,False,False,0,354,Email Server,True,65,Mitigated,,1.9
VULN-013692,AST-00556,CVE-2026-76608,Buffer Overflow,1.7,Low,0.4,Network,High,Low,None,False,False,0,881,IAM System,False,0,Mitigated,,0.1
VULN-013693,AST-03049,CVE-2021-86667,Authentication Bypass,1.9,Low,0.8,Local,High,None,None,False,False,0,647,Payment Gateway,False,0,In Progress,,2.5
VULN-013694,AST-08386,CVE-2025-83839,CSRF,5.8,Medium,2.5,Local,High,Low,Required,False,False,0,58,File Server,True,28,Mitigated,,2.9
VULN-013695,AST-05777,CVE-2026-80548,Buffer Overflow,8.3,High,3.5,Local,High,High,Required,False,True,101,888,Domain Controller,False,0,In Progress,,7.2
VULN-013696,AST-01742,CVE-2026-78168,RCE,8.7,High,2.1,Network,Low,Low,Required,False,False,0,580,Web Server,False,0,Mitigated,,4.7
VULN-013697,AST-04002,CVE-2024-57199,Use After Free,3.7,Low,1.3,Adjacent,High,Low,Required,False,True,783,1183,Email Server,True,1000,Mitigated,,1.2
VULN-013698,AST-03036,CVE-2023-31999,Use After Free,8.1,High,3.8,Physical,High,None,Required,False,False,0,14,Web Server,False,0,Accepted,,9.3
VULN-013699,AST-05751,CVE-2026-58810,Buffer Overflow,1.3,Low,0.4,Physical,Low,None,Required,False,False,0,828,Storage Bucket,True,233,Accepted,,1.1
VULN-013700,AST-04477,CVE-2019-45283,XSS,0.6,Low,0.2,Local,Low,Low,None,False,False,0,21,Workstation,True,3,Accepted,,1.1
VULN-013701,AST-04831,CVE-2026-80734,Use After Free,6.8,Medium,1.5,Network,Low,Low,Required,False,False,0,1176,Employee Laptop,True,93,Accepted,,6.9
VULN-013702,AST-07970,CVE-2026-54659,Privilege Escalation,7.7,High,2.8,Adjacent,High,None,None,False,False,0,975,Workstation,True,555,In Progress,,6.2
VULN-013703,AST-01959,CVE-2026-8985,RCE,6.3,Medium,2.2,Network,High,High,Required,False,False,0,691,Storage Bucket,True,638,Mitigated,,2.7
VULN-013704,AST-05405,CVE-2020-68479,Use After Free,5.4,Medium,2.2,Local,Low,None,Required,False,False,0,537,Database Server,True,204,Mitigated,,2.9
VULN-013705,AST-04574,CVE-2023-2905,Buffer Overflow,5.4,Medium,1.3,Local,High,None,None,False,False,0,1134,Application Server,False,0,False Positive,,6.4
VULN-013706,AST-01045,CVE-2025-69568,SSRF,7.8,High,1.7,Local,Low,None,None,False,False,0,441,Domain Controller,True,233,In Progress,,8.7
VULN-013707,AST-03481,CVE-2026-58115,Improper Access Control,10.0,Critical,3.9,Adjacent,Low,None,None,False,False,0,783,Firewall,False,0,Mitigated,,6.1
VULN-013708,AST-02649,CVE-2026-56415,Cryptographic Weakness,1.8,Low,0.5,Network,Low,Low,Required,False,False,0,905,Email Server,True,383,Accepted,,4.0
VULN-013709,AST-04985,CVE-2025-51662,RCE,2.9,Low,0.8,Local,High,None,None,False,False,0,548,IAM System,True,436,In Progress,,3.0
VULN-013710,AST-01136,CVE-2023-86898,Command Injection,7.7,High,3.4,Network,Low,High,None,True,True,271,480,Database Server,True,72,Mitigated,,6.9
VULN-013711,AST-09377,CVE-2026-19471,Buffer Overflow,9.3,Critical,2.2,Network,High,Low,None,True,True,61,622,CI/CD Server,True,562,Open,2026-11-13,10
VULN-013712,AST-04850,CVE-2022-54965,XSS,4.0,Medium,0.8,Local,High,High,Required,False,False,0,1093,Network Device,True,828,In Progress,,6.2
VULN-013713,AST-03995,CVE-2023-47253,XXE,4.9,Medium,2.1,Network,Low,High,Required,False,False,0,389,Database Server,False,0,Accepted,,5.0
VULN-013714,AST-09917,CVE-2025-17537,LDAP Injection,7.4,High,2.4,Local,Low,Low,None,False,True,94,141,Firewall,True,109,Open,2026-10-19,7.4
VULN-013715,AST-08800,CVE-2026-8983,SQL Injection,8.5,High,2.4,Adjacent,Low,Low,Required,False,True,102,393,Network Device,True,284,Open,2026-09-17,9.3
VULN-013716,AST-00072,CVE-2026-79776,CSRF,7.3,High,3.4,Network,Low,None,Required,False,False,0,422,IoT Device,True,278,Open,2026-10-17,7.7
VULN-013717,AST-01197,CVE-2023-44448,SSRF,6.0,Medium,1.7,Adjacent,High,Low,Required,False,False,0,919,Application Server,True,692,False Positive,,4.9
VULN-013718,AST-01748,CVE-2026-48549,Use After Free,4.2,Medium,0.9,Local,Low,Low,None,False,False,0,1103,VPN Gateway,False,0,Accepted,,3.9
VULN-013719,AST-02836,CVE-2021-38531,CSRF,3.7,Low,1.5,Adjacent,High,High,Required,False,False,0,32,Payment Gateway,True,21,Mitigated,,1.0
VULN-013720,AST-04400,CVE-2020-71622,Improper Access Control,8.9,High,2.5,Local,Low,Low,None,True,True,555,732,Payment Gateway,True,482,In Progress,,10
VULN-013721,AST-05373,CVE-2026-69555,SSRF,1.5,Low,0.5,Network,High,High,Required,False,False,0,931,Firewall,True,343,In Progress,,1.9
VULN-013722,AST-07879,CVE-2019-54071,Authentication Bypass,7.4,High,3.3,Network,High,High,None,False,True,849,1018,Kubernetes Cluster,False,0,In Progress,,7.8
VULN-013723,AST-07370,CVE-2026-59696,Use After Free,5.5,Medium,2.0,Network,High,None,Required,False,False,0,554,Database Server,True,365,Open,2026-11-27,6.0
VULN-013724,AST-04418,CVE-2020-42959,SQL Injection,8.1,High,2.5,Network,High,High,Required,True,True,23,84,API Gateway,True,64,Mitigated,,7.7
VULN-013725,AST-02283,CVE-2026-7122,Cryptographic Weakness,1.1,Low,0.5,Network,High,Low,Required,False,False,0,1085,SaaS Application,True,1054,Accepted,,3.0
VULN-013726,AST-02242,CVE-2022-92633,Memory Corruption,2.7,Low,0.8,Adjacent,High,None,Required,False,False,0,641,Web Server,False,0,In Progress,,4.5
VULN-013727,AST-05836,CVE-2026-33444,RCE,9.6,Critical,3.9,Local,Low,None,Required,False,False,0,900,Payment Gateway,True,842,Open,2026-11-01,10
VULN-013728,AST-05437,CVE-2023-5053,CSRF,5.5,Medium,1.9,Local,Low,High,Required,False,False,0,975,IAM System,True,487,Mitigated,,3.0
VULN-013729,AST-01591,CVE-2025-50419,XXE,4.1,Medium,1.3,Network,High,Low,Required,False,False,0,975,API Gateway,True,208,Accepted,,4.6
VULN-013730,AST-00814,CVE-2020-98647,SSRF,8.0,High,2.5,Network,High,Low,None,False,True,44,804,IoT Device,False,0,In Progress,,8.2
VULN-013731,AST-06136,CVE-2023-29083,Command Injection,6.6,Medium,2.4,Adjacent,Low,None,None,False,False,0,979,IAM System,True,709,Accepted,,7.0
VULN-013732,AST-03025,CVE-2021-79268,Improper Access Control,7.2,High,3.1,Network,High,None,Required,False,True,243,580,Cloud VM,True,74,Accepted,,6.0
VULN-013733,AST-08111,CVE-2020-92285,Deserialization,4.1,Medium,1.4,Network,Low,None,Required,False,True,681,841,VPN Gateway,True,579,False Positive,,6.4
VULN-013734,AST-07840,CVE-2022-10421,Memory Corruption,5.6,Medium,2.2,Network,High,None,None,False,False,0,699,File Server,True,330,Open,2026-11-09,7.2
VULN-013735,AST-06337,CVE-2024-67511,RCE,3.6,Low,1.6,Adjacent,Low,High,Required,False,False,0,976,Domain Controller,True,902,Mitigated,,2.6
VULN-013736,AST-08260,CVE-2022-42295,XSS,7.1,High,2.6,Network,High,None,Required,False,False,0,1031,Web Server,False,0,Accepted,,8.8
VULN-013737,AST-08998,CVE-2022-99165,Authentication Bypass,8.0,High,2.0,Physical,Low,High,Required,False,False,0,501,File Server,False,0,Mitigated,,6.0
VULN-013738,AST-07691,CVE-2022-61557,XSS,0.7,Low,0.2,Local,High,None,Required,False,False,0,184,Storage Bucket,True,174,Mitigated,,0.1
VULN-013739,AST-01407,CVE-2023-68946,Improper Access Control,9.4,Critical,3.6,Network,High,High,Required,False,False,0,142,Domain Controller,False,0,In Progress,,10
VULN-013740,AST-04746,CVE-2025-40158,XSS,6.0,Medium,2.7,Network,Low,High,Required,False,True,80,253,Application Server,True,188,Open,2026-09-15,6.2
VULN-013741,AST-09196,CVE-2024-25284,SSRF,4.0,Medium,0.9,Local,High,High,None,False,False,0,396,Employee Laptop,True,210,Mitigated,,2.5
VULN-013742,AST-08874,CVE-2022-32620,Authentication Bypass,7.3,High,3.0,Adjacent,High,Low,None,False,True,399,756,Workstation,False,0,Mitigated,,4.2
VULN-013743,AST-08918,CVE-2026-98386,Insecure Default Configuration,1.4,Low,0.6,Adjacent,High,None,None,False,True,79,396,Cloud VM,True,148,Mitigated,,0.1
VULN-013744,AST-09939,CVE-2025-59206,SSRF,4.4,Medium,0.9,Local,High,Low,Required,False,False,0,27,SaaS Application,True,2,Mitigated,,3.7
VULN-013745,AST-00330,CVE-2025-23576,SQL Injection,0.5,Low,0.2,Network,Low,Low,None,False,False,0,371,Firewall,False,0,In Progress,,2.6
VULN-013746,AST-02555,CVE-2019-39016,SQL Injection,1.7,Low,0.8,Local,Low,High,None,False,False,0,635,Employee Laptop,True,454,In Progress,,3.1
VULN-013747,AST-09684,CVE-2020-24081,SQL Injection,6.5,Medium,1.8,Network,Low,Low,Required,False,False,0,4,Email Server,True,3,In Progress,,7.3
VULN-013748,AST-02439,CVE-2021-11014,CSRF,6.2,Medium,1.8,Adjacent,High,Low,Required,False,True,143,597,SaaS Application,True,46,Open,2026-09-11,7.3
VULN-013749,AST-03602,CVE-2022-98403,Path Traversal,4.3,Medium,1.3,Physical,High,Low,None,False,False,0,685,Network Device,True,629,In Progress,,4.2
VULN-013750,AST-07961,CVE-2020-15239,Path Traversal,2.7,Low,1.3,Network,Low,None,None,False,False,0,694,API Gateway,False,0,In Progress,,4.5
VULN-013751,AST-06562,CVE-2026-3301,LDAP Injection,6.3,Medium,2.4,Adjacent,High,None,Required,False,True,79,638,Web Server,True,346,Mitigated,,3.0
VULN-013752,AST-09362,CVE-2026-12786,Path Traversal,8.2,High,3.1,Network,High,None,Required,True,True,133,254,VPN Gateway,True,224,Accepted,,9.7
VULN-013753,AST-02310,CVE-2026-75754,Memory Corruption,3.0,Low,0.7,Network,Low,None,Required,False,False,0,827,CI/CD Server,True,313,False Positive,,2.8
VULN-013754,AST-00108,CVE-2025-27740,Information Disclosure,6.5,Medium,2.7,Local,Low,High,Required,False,False,0,679,Domain Controller,True,8,Mitigated,,4.0
VULN-013755,AST-00718,CVE-2026-54463,Race Condition,4.5,Medium,2.1,Local,Low,Low,Required,False,False,0,912,Payment Gateway,True,722,Mitigated,,1.7
VULN-013756,AST-08412,CVE-2026-74871,Buffer Overflow,0.2,Low,0.0,Network,High,Low,None,False,True,202,276,Web Server,True,163,In Progress,,0.2
VULN-013757,AST-01822,CVE-2025-70332,XSS,6.4,Medium,1.4,Network,High,Low,Required,False,False,0,955,VPN Gateway,True,149,Accepted,,7.1
VULN-013758,AST-03311,CVE-2022-24301,RCE,6.6,Medium,1.4,Adjacent,Low,None,None,False,False,0,1083,Application Server,True,151,False Positive,,6.4
VULN-013759,AST-06549,CVE-2026-79743,RCE,0.9,Low,0.4,Network,Low,Low,Required,False,False,0,567,Workstation,True,415,In Progress,,0.9
VULN-013760,AST-03934,CVE-2021-3015,Memory Corruption,6.8,Medium,2.0,Local,High,Low,Required,False,False,0,809,CI/CD Server,True,386,In Progress,,6.8
VULN-013761,AST-07090,CVE-2020-84152,SQL Injection,8.0,High,2.5,Physical,Low,Low,None,True,True,189,1072,File Server,False,0,Accepted,,10
VULN-013762,AST-00078,CVE-2026-63248,Deserialization,5.3,Medium,2.6,Network,High,None,None,False,False,0,372,IAM System,True,297,Mitigated,,3.1
VULN-013763,AST-07088,CVE-2024-95159,Deserialization,3.5,Low,0.9,Adjacent,Low,Low,Required,False,False,0,600,IoT Device,False,0,False Positive,,3.9
VULN-013764,AST-04445,CVE-2024-3521,CSRF,5.3,Medium,1.8,Local,High,High,Required,False,False,0,808,File Server,False,0,In Progress,,5.1
VULN-013765,AST-07062,CVE-2020-94622,CSRF,1.7,Low,0.5,Network,High,Low,Required,False,False,0,168,Workstation,False,0,Accepted,,1.4
VULN-013766,AST-04501,CVE-2026-11756,Race Condition,7.4,High,3.3,Local,Low,Low,Required,False,False,0,130,API Gateway,False,0,In Progress,,6.3
VULN-013767,AST-04806,CVE-2026-74892,Improper Access Control,8.5,High,3.6,Local,Low,High,Required,False,False,0,763,Cloud VM,True,611,Mitigated,,4.8
VULN-013768,AST-05814,CVE-2023-61550,Memory Corruption,9.9,Critical,3.3,Local,Low,High,None,False,True,115,461,Storage Bucket,True,368,Open,2026-11-06,10
VULN-013769,AST-06706,CVE-2025-43255,Information Disclosure,5.8,Medium,2.1,Local,High,High,None,False,False,0,1136,IoT Device,True,180,Mitigated,,3.5
VULN-013770,AST-05060,CVE-2023-55172,Authentication Bypass,4.7,Medium,2.0,Network,High,High,None,False,False,0,161,Cloud VM,False,0,In Progress,,5.4
VULN-013771,AST-07059,CVE-2025-93279,Buffer Overflow,9.7,Critical,2.9,Network,High,Low,None,True,True,289,1167,Database Server,False,0,Mitigated,,7.5
VULN-013772,AST-02457,CVE-2023-23649,Deserialization,4.4,Medium,1.7,Network,High,High,Required,False,False,0,62,Application Server,False,0,Accepted,,4.8
VULN-013773,AST-08840,CVE-2026-5852,XSS,0.7,Low,0.2,Network,Low,Low,Required,False,False,0,1156,IAM System,True,851,Open,2026-11-17,1.0
VULN-013774,AST-09041,CVE-2026-4355,Improper Access Control,10.0,Critical,3.9,Adjacent,Low,Low,None,True,True,81,301,Firewall,False,0,In Progress,,10
VULN-013775,AST-02031,CVE-2020-72889,Insecure Default Configuration,5.0,Medium,1.8,Network,Low,None,Required,False,False,0,131,Workstation,True,103,Mitigated,,2.1
VULN-013776,AST-00784,CVE-2026-75137,Use After Free,4.7,Medium,1.2,Adjacent,High,None,Required,False,False,0,548,Domain Controller,True,450,Mitigated,,3.9
