telemetry_id,asset_id,timestamp,malware_detected,suspicious_process_count,endpoint_alert_count,ransomware_indicator,malicious_file_count,blocked_connection_count,isolation_triggered,detection_confidence,endpoint_security_score
EDR-004525,AST-04525,2026-08-05 17:58:14,False,8,4,False,0,48,False,0.27,8.2
EDR-004526,AST-04526,2026-08-11 07:58:14,False,4,10,False,0,5,False,0.1,7.9
EDR-004527,AST-04527,2026-08-15 23:58:14,False,8,10,False,0,35,False,0.54,6.9
EDR-004528,AST-04528,2026-09-03 01:58:14,False,0,5,False,0,6,False,0.42,9.9
EDR-004529,AST-04529,2026-08-06 05:58:14,False,7,15,False,0,26,False,0.78,7.1
EDR-004530,AST-04530,2026-08-09 22:58:14,False,5,3,False,0,27,False,0.5,9.1
EDR-004531,AST-04531,2026-08-12 05:58:14,False,2,0,False,0,35,False,0.67,9.1
EDR-004532,AST-04532,2026-08-24 19:58:14,False,4,7,False,0,8,False,0.41,8.1
EDR-004533,AST-04533,2026-08-31 07:58:14,False,7,9,False,0,27,False,0.65,7.2
EDR-004534,AST-04534,2026-08-26 23:58:14,False,9,18,False,0,16,False,0.45,5.9
EDR-004535,AST-04535,2026-08-23 18:58:14,False,6,6,False,0,19,False,0.1,7.9
EDR-004536,AST-04536,2026-08-06 19:58:14,False,2,3,False,0,14,False,0.7,9.6
EDR-004537,AST-04537,2026-08-23 06:58:14,False,1,18,False,0,2,False,0.79,8.2
EDR-004538,AST-04538,2026-09-04 05:58:14,False,5,3,False,0,29,False,0.7,8.3
EDR-004539,AST-04539,2026-08-06 04:58:14,False,1,1,False,0,39,False,0.61,9.4
EDR-004540,AST-04540,2026-08-30 13:58:14,False,5,19,False,0,27,False,0.5,7.5
EDR-004541,AST-04541,2026-08-29 15:58:14,False,0,13,False,0,8,False,0.36,8.3
EDR-004542,AST-04542,2026-08-12 13:58:14,False,2,10,False,0,45,False,0.27,8.4
EDR-004543,AST-04543,2026-08-17 10:58:14,False,2,8,False,0,27,False,0.2,9.1
EDR-004544,AST-04544,2026-08-30 11:58:14,False,3,15,False,0,42,False,0.44,8.1
EDR-004545,AST-04545,2026-08-30 21:58:14,False,7,9,False,0,40,False,0.35,7.8
EDR-004546,AST-04546,2026-08-09 13:58:14,False,7,18,False,0,46,False,0.3,6.8
EDR-004547,AST-04547,2026-08-10 08:58:14,False,7,1,False,0,29,False,0.3,8.4
EDR-004548,AST-04548,2026-09-02 21:58:14,False,1,7,False,0,6,False,0.6,9.3
EDR-004549,AST-04549,2026-08-26 10:58:14,False,5,17,False,0,29,False,0.21,6.9
EDR-004550,AST-04550,2026-08-18 05:58:14,False,1,7,False,0,44,False,0.78,9.6
EDR-004551,AST-04551,2026-08-29 15:58:14,False,3,16,False,0,15,False,0.38,7.9
EDR-004552,AST-04552,2026-08-25 13:58:14,False,6,4,False,0,34,False,0.21,8.7
EDR-004553,AST-04553,2026-08-24 15:58:14,False,7,17,False,0,46,False,0.18,6.4
EDR-004554,AST-04554,2026-08-14 08:58:14,False,2,17,False,0,19,False,0.27,8.0
EDR-004555,AST-04555,2026-08-09 01:58:14,False,5,9,False,0,22,False,0.52,8.0
EDR-004556,AST-04556,2026-08-27 20:58:14,False,9,4,False,0,32,False,0.28,7.6
EDR-004557,AST-04557,2026-08-13 10:58:14,False,10,8,False,0,28,False,0.11,6.7
EDR-004558,AST-04558,2026-08-06 13:58:14,False,7,12,False,0,13,False,0.78,7.2
EDR-004559,AST-04559,2026-08-22 18:58:14,False,5,19,False,0,45,False,0.37,7.3
EDR-004560,AST-04560,2026-09-01 08:58:14,False,5,15,False,0,26,False,0.28,7.4
EDR-004561,AST-04561,2026-08-12 03:58:14,False,6,19,False,0,41,False,0.73,6.5
EDR-004562,AST-04562,2026-09-01 10:58:14,False,5,12,False,0,15,False,0.43,7.4
EDR-004563,AST-04563,2026-08-16 20:58:14,False,10,14,False,0,16,False,0.21,6.3
EDR-004564,AST-04564,2026-08-25 11:58:14,False,0,19,False,0,26,False,0.16,8.0
EDR-004565,AST-04565,2026-08-17 02:58:14,False,3,2,False,0,45,False,0.52,9.7
EDR-004566,AST-04566,2026-08-28 19:58:14,False,10,9,False,0,47,False,0.24,6.8
EDR-004567,AST-04567,2026-08-27 16:58:14,False,4,20,False,0,29,False,0.53,7.7
EDR-004568,AST-04568,2026-08-27 01:58:14,False,7,0,False,0,11,False,0.35,8.9
EDR-004569,AST-04569,2026-09-01 03:58:14,False,4,15,False,0,4,False,0.77,7.3
EDR-004570,AST-04570,2026-08-27 15:58:14,False,6,6,False,0,17,False,0.79,8.0
EDR-004571,AST-04571,2026-08-23 06:58:14,False,10,6,False,0,48,False,0.61,7.5
EDR-004572,AST-04572,2026-08-18 09:58:14,False,0,6,False,0,35,False,0.44,9.0
EDR-004573,AST-04573,2026-08-22 15:58:14,False,6,2,False,0,30,False,0.33,9.0
EDR-004574,AST-04574,2026-08-09 12:58:14,False,1,11,False,0,22,False,0.44,8.7
EDR-004575,AST-04575,2026-08-17 17:58:14,False,3,14,False,0,45,False,0.14,8.3
EDR-004576,AST-04576,2026-08-27 20:58:14,False,8,5,False,0,16,False,0.58,8.2
EDR-004577,AST-04577,2026-08-08 00:58:14,False,1,17,False,0,11,False,0.27,7.6
EDR-004578,AST-04578,2026-08-22 21:58:14,False,8,0,False,0,20,False,0.8,8.7
EDR-004579,AST-04579,2026-08-25 20:58:14,False,7,7,False,0,14,False,0.44,8.0
EDR-004580,AST-04580,2026-08-19 18:58:14,False,9,15,False,0,45,False,0.28,6.2
EDR-004581,AST-04581,2026-08-13 05:58:14,False,8,12,False,0,48,False,0.52,6.9
EDR-004582,AST-04582,2026-08-05 18:58:14,False,1,8,False,0,37,False,0.34,8.5
EDR-004583,AST-04583,2026-08-28 13:58:14,False,4,3,False,0,11,False,0.54,9.2
EDR-004584,AST-04584,2026-08-11 01:58:14,False,10,15,False,0,5,False,0.45,6.5
EDR-004585,AST-04585,2026-08-08 02:58:14,False,4,4,False,0,19,False,0.17,8.6
EDR-004586,AST-04586,2026-08-16 11:58:14,False,4,14,False,0,38,False,0.59,7.6
EDR-004587,AST-04587,2026-08-13 14:58:14,False,7,17,False,0,14,False,0.72,6.6
EDR-004588,AST-04588,2026-08-28 05:58:14,False,4,7,False,0,20,False,0.43,8.8
EDR-004589,AST-04589,2026-08-11 20:58:14,False,5,13,False,0,29,False,0.69,7.9
EDR-004590,AST-04590,2026-09-01 03:58:14,False,8,12,False,0,47,False,0.25,7.1
EDR-004591,AST-04591,2026-08-30 19:58:14,False,5,15,False,0,48,False,0.56,7.4
EDR-004592,AST-04592,2026-08-10 20:58:14,False,2,12,False,0,41,False,0.66,8.4
EDR-004593,AST-04593,2026-08-22 08:58:14,False,7,7,False,0,23,False,0.2,7.4
EDR-004594,AST-04594,2026-08-16 01:58:14,False,3,9,False,0,27,False,0.39,8.8
EDR-004595,AST-04595,2026-09-03 01:58:14,False,5,5,False,0,26,False,0.41,8.8
EDR-004596,AST-04596,2026-08-10 05:58:14,True,9,9,True,2,6,False,0.75,2.1
EDR-004597,AST-04597,2026-08-23 15:58:14,False,5,7,False,0,32,False,0.5,8.4
EDR-004598,AST-04598,2026-09-01 02:58:14,False,0,18,False,0,42,False,0.69,8.2
EDR-004599,AST-04599,2026-08-17 10:58:14,False,10,20,False,0,31,False,0.2,6.4
EDR-004600,AST-04600,2026-08-25 13:58:14,False,5,5,False,0,35,False,0.3,8.4
EDR-004601,AST-04601,2026-08-29 14:58:14,False,7,2,False,0,30,False,0.38,8.3
EDR-004602,AST-04602,2026-08-23 16:58:14,False,10,5,False,0,22,False,0.4,7.1
EDR-004603,AST-04603,2026-08-20 14:58:14,False,6,4,False,0,34,False,0.19,8.5
EDR-004604,AST-04604,2026-09-01 19:58:14,False,6,16,False,0,20,False,0.34,7.1
EDR-004605,AST-04605,2026-08-11 15:58:14,False,10,20,False,0,34,False,0.28,6.1
EDR-004606,AST-04606,2026-08-28 14:58:14,False,4,9,False,0,30,False,0.52,7.9
EDR-004607,AST-04607,2026-08-08 23:58:14,False,0,20,False,0,29,False,0.4,7.9
EDR-004608,AST-04608,2026-08-06 19:58:14,False,8,12,False,0,9,False,0.54,7.6
EDR-004609,AST-04609,2026-08-26 04:58:14,False,0,12,False,0,31,False,0.47,8.4
EDR-004610,AST-04610,2026-09-03 08:58:14,False,6,12,False,0,33,False,0.2,7.3
EDR-004611,AST-04611,2026-08-21 22:58:14,False,0,5,False,0,2,False,0.3,9.6
EDR-004612,AST-04612,2026-08-25 09:58:14,False,7,4,False,0,48,False,0.6,8.1
EDR-004613,AST-04613,2026-08-27 11:58:14,False,8,16,False,0,38,False,0.51,7.3
EDR-004614,AST-04614,2026-09-04 12:58:14,True,3,9,False,1,46,True,0.69,6.6
EDR-004615,AST-04615,2026-08-12 20:58:14,False,7,1,False,0,44,False,0.25,8.3
EDR-004616,AST-04616,2026-08-20 21:58:14,False,9,20,False,0,48,False,0.61,6.3
EDR-004617,AST-04617,2026-08-10 11:58:14,False,3,4,False,0,21,False,0.61,8.8
EDR-004618,AST-04618,2026-08-20 08:58:14,False,1,20,False,0,9,False,0.65,8.2
EDR-004619,AST-04619,2026-08-25 06:58:14,False,0,15,False,0,39,False,0.45,8.0
EDR-004620,AST-04620,2026-08-23 09:58:14,False,6,18,False,0,35,False,0.53,7.0
EDR-004621,AST-04621,2026-08-15 04:58:14,False,1,12,False,0,48,False,0.18,9.0
EDR-004622,AST-04622,2026-08-21 12:58:14,False,7,4,False,0,31,False,0.25,8.7
EDR-004623,AST-04623,2026-08-27 08:58:14,False,1,0,False,0,41,False,0.14,10
EDR-004624,AST-04624,2026-08-24 17:58:14,False,9,11,False,0,1,False,0.37,7.2
EDR-004625,AST-04625,2026-08-27 05:58:14,False,4,13,False,0,15,False,0.59,7.9
EDR-004626,AST-04626,2026-08-14 04:58:14,False,8,16,False,0,29,False,0.61,7.1
EDR-004627,AST-04627,2026-09-01 18:58:14,True,1,11,False,0,36,True,0.78,6.3
EDR-004628,AST-04628,2026-08-13 09:58:14,False,5,11,False,0,19,False,0.5,8.1
EDR-004629,AST-04629,2026-09-02 00:58:14,False,6,13,False,0,24,False,0.78,7.5
EDR-004630,AST-04630,2026-08-25 05:58:14,False,5,9,False,0,6,False,0.72,8.0
EDR-004631,AST-04631,2026-08-15 23:58:14,False,7,15,False,0,3,False,0.64,7.1
EDR-004632,AST-04632,2026-08-10 13:58:14,False,4,9,False,0,8,False,0.49,8.3
EDR-004633,AST-04633,2026-08-28 11:58:14,False,6,1,False,0,13,False,0.57,8.8
EDR-004634,AST-04634,2026-08-20 21:58:14,False,0,20,False,0,41,False,0.26,7.6
EDR-004635,AST-04635,2026-08-15 23:58:14,False,2,17,False,0,16,False,0.73,8.0
EDR-004636,AST-04636,2026-08-16 15:58:14,False,9,15,True,0,26,False,0.69,3.7
EDR-004637,AST-04637,2026-09-02 11:58:14,False,8,3,False,0,34,False,0.73,8.2
EDR-004638,AST-04638,2026-08-08 08:58:14,False,7,5,False,0,13,False,0.62,8.1
EDR-004639,AST-04639,2026-09-04 01:58:14,False,6,1,False,0,32,False,0.73,8.8
EDR-004640,AST-04640,2026-08-06 18:58:14,False,0,10,False,0,27,False,0.15,8.9
EDR-004641,AST-04641,2026-08-30 08:58:14,False,6,12,False,0,20,False,0.41,7.7
EDR-004642,AST-04642,2026-08-29 23:58:14,False,7,7,False,0,50,False,0.35,7.9
EDR-004643,AST-04643,2026-08-24 06:58:14,False,6,12,False,0,36,False,0.53,7.6
EDR-004644,AST-04644,2026-08-22 12:58:14,False,9,11,False,0,29,False,0.3,7.6
EDR-004645,AST-04645,2026-08-26 15:58:14,False,7,10,False,0,25,False,0.5,7.5
EDR-004646,AST-04646,2026-08-25 17:58:14,False,10,2,False,0,14,False,0.41,7.9
EDR-004647,AST-04647,2026-08-25 22:58:14,False,4,2,False,0,32,False,0.64,8.6
EDR-004648,AST-04648,2026-08-13 22:58:14,False,7,2,False,0,0,False,0.39,8.8
EDR-004649,AST-04649,2026-08-10 05:58:14,False,10,18,False,0,46,False,0.57,6.5
EDR-004650,AST-04650,2026-08-12 13:58:14,False,4,16,False,0,38,False,0.25,7.4
EDR-004651,AST-04651,2026-08-12 14:58:14,False,5,20,False,0,14,False,0.68,6.5
EDR-004652,AST-04652,2026-08-07 11:58:14,False,5,1,False,0,48,False,0.21,9.0
EDR-004653,AST-04653,2026-08-07 22:58:14,False,4,2,False,0,33,False,0.79,9.2
EDR-004654,AST-04654,2026-08-15 08:58:14,False,3,10,False,0,24,False,0.64,8.6
EDR-004655,AST-04655,2026-08-24 20:58:14,True,9,4,True,0,12,False,0.71,2.8
EDR-004656,AST-04656,2026-08-09 12:58:14,False,9,11,False,0,34,False,0.66,7.4
EDR-004657,AST-04657,2026-09-02 08:58:14,False,10,18,False,0,21,False,0.56,6.5
EDR-004658,AST-04658,2026-08-06 05:58:14,False,2,7,False,0,32,False,0.11,8.7
EDR-004659,AST-04659,2026-08-15 03:58:14,False,9,15,False,0,47,False,0.74,7.2
EDR-004660,AST-04660,2026-08-23 11:58:14,False,3,1,False,0,30,False,0.76,9.2
EDR-004661,AST-04661,2026-08-12 02:58:14,False,1,7,False,0,6,False,0.32,9.0
EDR-004662,AST-04662,2026-08-14 17:58:14,False,7,0,False,0,38,False,0.5,8.3
EDR-004663,AST-04663,2026-08-08 14:58:14,False,4,14,False,0,9,False,0.62,7.7
EDR-004664,AST-04664,2026-08-25 00:58:14,False,6,20,False,0,41,False,0.15,6.9
EDR-004665,AST-04665,2026-08-24 18:58:14,False,8,4,False,0,33,False,0.28,8.0
EDR-004666,AST-04666,2026-08-17 09:58:14,False,3,15,False,0,45,False,0.33,8.3
EDR-004667,AST-04667,2026-08-25 08:58:14,False,0,10,False,0,41,False,0.36,9.4
EDR-004668,AST-04668,2026-08-09 13:58:14,False,8,8,False,0,33,False,0.19,7.2
EDR-004669,AST-04669,2026-08-29 08:58:14,False,1,0,False,0,21,False,0.17,9.5
EDR-004670,AST-04670,2026-08-21 17:58:14,False,10,17,False,0,12,False,0.77,6.6
EDR-004671,AST-04671,2026-08-25 11:58:14,False,6,13,False,0,3,False,0.73,7.5
EDR-004672,AST-04672,2026-08-18 09:58:14,False,3,17,False,0,2,False,0.31,7.2
EDR-004673,AST-04673,2026-08-12 21:58:14,False,7,13,False,0,5,False,0.21,7.4
EDR-004674,AST-04674,2026-08-24 10:58:14,False,10,17,False,0,17,False,0.43,6.3
EDR-004675,AST-04675,2026-08-16 20:58:14,False,8,20,False,0,45,False,0.29,6.5
EDR-004676,AST-04676,2026-08-20 16:58:14,False,2,6,False,0,26,False,0.69,9.0
EDR-004677,AST-04677,2026-08-14 01:58:14,False,9,8,False,0,19,False,0.33,7.0
EDR-004678,AST-04678,2026-08-20 07:58:14,False,7,15,False,0,1,False,0.59,7.0
EDR-004679,AST-04679,2026-08-11 15:58:14,False,2,13,False,0,48,False,0.29,7.9
EDR-004680,AST-04680,2026-08-31 15:58:14,False,8,0,False,0,40,False,0.74,8.2
EDR-004681,AST-04681,2026-08-22 16:58:14,False,4,13,False,0,9,False,0.21,8.3
EDR-004682,AST-04682,2026-08-20 04:58:14,False,5,14,False,0,39,False,0.67,7.6
EDR-004683,AST-04683,2026-09-03 14:58:14,False,2,8,False,0,16,False,0.43,9.2
EDR-004684,AST-04684,2026-08-26 06:58:14,False,9,7,False,0,17,False,0.41,7.3
EDR-004685,AST-04685,2026-08-21 00:58:14,False,9,3,False,0,30,False,0.17,8.0
EDR-004686,AST-04686,2026-08-23 04:58:14,False,0,15,False,0,29,False,0.26,8.8
EDR-004687,AST-04687,2026-08-31 11:58:14,False,3,20,False,0,32,False,0.37,7.6
EDR-004688,AST-04688,2026-08-09 06:58:14,False,9,7,False,0,19,False,0.28,7.6
EDR-004689,AST-04689,2026-08-25 06:58:14,False,2,6,False,0,25,False,0.12,8.7
EDR-004690,AST-04690,2026-08-28 19:58:14,False,1,13,False,0,31,False,0.5,8.2
EDR-004691,AST-04691,2026-08-28 08:58:14,False,6,17,False,0,43,False,0.24,7.0
EDR-004692,AST-04692,2026-08-28 04:58:14,False,10,15,False,0,10,False,0.39,6.1
EDR-004693,AST-04693,2026-08-27 15:58:14,True,10,5,False,0,30,False,0.74,5.6
EDR-004694,AST-04694,2026-08-25 05:58:14,False,0,4,False,0,45,False,0.15,9.5
EDR-004695,AST-04695,2026-09-01 03:58:14,False,3,7,False,0,15,False,0.27,9.2
EDR-004696,AST-04696,2026-08-28 22:58:14,False,6,15,False,0,30,False,0.25,7.3
EDR-004697,AST-04697,2026-08-05 19:58:14,False,1,18,False,0,44,False,0.29,7.6
EDR-004698,AST-04698,2026-08-23 22:58:14,False,2,17,False,0,41,False,0.58,8.1
EDR-004699,AST-04699,2026-08-06 14:58:14,False,10,7,False,0,4,False,0.17,7.5
EDR-004700,AST-04700,2026-08-08 23:58:14,False,9,19,False,0,2,False,0.41,6.0
EDR-004701,AST-04701,2026-08-06 05:58:14,False,6,3,False,0,0,False,0.77,8.9
EDR-004702,AST-04702,2026-09-02 09:58:14,False,4,19,False,0,1,False,0.35,6.8
EDR-004703,AST-04703,2026-08-09 08:58:14,False,5,4,False,0,0,False,0.6,9.0
EDR-004704,AST-04704,2026-08-23 19:58:14,False,10,18,False,0,5,False,0.77,6.4
EDR-004705,AST-04705,2026-08-22 06:58:14,False,5,4,False,0,29,False,0.31,8.2
EDR-004706,AST-04706,2026-08-11 05:58:14,False,0,1,False,0,17,False,0.57,10
EDR-004707,AST-04707,2026-08-10 06:58:14,False,7,10,False,0,32,False,0.61,7.4
EDR-004708,AST-04708,2026-08-15 10:58:14,False,9,7,False,0,41,False,0.14,7.7
EDR-004709,AST-04709,2026-08-10 20:58:14,False,2,15,False,0,10,False,0.32,7.8
EDR-004710,AST-04710,2026-08-14 14:58:14,False,3,20,False,0,49,False,0.32,7.7
EDR-004711,AST-04711,2026-08-19 04:58:14,False,7,20,False,0,8,False,0.48,6.7
EDR-004712,AST-04712,2026-08-28 17:58:14,False,4,0,False,0,0,False,0.2,9.1
EDR-004713,AST-04713,2026-08-27 00:58:14,True,5,2,False,1,25,True,1.0,7.3
EDR-004714,AST-04714,2026-08-07 19:58:14,False,9,13,False,0,33,False,0.24,6.7
EDR-004715,AST-04715,2026-08-30 18:58:14,False,7,19,False,0,43,False,0.67,7.1
EDR-004716,AST-04716,2026-08-24 20:58:14,False,3,3,False,0,19,False,0.59,8.6
EDR-004717,AST-04717,2026-09-03 16:58:14,False,7,20,False,0,2,False,0.6,6.6
EDR-004718,AST-04718,2026-09-04 03:58:14,False,3,8,False,0,34,False,0.65,8.2
EDR-004719,AST-04719,2026-08-20 06:58:14,False,8,15,False,0,27,False,0.61,7.0
EDR-004720,AST-04720,2026-08-17 12:58:14,False,6,9,False,0,35,False,0.29,8.0
EDR-004721,AST-04721,2026-08-10 22:58:14,False,7,14,False,0,2,False,0.22,6.8
EDR-004722,AST-04722,2026-08-18 12:58:14,False,10,4,False,0,2,False,0.32,7.9
EDR-004723,AST-04723,2026-08-15 23:58:14,False,1,10,False,0,30,False,0.62,8.3
EDR-004724,AST-04724,2026-08-19 14:58:14,False,0,11,False,0,48,False,0.52,9.2
EDR-004725,AST-04725,2026-08-20 11:58:14,False,5,17,False,0,22,False,0.29,7.0
EDR-004726,AST-04726,2026-08-29 07:58:14,False,6,6,False,0,6,False,0.78,8.2
EDR-004727,AST-04727,2026-09-03 08:58:14,False,10,13,False,0,41,False,0.51,6.4
EDR-004728,AST-04728,2026-08-20 08:58:14,False,7,13,False,0,15,False,0.4,7.7
EDR-004729,AST-04729,2026-08-18 05:58:14,False,5,10,False,0,36,False,0.41,8.2
EDR-004730,AST-04730,2026-08-30 07:58:14,False,8,14,False,0,16,False,0.6,6.6
EDR-004731,AST-04731,2026-08-30 10:58:14,False,0,7,False,0,27,False,0.26,9.7
EDR-004732,AST-04732,2026-08-22 06:58:14,False,6,13,False,0,24,False,0.3,7.7
EDR-004733,AST-04733,2026-09-03 02:58:14,False,2,2,False,0,43,False,0.3,9.8
EDR-004734,AST-04734,2026-08-18 13:58:14,False,7,9,False,0,18,False,0.62,7.8
EDR-004735,AST-04735,2026-08-15 22:58:14,False,8,0,False,0,9,False,0.46,8.5
EDR-004736,AST-04736,2026-08-06 04:58:14,False,7,11,False,0,26,False,0.47,7.7
EDR-004737,AST-04737,2026-08-22 11:58:14,False,6,13,False,0,32,False,0.77,7.8
EDR-004738,AST-04738,2026-08-18 09:58:14,False,8,8,False,0,8,False,0.19,7.2
EDR-004739,AST-04739,2026-09-01 19:58:14,False,0,16,False,0,22,False,0.28,8.8
EDR-004740,AST-04740,2026-08-15 15:58:14,False,7,6,False,0,28,False,0.38,7.8
EDR-004741,AST-04741,2026-08-21 04:58:14,False,6,13,False,0,27,False,0.51,7.3
EDR-004742,AST-04742,2026-09-02 02:58:14,False,6,5,False,0,0,False,0.29,8.3
EDR-004743,AST-04743,2026-08-19 17:58:14,False,1,17,False,0,49,False,0.63,7.6
EDR-004744,AST-04744,2026-08-10 22:58:14,False,7,10,False,0,15,False,0.2,7.6
EDR-004745,AST-04745,2026-09-02 14:58:14,False,7,15,False,0,32,False,0.35,7.4
EDR-004746,AST-04746,2026-08-30 09:58:14,False,6,17,False,0,0,False,0.64,6.7
EDR-004747,AST-04747,2026-08-23 03:58:14,True,6,1,False,3,22,True,0.83,6.8
EDR-004748,AST-04748,2026-08-20 07:58:14,False,7,2,False,0,0,False,0.63,8.8
EDR-004749,AST-04749,2026-08-31 21:58:14,False,9,5,False,0,24,False,0.69,7.4
EDR-004750,AST-04750,2026-08-18 05:58:14,False,5,6,False,0,49,False,0.67,8.2
EDR-004751,AST-04751,2026-08-09 11:58:14,False,4,15,False,0,30,False,0.32,7.3
EDR-004752,AST-04752,2026-08-26 23:58:14,False,5,8,False,0,36,False,0.76,8.3
EDR-004753,AST-04753,2026-08-21 11:58:14,False,9,10,False,0,32,False,0.14,7.5
EDR-004754,AST-04754,2026-08-26 12:58:14,False,8,5,False,0,30,False,0.63,7.6
EDR-004755,AST-04755,2026-08-11 16:58:14,False,4,12,False,0,50,False,0.37,8.0
EDR-004756,AST-04756,2026-08-17 18:58:14,False,0,3,False,0,30,False,0.75,10
EDR-004757,AST-04757,2026-08-27 18:58:14,False,9,10,False,0,39,False,0.15,7.0
EDR-004758,AST-04758,2026-09-01 03:58:14,False,10,5,False,0,44,False,0.41,7.9
EDR-004759,AST-04759,2026-08-11 10:58:14,False,7,14,False,0,45,False,0.16,6.9
EDR-004760,AST-04760,2026-08-28 01:58:14,False,2,7,False,0,1,False,0.76,8.5
EDR-004761,AST-04761,2026-08-19 10:58:14,False,6,0,False,0,18,False,0.4,8.4
EDR-004762,AST-04762,2026-08-14 22:58:14,False,1,18,False,0,14,False,0.78,7.9
EDR-004763,AST-04763,2026-08-15 23:58:14,False,2,12,False,0,49,False,0.52,8.0
EDR-004764,AST-04764,2026-08-27 18:58:14,False,10,19,False,0,8,False,0.48,5.6
EDR-004765,AST-04765,2026-08-31 08:58:14,False,6,13,False,0,5,False,0.67,7.3
EDR-004766,AST-04766,2026-08-06 02:58:14,False,10,9,False,0,27,False,0.23,6.6
EDR-004767,AST-04767,2026-08-31 00:58:14,False,1,19,False,0,44,False,0.26,8.1
EDR-004768,AST-04768,2026-08-12 10:58:14,False,1,14,False,0,23,False,0.13,8.7
EDR-004769,AST-04769,2026-08-27 01:58:14,False,6,12,False,0,23,False,0.52,7.8
EDR-004770,AST-04770,2026-08-23 20:58:14,False,7,16,False,0,24,False,0.64,6.8
EDR-004771,AST-04771,2026-09-02 04:58:14,False,1,12,False,0,24,False,0.4,8.9
EDR-004772,AST-04772,2026-08-17 14:58:14,True,10,8,False,1,8,True,0.74,5.5
EDR-004773,AST-04773,2026-08-08 17:58:14,False,1,4,False,0,1,False,0.48,9.4
EDR-004774,AST-04774,2026-08-19 16:58:14,False,7,0,False,0,25,False,0.18,8.8
EDR-004775,AST-04775,2026-08-22 00:58:14,False,3,4,False,0,0,False,0.43,8.5
EDR-004776,AST-04776,2026-08-17 06:58:14,False,9,13,False,0,13,False,0.61,7.2
EDR-004777,AST-04777,2026-08-24 10:58:14,False,10,15,False,0,15,False,0.25,6.2
EDR-004778,AST-04778,2026-08-23 17:58:14,False,8,16,False,0,50,False,0.62,6.8
EDR-004779,AST-04779,2026-08-09 16:58:14,False,0,8,True,0,34,False,0.46,6.5
EDR-004780,AST-04780,2026-08-23 06:58:14,False,7,10,False,0,16,False,0.13,7.8
EDR-004781,AST-04781,2026-09-01 21:58:14,False,0,5,False,0,46,False,0.16,9.2
EDR-004782,AST-04782,2026-08-25 12:58:14,False,1,6,False,0,50,False,0.61,9.1
EDR-004783,AST-04783,2026-09-04 13:58:14,False,4,14,False,0,27,False,0.75,7.9
EDR-004784,AST-04784,2026-08-07 13:58:14,False,6,19,False,0,13,False,0.71,6.8
EDR-004785,AST-04785,2026-08-28 03:58:14,False,9,14,False,0,22,False,0.67,6.7
EDR-004786,AST-04786,2026-08-29 09:58:14,False,2,5,False,0,10,False,0.71,9.2
EDR-004787,AST-04787,2026-08-08 07:58:14,False,3,20,False,0,34,False,0.49,7.3
EDR-004788,AST-04788,2026-08-16 16:58:14,False,4,9,False,0,36,False,0.7,8.5
EDR-004789,AST-04789,2026-08-25 21:58:14,False,9,1,False,0,32,False,0.36,8.5
EDR-004790,AST-04790,2026-08-12 23:58:14,False,10,10,False,0,43,False,0.39,7.1
EDR-004791,AST-04791,2026-08-17 10:58:14,False,0,16,False,0,35,False,0.44,8.6
EDR-004792,AST-04792,2026-08-09 02:58:14,False,1,19,False,0,41,False,0.28,8.0
EDR-004793,AST-04793,2026-08-24 03:58:14,False,8,9,False,0,29,False,0.64,7.0
EDR-004794,AST-04794,2026-08-21 09:58:14,False,0,3,False,0,5,False,0.35,9.2
EDR-004795,AST-04795,2026-08-25 10:58:14,False,5,7,False,0,35,False,0.47,7.9
EDR-004796,AST-04796,2026-08-19 02:58:14,False,2,18,False,0,21,False,0.62,7.6
EDR-004797,AST-04797,2026-08-14 03:58:14,False,8,15,False,0,9,False,0.29,6.9
EDR-004798,AST-04798,2026-08-12 07:58:14,False,2,17,False,0,11,False,0.47,7.4
EDR-004799,AST-04799,2026-08-29 06:58:14,False,1,9,False,0,18,False,0.71,9.3
EDR-004800,AST-04800,2026-08-31 01:58:14,False,8,8,False,0,32,False,0.7,8.1
EDR-004801,AST-04801,2026-08-14 15:58:14,False,6,13,False,0,35,False,0.22,7.1
EDR-004802,AST-04802,2026-08-11 10:58:14,False,0,12,False,0,3,False,0.19,9.1
EDR-004803,AST-04803,2026-08-16 18:58:14,False,0,6,False,0,50,False,0.41,9.2
EDR-004804,AST-04804,2026-09-02 15:58:14,False,3,7,False,0,7,False,0.68,8.9
EDR-004805,AST-04805,2026-08-11 00:58:14,False,4,20,False,0,2,False,0.54,6.9
EDR-004806,AST-04806,2026-08-11 05:58:14,False,9,12,False,0,14,False,0.62,7.2
EDR-004807,AST-04807,2026-08-08 19:58:14,False,4,16,False,0,37,False,0.25,8.0
EDR-004808,AST-04808,2026-08-27 01:58:14,False,1,13,False,0,29,False,0.55,8.8
EDR-004809,AST-04809,2026-08-24 01:58:14,False,10,12,False,0,10,False,0.45,6.8
EDR-004810,AST-04810,2026-09-03 11:58:14,False,8,10,False,0,43,False,0.59,6.9
EDR-004811,AST-04811,2026-08-25 20:58:14,False,4,7,False,0,43,False,0.15,8.2
EDR-004812,AST-04812,2026-08-26 15:58:14,False,6,16,True,0,5,False,0.37,3.8
EDR-004813,AST-04813,2026-08-18 00:58:14,False,9,13,False,0,18,False,0.58,6.9
