cloud_event_id,asset_id,cloud_provider,service_type,public_exposure,misconfiguration_type,encryption_enabled,logging_enabled,iam_risk,open_port_count,exposed_storage,compliance_violation,cloud_risk_score
CLOUD-003046,AST-05100,GCP,Storage,False,Open Security Group,True,True,Medium,2,True,True,4.5
CLOUD-003047,AST-05101,GCP,Container,False,None,False,True,High,2,False,True,4.1
CLOUD-003048,AST-05102,AWS,ML,False,None,True,True,Medium,2,False,False,1.3
CLOUD-003049,AST-05103,GCP,Networking,False,No Network ACL,True,True,High,0,False,True,3.7
CLOUD-003050,AST-05104,AWS,Identity,True,None,True,False,Medium,1,False,True,5.6
CLOUD-003051,AST-05107,GCP,Analytics,False,None,False,True,Low,3,False,True,1.8
CLOUD-003052,AST-05109,Azure,Compute,False,None,True,True,Low,3,False,False,0.1
CLOUD-003053,AST-05110,Azure,Serverless,False,None,True,True,Medium,2,False,False,1.3
CLOUD-003054,AST-05111,AWS,Storage,False,Default VPC,True,True,High,1,False,True,4.6
CLOUD-003055,AST-05113,AWS,Networking,False,None,True,False,Medium,0,False,True,1.8
CLOUD-003056,AST-05115,Azure,ML,False,None,True,True,Low,3,False,False,0.7
CLOUD-003057,AST-05117,Azure,Compute,False,No Network ACL,False,True,Medium,1,True,True,6.0
CLOUD-003058,AST-05118,Azure,Container,False,None,False,False,Low,1,False,True,2.5
CLOUD-003059,AST-05121,AWS,Analytics,False,No Versioning on Bucket,True,True,High,0,False,True,4.1
CLOUD-003060,AST-05123,GCP,DevOps,False,Overly Permissive IAM Policy,True,True,Medium,2,False,True,3.8
CLOUD-003061,AST-05124,Azure,Identity,False,None,True,True,High,3,False,False,2.5
CLOUD-003062,AST-05125,GCP,Compute,True,None,True,True,Medium,8,False,False,5.4
CLOUD-003063,AST-05126,GCP,Identity,False,None,True,True,High,1,False,False,1.8
CLOUD-003064,AST-05130,AWS,Storage,False,None,True,True,Medium,3,False,False,1.5
CLOUD-003065,AST-05131,Azure,Identity,False,None,True,False,Medium,3,False,True,2.3
CLOUD-003066,AST-05132,GCP,Database,False,None,True,True,High,2,False,False,2.0
CLOUD-003067,AST-05133,GCP,Storage,False,None,False,True,Low,0,False,True,1.8
CLOUD-003068,AST-05134,Azure,Identity,False,None,False,True,High,3,True,True,5.5
CLOUD-003069,AST-05135,AWS,Storage,True,Public RDS Instance,True,True,Low,8,False,True,7.0
CLOUD-003070,AST-05138,AWS,Compute,False,None,True,True,High,1,False,False,1.9
CLOUD-003071,AST-05139,GCP,Identity,False,No Network ACL,True,True,Medium,1,False,True,3.4
CLOUD-003072,AST-05140,Azure,Identity,False,None,True,False,High,0,False,True,2.9
CLOUD-003073,AST-05141,AWS,DevOps,False,None,True,True,Medium,0,False,False,0.6
CLOUD-003074,AST-05142,AWS,Storage,False,None,True,True,Medium,0,False,False,1.5
CLOUD-003075,AST-05143,GCP,Storage,False,None,True,False,High,1,False,True,3.2
CLOUD-003076,AST-05144,AWS,Compute,False,Missing WAF,True,False,Medium,0,False,True,4.2
CLOUD-003077,AST-05148,Azure,Container,False,None,True,True,Low,0,False,False,0
CLOUD-003078,AST-05151,AWS,Compute,False,None,False,True,Low,3,False,True,1.9
CLOUD-003079,AST-05154,GCP,Compute,False,None,False,True,High,0,False,True,3.5
CLOUD-003080,AST-05155,Azure,Storage,False,None,True,True,Medium,0,False,False,0.5
CLOUD-003081,AST-05156,AWS,DevOps,False,None,False,True,High,1,False,True,4.0
CLOUD-003082,AST-05157,GCP,Storage,False,None,False,True,Medium,3,False,True,2.8
CLOUD-003083,AST-05158,Azure,Database,False,None,True,True,Low,1,False,False,0.6
CLOUD-003084,AST-05159,AWS,Database,True,Unencrypted Volume,True,True,Medium,0,False,True,5.5
CLOUD-003085,AST-05161,GCP,Container,False,Missing WAF,False,True,Medium,1,False,True,4.2
CLOUD-003086,AST-05162,AWS,Compute,False,None,True,True,Low,0,False,False,0.2
CLOUD-003087,AST-05164,GCP,Storage,False,Overly Permissive IAM Policy,True,True,High,2,False,True,4.2
CLOUD-003088,AST-05165,AWS,ML,False,None,True,True,Low,3,False,False,1.1
CLOUD-003089,AST-05170,GCP,ML,False,None,True,False,High,2,False,True,3.7
CLOUD-003090,AST-05171,GCP,Storage,False,None,True,True,High,1,False,False,2.5
CLOUD-003091,AST-05172,GCP,Database,False,Unencrypted Volume,True,True,High,2,False,True,3.9
CLOUD-003092,AST-05174,AWS,Analytics,False,Exposed API Key,True,True,Low,0,False,True,1.5
CLOUD-003093,AST-05177,Azure,Storage,False,None,True,True,High,0,False,False,1.8
CLOUD-003094,AST-05178,AWS,Container,False,Cross-Account Access,False,True,High,3,False,True,6.6
CLOUD-003095,AST-05182,Azure,Networking,False,None,True,True,Medium,2,True,False,2.5
CLOUD-003096,AST-05183,GCP,Container,False,None,True,True,Medium,1,False,False,1.5
CLOUD-003097,AST-05184,GCP,Serverless,False,None,True,True,Medium,0,False,False,1.2
CLOUD-003098,AST-05185,AWS,Compute,False,None,True,False,High,0,False,True,2.8
CLOUD-003099,AST-05187,Azure,DevOps,False,None,True,True,High,3,False,False,2.4
CLOUD-003100,AST-05188,Azure,Serverless,False,Default VPC,False,False,Low,3,False,True,5.1
CLOUD-003101,AST-05189,Azure,Database,False,None,True,False,High,0,False,True,3.0
CLOUD-003102,AST-05190,GCP,Database,False,No Network ACL,False,True,Medium,1,False,True,4.6
CLOUD-003103,AST-05191,AWS,Analytics,False,None,True,True,Medium,1,False,False,0.9
CLOUD-003104,AST-05193,GCP,DevOps,False,No MFA on Root Account,True,True,Medium,2,False,True,3.5
CLOUD-003105,AST-05194,GCP,Identity,False,None,True,False,High,0,False,True,3.5
CLOUD-003106,AST-05197,AWS,Networking,False,No MFA on Root Account,True,True,High,0,False,True,4.5
CLOUD-003107,AST-05198,AWS,ML,False,None,True,True,Medium,3,False,False,1.6
CLOUD-003108,AST-05199,GCP,Networking,False,None,False,True,Low,1,False,True,2.0
CLOUD-003109,AST-05200,AWS,DevOps,False,None,True,True,Low,2,False,False,0.4
CLOUD-003110,AST-05203,Azure,DevOps,True,Unrotated Access Keys,True,True,Low,0,False,True,5.1
CLOUD-003111,AST-05204,AWS,Identity,False,No Network ACL,True,True,Medium,1,False,True,3.2
CLOUD-003112,AST-05205,AWS,Compute,False,None,True,True,Medium,1,False,False,0.8
CLOUD-003113,AST-05206,GCP,Serverless,False,Logging Disabled,False,True,High,2,False,True,6.0
CLOUD-003114,AST-05208,AWS,DevOps,False,None,True,True,Medium,3,False,False,2.1
CLOUD-003115,AST-05209,GCP,Analytics,True,None,True,False,Low,8,True,True,7.2
CLOUD-003116,AST-05210,AWS,Analytics,True,None,True,True,Low,2,False,False,3.8
CLOUD-003117,AST-05211,Azure,Networking,False,None,True,True,High,2,False,False,2.5
CLOUD-003118,AST-05212,Azure,DevOps,False,None,True,True,High,1,False,False,1.9
CLOUD-003119,AST-05214,Azure,Analytics,False,None,False,True,Medium,1,False,True,3.0
CLOUD-003120,AST-05215,AWS,DevOps,True,None,True,False,High,10,False,True,8.0
CLOUD-003121,AST-05216,Azure,Identity,False,No Versioning on Bucket,True,False,Low,3,True,True,5.6
CLOUD-003122,AST-05217,Azure,Compute,False,None,True,False,Medium,0,False,True,1.6
CLOUD-003123,AST-05218,AWS,Compute,True,None,True,True,Medium,10,False,False,6.2
CLOUD-003124,AST-05220,GCP,Serverless,False,None,True,False,Low,0,False,True,0.5
CLOUD-003125,AST-05222,GCP,Compute,False,None,True,False,Low,3,False,True,1.6
CLOUD-003126,AST-05223,GCP,Container,False,None,True,False,Low,0,False,True,1.2
CLOUD-003127,AST-05226,AWS,Identity,False,None,True,True,Low,0,False,False,0.1
CLOUD-003128,AST-05227,Azure,Container,True,Public S3 Bucket,False,False,High,6,False,True,10
CLOUD-003129,AST-05228,GCP,ML,False,None,True,True,Low,0,False,False,0.3
CLOUD-003130,AST-05230,GCP,Networking,False,None,True,False,High,0,False,True,3.5
CLOUD-003131,AST-05231,GCP,ML,True,Cross-Account Access,True,True,Low,4,False,True,5.7
CLOUD-003132,AST-05232,AWS,Identity,False,Overly Permissive IAM Policy,True,True,Low,2,True,True,4.4
CLOUD-003133,AST-05233,AWS,Identity,False,Overly Permissive IAM Policy,True,True,Medium,1,False,True,3.0
CLOUD-003134,AST-05234,AWS,Database,False,Exposed API Key,True,False,Low,1,True,True,4.7
CLOUD-003135,AST-05235,AWS,Container,False,None,True,True,Low,1,False,False,0.4
CLOUD-003136,AST-05238,AWS,Serverless,True,Exposed API Key,False,True,Medium,7,False,True,9.0
CLOUD-003137,AST-05239,AWS,Compute,False,None,True,False,High,0,False,True,2.6
CLOUD-003138,AST-05241,Azure,Networking,False,None,True,False,Medium,3,False,True,2.2
CLOUD-003139,AST-05243,GCP,Storage,False,None,True,True,Medium,0,False,False,0.6
CLOUD-003140,AST-05245,AWS,Serverless,False,None,True,True,High,3,False,False,2.9
CLOUD-003141,AST-05246,Azure,Serverless,False,None,True,True,Low,3,True,False,1.9
CLOUD-003142,AST-05247,Azure,Storage,False,None,False,True,High,0,True,True,4.8
CLOUD-003143,AST-05248,AWS,Serverless,True,None,False,True,Low,7,False,True,5.6
CLOUD-003144,AST-05249,Azure,Serverless,False,None,True,True,Low,3,False,False,0.7
CLOUD-003145,AST-05252,AWS,ML,False,None,True,False,High,2,False,True,3.2
CLOUD-003146,AST-05253,AWS,Networking,True,Exposed API Key,True,True,Medium,7,False,True,7.6
CLOUD-003147,AST-05255,Azure,Container,False,None,False,True,Low,2,False,True,2.1
CLOUD-003148,AST-05256,Azure,DevOps,False,None,True,True,Medium,2,False,False,1.3
CLOUD-003149,AST-05257,AWS,Database,False,None,True,True,High,0,False,False,2.1
CLOUD-003150,AST-05263,Azure,Analytics,False,None,True,True,Medium,2,False,False,1.7
CLOUD-003151,AST-05264,GCP,Networking,False,Overly Permissive IAM Policy,True,True,Low,0,False,True,2.1
CLOUD-003152,AST-05266,GCP,Database,False,Missing WAF,True,False,High,0,False,True,4.8
CLOUD-003153,AST-05271,AWS,Database,False,None,True,True,Medium,2,False,False,1.8
CLOUD-003154,AST-05272,AWS,ML,False,Public S3 Bucket,True,False,Medium,0,False,True,4.1
CLOUD-003155,AST-05273,Azure,Storage,False,None,True,True,High,2,False,False,2.3
CLOUD-003156,AST-05274,AWS,Identity,False,None,True,False,High,1,True,True,4.8
CLOUD-003157,AST-05275,Azure,Serverless,False,None,True,True,Medium,0,False,False,0.6
CLOUD-003158,AST-05276,Azure,Storage,True,None,True,True,Low,2,False,False,3.3
CLOUD-003159,AST-05277,AWS,ML,False,Missing WAF,True,True,High,1,False,True,4.1
CLOUD-003160,AST-05278,Azure,ML,False,None,True,True,Medium,0,False,False,1.1
CLOUD-003161,AST-05279,GCP,Container,False,No Versioning on Bucket,False,True,Medium,1,False,True,4.8
CLOUD-003162,AST-05281,GCP,Identity,False,None,True,True,Medium,3,False,False,1.7
CLOUD-003163,AST-05282,AWS,Container,False,None,True,False,High,0,False,True,2.9
CLOUD-003164,AST-05283,Azure,Compute,False,None,True,True,Low,1,True,False,2.1
CLOUD-003165,AST-05284,AWS,ML,True,None,True,True,Medium,4,False,False,5.0
CLOUD-003166,AST-05286,AWS,Analytics,False,Public S3 Bucket,True,False,Low,0,False,True,3.1
CLOUD-003167,AST-05287,GCP,Compute,False,None,True,False,High,0,False,True,2.6
CLOUD-003168,AST-05288,GCP,Container,False,Cross-Account Access,True,True,High,2,False,True,4.4
CLOUD-003169,AST-05289,AWS,ML,False,None,False,True,Low,1,False,True,1.6
CLOUD-003170,AST-05290,Azure,DevOps,False,None,True,True,High,2,False,False,2.2
CLOUD-003171,AST-05291,Azure,Networking,True,None,True,False,Low,3,False,True,4.5
CLOUD-003172,AST-05294,Azure,Serverless,False,None,True,True,Low,3,False,False,1.0
CLOUD-003173,AST-05295,AWS,Database,False,None,True,True,Medium,0,False,False,1.2
CLOUD-003174,AST-05296,AWS,Container,False,None,True,True,Low,1,False,False,0
CLOUD-003175,AST-05297,Azure,ML,False,Missing WAF,True,True,High,2,False,True,4.4
CLOUD-003176,AST-05299,GCP,DevOps,False,No Network ACL,True,False,Low,3,False,True,3.4
CLOUD-003177,AST-05300,AWS,Compute,True,None,False,True,Low,8,False,True,5.9
CLOUD-003178,AST-05301,AWS,Compute,False,None,True,False,Low,2,False,True,1.4
CLOUD-003179,AST-05303,GCP,Identity,False,None,True,True,Medium,3,False,False,1.8
CLOUD-003180,AST-05304,AWS,Storage,False,No Versioning on Bucket,True,False,Medium,0,False,True,3.9
CLOUD-003181,AST-05306,GCP,ML,False,None,True,False,Low,1,False,True,1.0
CLOUD-003182,AST-05307,GCP,Database,False,None,True,True,Low,3,False,False,0.4
CLOUD-003183,AST-05308,AWS,Identity,False,Exposed API Key,True,False,High,0,False,True,4.6
CLOUD-003184,AST-05309,AWS,Database,False,None,True,True,Low,3,False,False,0.9
CLOUD-003185,AST-05313,GCP,DevOps,True,None,False,True,Medium,0,False,True,5.5
CLOUD-003186,AST-05314,Azure,Analytics,False,No Versioning on Bucket,False,True,Medium,3,True,True,7.0
CLOUD-003187,AST-05315,AWS,Container,False,None,True,True,High,2,False,False,2.2
CLOUD-003188,AST-05316,GCP,Analytics,False,Public S3 Bucket,True,True,High,1,False,True,4.1
CLOUD-003189,AST-05317,AWS,Compute,False,None,True,False,Medium,1,False,True,2.3
CLOUD-003190,AST-05318,Azure,DevOps,False,None,True,False,Low,1,False,True,0.9
CLOUD-003191,AST-05322,AWS,Networking,False,Default VPC,False,False,Medium,1,False,True,6.0
CLOUD-003192,AST-05323,Azure,Container,False,None,True,True,Medium,3,False,False,1.9
CLOUD-003193,AST-05325,GCP,Identity,False,Logging Disabled,True,True,Low,3,True,True,3.9
CLOUD-003194,AST-05326,Azure,Container,False,No MFA on Root Account,True,True,Medium,0,False,True,2.8
CLOUD-003195,AST-05327,AWS,ML,False,None,True,True,Low,3,True,False,1.6
CLOUD-003196,AST-05328,GCP,Analytics,False,None,True,True,Medium,0,False,False,1.2
CLOUD-003197,AST-05329,GCP,Networking,True,Public RDS Instance,False,True,Low,8,False,True,7.7
CLOUD-003198,AST-05330,GCP,Database,False,None,True,False,Low,3,False,True,1.4
CLOUD-003199,AST-05331,GCP,Compute,False,Unencrypted Volume,False,True,High,3,False,True,6.5
CLOUD-003200,AST-05332,AWS,DevOps,False,None,True,True,Low,2,False,False,0
CLOUD-003201,AST-05334,Azure,Compute,False,None,False,True,Medium,3,False,True,3.1
CLOUD-003202,AST-05337,Azure,Networking,False,Overly Permissive IAM Policy,True,True,Medium,0,False,True,2.8
CLOUD-003203,AST-05338,Azure,Storage,False,None,True,True,Medium,3,False,False,1.2
CLOUD-003204,AST-05339,Azure,Container,False,None,True,True,Low,1,False,False,0.7
CLOUD-003205,AST-05340,AWS,Serverless,False,Exposed API Key,False,False,Low,3,True,True,6.1
CLOUD-003206,AST-05341,Azure,DevOps,False,None,True,True,Medium,1,False,False,1.4
CLOUD-003207,AST-05342,GCP,Analytics,False,Unencrypted Volume,True,False,High,1,True,True,6.9
CLOUD-003208,AST-05343,AWS,Storage,False,None,True,True,Medium,1,False,False,1.6
CLOUD-003209,AST-05345,AWS,DevOps,False,Open Security Group,True,False,Low,3,False,True,3.9
CLOUD-003210,AST-05347,AWS,Container,False,None,True,False,Low,3,False,True,1.2
CLOUD-003211,AST-05348,AWS,Identity,False,None,True,True,High,0,False,False,2.0
CLOUD-003212,AST-05349,AWS,Analytics,False,Cross-Account Access,False,True,Low,0,False,True,3.9
CLOUD-003213,AST-05350,AWS,Identity,False,None,True,True,Low,2,False,False,0.3
CLOUD-003214,AST-05351,Azure,Serverless,False,None,False,False,High,1,False,True,4.5
CLOUD-003215,AST-05353,GCP,Container,False,None,False,True,High,3,True,True,5.3
CLOUD-003216,AST-05354,AWS,Storage,False,None,True,True,Medium,2,False,False,1.6
CLOUD-003217,AST-05355,Azure,Identity,False,No Versioning on Bucket,True,True,Medium,2,False,True,3.1
CLOUD-003218,AST-05356,GCP,Identity,False,None,True,True,Low,0,False,False,0
CLOUD-003219,AST-05357,GCP,Identity,False,None,False,True,Low,0,False,True,1.7
CLOUD-003220,AST-05358,GCP,Compute,False,Cross-Account Access,True,True,Medium,2,False,True,3.8
CLOUD-003221,AST-05360,AWS,Storage,False,None,True,True,Low,3,False,False,1.0
CLOUD-003222,AST-05361,GCP,Database,False,None,True,False,Low,3,False,True,1.5
CLOUD-003223,AST-05362,GCP,Compute,False,None,True,True,Medium,0,False,False,0.7
CLOUD-003224,AST-05363,Azure,Networking,False,None,True,False,High,3,False,True,3.5
CLOUD-003225,AST-05367,AWS,Analytics,False,None,True,True,Low,2,False,False,0.0
CLOUD-003226,AST-05370,Azure,Storage,False,Overly Permissive IAM Policy,True,False,High,1,False,True,5.5
CLOUD-003227,AST-05371,AWS,ML,False,None,True,True,Low,3,False,False,0.7
CLOUD-003228,AST-05375,GCP,Networking,True,None,False,True,Medium,10,False,True,7.4
CLOUD-003229,AST-05376,AWS,DevOps,True,None,True,True,Low,8,False,False,4.6
CLOUD-003230,AST-05377,GCP,Serverless,False,No Versioning on Bucket,True,True,Low,2,False,True,2.7
CLOUD-003231,AST-05378,GCP,Container,False,None,True,True,High,1,False,False,2.2
CLOUD-003232,AST-05380,Azure,Analytics,False,Overly Permissive IAM Policy,False,True,Medium,1,False,True,4.6
CLOUD-003233,AST-05381,GCP,Networking,False,None,True,True,Low,3,False,False,0.2
CLOUD-003234,AST-05383,AWS,DevOps,True,None,False,True,Medium,7,False,True,6.4
CLOUD-003235,AST-05386,GCP,ML,False,None,True,True,Low,1,False,False,0.3
CLOUD-003236,AST-05387,AWS,Serverless,True,None,True,True,High,10,False,False,6.7
CLOUD-003237,AST-05388,GCP,Storage,False,None,True,True,Low,0,False,False,0.2
CLOUD-003238,AST-05390,GCP,Identity,False,Cross-Account Access,True,True,Low,0,False,True,1.6
CLOUD-003239,AST-05391,AWS,Identity,False,None,True,True,Medium,0,False,False,1.4
CLOUD-003240,AST-05395,Azure,Compute,False,Missing WAF,True,True,Low,2,False,True,2.6
CLOUD-003241,AST-05396,AWS,Serverless,False,Cross-Account Access,True,False,Medium,1,False,True,3.8
CLOUD-003242,AST-05397,AWS,Database,True,None,False,False,Low,8,True,True,8.4
CLOUD-003243,AST-05402,GCP,Serverless,True,No Versioning on Bucket,True,False,High,8,False,True,9.9
CLOUD-003244,AST-05403,Azure,Compute,False,None,True,True,Low,0,False,False,0
CLOUD-003245,AST-05411,Azure,Identity,False,None,True,False,Medium,0,False,True,2.3
CLOUD-003246,AST-05412,GCP,Database,False,None,False,False,High,0,False,True,4.3
CLOUD-003247,AST-05413,GCP,Networking,False,None,True,False,High,1,False,True,3.5
CLOUD-003248,AST-05416,GCP,Container,False,Open Security Group,True,True,Medium,2,False,True,3.4
CLOUD-003249,AST-05417,GCP,Storage,False,Cross-Account Access,False,True,Medium,2,False,True,5.4
CLOUD-003250,AST-05418,GCP,Analytics,False,Overly Permissive IAM Policy,True,False,Medium,3,False,True,4.7
CLOUD-003251,AST-05419,Azure,Database,False,Cross-Account Access,False,True,Medium,1,False,True,4.3
CLOUD-003252,AST-05420,AWS,Storage,False,No MFA on Root Account,False,True,Medium,3,False,True,5.1
CLOUD-003253,AST-05421,Azure,Serverless,False,Missing WAF,True,True,Low,3,False,True,2.9
CLOUD-003254,AST-05422,Azure,Networking,True,None,False,False,Low,9,False,True,7.3
CLOUD-003255,AST-05424,Azure,DevOps,True,None,True,True,High,8,False,False,6.3
CLOUD-003256,AST-05425,AWS,Database,False,No MFA on Root Account,True,True,Medium,1,False,True,3.2
CLOUD-003257,AST-05427,AWS,Database,False,Open Security Group,True,True,Low,2,False,True,2.1
CLOUD-003258,AST-05428,GCP,Storage,True,None,True,True,High,0,False,False,5.4
CLOUD-003259,AST-05429,AWS,Compute,False,None,True,True,Medium,1,False,False,1.5
CLOUD-003260,AST-05432,GCP,Analytics,False,None,False,True,High,3,False,True,4.2
CLOUD-003261,AST-05436,Azure,Compute,False,Open Security Group,False,True,High,3,False,True,6.5
CLOUD-003262,AST-05437,GCP,Database,True,None,True,True,Low,3,False,False,3.5
CLOUD-003263,AST-05438,Azure,Analytics,False,Unrotated Access Keys,True,True,High,3,False,True,4.7
CLOUD-003264,AST-05439,GCP,DevOps,False,None,False,True,High,2,False,True,3.9
CLOUD-003265,AST-05440,AWS,Compute,True,Missing WAF,True,True,Low,4,False,True,5.7
CLOUD-003266,AST-05441,GCP,Storage,False,None,True,False,High,2,False,True,3.0
CLOUD-003267,AST-05442,Azure,Storage,False,None,False,True,Medium,2,False,True,2.9
CLOUD-003268,AST-05445,AWS,Database,False,None,True,True,Low,0,False,False,0
CLOUD-003269,AST-05446,Azure,Storage,False,Missing WAF,True,False,Medium,3,False,True,5.0
CLOUD-003270,AST-05447,Azure,Networking,False,No MFA on Root Account,True,True,Medium,0,True,True,4.1
CLOUD-003271,AST-05448,AWS,DevOps,False,None,True,True,High,3,False,False,3.1
CLOUD-003272,AST-05449,AWS,Container,False,None,True,False,Low,1,False,True,0.9
CLOUD-003273,AST-05450,AWS,Compute,False,None,True,False,High,2,False,True,2.9
CLOUD-003274,AST-05451,AWS,Database,False,None,True,True,Low,2,False,False,0
CLOUD-003275,AST-05453,Azure,Storage,False,None,True,True,High,0,False,False,2.2
CLOUD-003276,AST-05455,AWS,DevOps,False,None,True,True,High,0,False,False,1.5
CLOUD-003277,AST-05456,AWS,Database,False,None,False,False,Medium,2,False,True,4.0
CLOUD-003278,AST-05457,GCP,DevOps,False,None,False,False,High,1,False,True,4.3
CLOUD-003279,AST-05460,Azure,Analytics,False,None,True,True,Low,0,False,False,0.3
CLOUD-003280,AST-05461,Azure,ML,False,None,True,True,Medium,3,False,False,1.6
CLOUD-003281,AST-05463,Azure,Identity,False,None,False,True,High,1,False,True,3.4
CLOUD-003282,AST-05464,Azure,Compute,True,Open Security Group,True,True,High,4,False,True,7.5
CLOUD-003283,AST-05465,Azure,Database,False,Default VPC,True,True,High,0,False,True,3.7
CLOUD-003284,AST-05467,GCP,DevOps,True,None,False,True,Low,4,False,True,4.9
CLOUD-003285,AST-05468,Azure,Serverless,False,None,False,True,Low,3,True,True,3.6
CLOUD-003286,AST-05471,AWS,ML,False,None,True,True,Medium,1,True,False,2.3
CLOUD-003287,AST-05472,Azure,DevOps,False,None,True,True,High,3,False,False,2.9
CLOUD-003288,AST-05473,AWS,Container,False,None,False,True,Low,3,True,True,3.6
CLOUD-003289,AST-05474,AWS,Identity,False,None,True,True,Medium,2,False,False,1.2
CLOUD-003290,AST-05475,AWS,Database,False,Unencrypted Volume,False,True,High,2,False,True,6.3
CLOUD-003291,AST-05480,AWS,ML,True,None,True,False,Medium,2,False,True,5.1
CLOUD-003292,AST-05481,AWS,Serverless,False,None,True,False,Medium,0,True,True,3.5
CLOUD-003293,AST-05482,GCP,Analytics,False,None,True,True,Medium,0,True,False,3.0
CLOUD-003294,AST-05483,Azure,Identity,False,None,True,False,Low,1,False,True,0.7
CLOUD-003295,AST-05484,AWS,ML,True,None,True,False,Medium,7,False,True,6.2
CLOUD-003296,AST-05485,AWS,Serverless,False,Cross-Account Access,True,False,Medium,3,False,True,4.7
CLOUD-003297,AST-05487,AWS,Storage,False,None,True,True,High,1,True,False,3.3
CLOUD-003298,AST-05488,GCP,Compute,False,None,False,True,Medium,0,False,True,2.8
CLOUD-003299,AST-05490,AWS,Storage,False,No Versioning on Bucket,False,True,Medium,3,False,True,5.3
CLOUD-003300,AST-05492,Azure,Database,False,None,True,True,Medium,2,False,False,1.4
CLOUD-003301,AST-05493,Azure,Identity,False,No Versioning on Bucket,False,True,Medium,2,False,True,4.5
CLOUD-003302,AST-05494,AWS,Serverless,False,None,True,True,High,0,False,False,2.0
CLOUD-003303,AST-05495,Azure,Compute,False,None,True,True,High,3,False,False,2.9
CLOUD-003304,AST-05496,AWS,Identity,False,None,True,False,Medium,2,True,True,3.6
CLOUD-003305,AST-05497,GCP,Storage,False,None,False,False,High,3,False,True,4.6
CLOUD-003306,AST-05498,AWS,Identity,False,None,False,True,High,1,False,True,4.2
CLOUD-003307,AST-05500,AWS,Database,False,None,False,True,Medium,2,False,True,2.7
CLOUD-003308,AST-05501,Azure,Analytics,False,None,True,True,Medium,0,False,False,0.9
CLOUD-003309,AST-05503,Azure,Identity,True,None,True,True,Medium,8,False,False,5.3
CLOUD-003310,AST-05507,GCP,Database,False,None,True,False,High,3,False,True,3.1
CLOUD-003311,AST-05513,GCP,Storage,False,No MFA on Root Account,True,False,Medium,3,False,True,4.9
CLOUD-003312,AST-05514,AWS,Storage,False,None,True,True,High,0,False,False,2.2
CLOUD-003313,AST-05515,GCP,Database,False,Unrotated Access Keys,True,False,Low,3,False,True,3.4
CLOUD-003314,AST-05516,GCP,Networking,False,None,False,True,Medium,2,False,True,2.5
CLOUD-003315,AST-05519,AWS,Database,False,Exposed API Key,True,True,High,2,False,True,4.8
CLOUD-003316,AST-05520,GCP,Compute,False,None,True,True,High,1,False,False,2.2
CLOUD-003317,AST-05523,GCP,Serverless,False,Unrotated Access Keys,True,False,High,0,False,True,4.8
CLOUD-003318,AST-05524,GCP,Compute,False,None,True,False,High,0,False,True,3.4
CLOUD-003319,AST-05527,AWS,Analytics,False,Unencrypted Volume,False,False,Medium,1,False,True,5.3
CLOUD-003320,AST-05528,GCP,Storage,False,None,False,True,Low,2,False,True,1.7
CLOUD-003321,AST-05530,Azure,ML,False,None,False,True,Low,1,False,True,1.5
CLOUD-003322,AST-05531,AWS,Container,False,None,True,True,High,1,False,False,2.0
CLOUD-003323,AST-05532,GCP,Serverless,False,None,True,True,Low,3,False,False,1.0
CLOUD-003324,AST-05533,Azure,Identity,False,None,True,True,Low,0,False,False,0
CLOUD-003325,AST-05534,Azure,Compute,False,No MFA on Root Account,True,True,Medium,0,False,True,2.9
CLOUD-003326,AST-05535,GCP,Container,False,None,True,True,High,2,True,False,3.7
CLOUD-003327,AST-05536,GCP,Database,False,None,True,False,High,1,False,True,3.6
CLOUD-003328,AST-05537,GCP,Database,False,None,True,True,High,0,False,False,2.2
CLOUD-003329,AST-05539,Azure,Analytics,False,Exposed API Key,True,True,Low,2,False,True,2.3
CLOUD-003330,AST-05540,Azure,Compute,False,Exposed API Key,True,False,High,0,False,True,5.0
CLOUD-003331,AST-05542,Azure,Compute,False,None,False,True,Low,1,False,True,1.9
CLOUD-003332,AST-05545,Azure,DevOps,False,None,False,True,Low,3,False,True,1.9
CLOUD-003333,AST-05548,GCP,Database,False,No Network ACL,True,True,Medium,1,False,True,2.9
CLOUD-003334,AST-05549,Azure,Compute,False,Logging Disabled,True,True,High,0,False,True,4.4
CLOUD-003335,AST-05552,GCP,ML,False,None,True,True,Medium,3,False,False,1.2
CLOUD-003336,AST-05554,AWS,Analytics,True,Default VPC,True,True,High,5,False,True,7.5
CLOUD-003337,AST-05556,GCP,ML,False,Public RDS Instance,False,True,Low,2,True,True,5.4
CLOUD-003338,AST-05557,GCP,Serverless,False,None,True,True,Low,2,False,False,0.3
CLOUD-003339,AST-05558,GCP,Compute,False,None,False,False,Low,3,False,True,3.2
CLOUD-003340,AST-05559,GCP,Analytics,False,None,True,True,Medium,2,False,False,0.9
CLOUD-003341,AST-05560,Azure,Networking,False,Default VPC,True,False,Low,0,False,True,3.4
CLOUD-003342,AST-05562,AWS,Networking,False,None,True,True,Low,0,False,False,0.4
CLOUD-003343,AST-05563,GCP,Serverless,False,None,True,True,Low,1,True,False,1.3
CLOUD-003344,AST-05564,AWS,Analytics,False,Overly Permissive IAM Policy,True,False,High,2,False,True,5.8
CLOUD-003345,AST-05565,GCP,Compute,False,None,True,True,High,0,False,False,1.8
