impact_id,asset_id,business_unit_id,revenue_per_hour,downtime_cost_per_hour,customer_impact_cost,data_record_cost,regulatory_penalty_estimate,legal_cost_estimate,recovery_cost_estimate,reputation_impact_cost,productivity_loss_per_hour,maximum_tolerable_loss,estimated_total_impact
IMP-005295,AST-05295,BU-0124,199,248,27,10174,147045,100370,1808,230385,91,1459215,485587
IMP-005296,AST-05296,BU-0102,114,162,11,9498,37527,19030,2863,6604,61,340059,69923
IMP-005297,AST-05297,BU-0002,486237,615969,190884,24656,1031596,507998,10849688,19731624,186362,48504708,47095046
IMP-005298,AST-05298,BU-0066,87493,124418,19935,17364,2554118,985407,1888861,7668166,41274,5245324,16102519
IMP-005299,AST-05299,BU-0111,481973,697189,36797,8098,1919798,949785,6572196,33563941,160894,10744279,59775053
IMP-005300,AST-05300,BU-0060,115283,182167,14430,7709,1016297,587551,2706066,6997002,39248,10213170,15693354
IMP-005301,AST-05301,BU-0023,55457,78096,22471,22330,467074,233602,1333023,3310859,17727,8037284,7241333
IMP-005302,AST-05302,BU-0062,211442,306910,5564,22848,370473,113992,2445002,5997164,160071,9708912,16298035
IMP-005303,AST-05303,BU-0042,88777,134542,20614,15985,12798714,6450702,2604761,16463531,42430,86263232,41567330
IMP-005304,AST-05304,BU-0032,3561,5681,1526,5606,153601,86644,45918,624669,2700,5640217,1048702
IMP-005305,AST-05305,BU-0100,3443,4763,1677,24680,8179,2532,47807,140143,2151,139879,314650
IMP-005306,AST-05306,BU-0111,44181,69669,4633,16477,1209921,594455,430837,8224100,35161,12192704,12136002
IMP-005307,AST-05307,BU-0022,117251,173122,97565,10721,496524,317816,2621307,5562292,52177,11896948,13250432
IMP-005308,AST-05308,BU-0036,67580,130246,11393,4122,1845229,561568,2081072,3503631,42514,7305033,11128797
IMP-005309,AST-05309,BU-0119,53595,81179,19731,5029,1934996,847762,617337,10054028,22732,58428964,15422150
IMP-005310,AST-05310,BU-0048,41,59,16,20913,105444,56158,696,55728,15,1201202,219458
IMP-005311,AST-05311,BU-0017,12104,14597,5226,17695,471625,243653,258596,355417,9594,3536771,1684845
IMP-005312,AST-05312,BU-0087,853,1685,93,19161,4168,2593,9441,30610,387,236468,87345
IMP-005313,AST-05313,BU-0060,38735,71599,8669,23273,1500581,861341,1001711,2355532,17579,5144672,7446210
IMP-005314,AST-05314,BU-0023,95068,154581,21252,24293,370835,252798,1501053,2188733,55203,8831848,8044615
IMP-005315,AST-05315,BU-0124,2339,3522,980,14800,100376,67883,48493,99432,1040,718299,401692
IMP-005316,AST-05316,BU-0134,220365,421892,17145,17315,4408832,2084541,4555571,37880737,122937,16385887,59072234
IMP-005317,AST-05317,BU-0123,12393,18428,1936,17483,14145,6065,291204,468080,7923,1791906,1223702
IMP-005318,AST-05318,BU-0061,59947,79978,37284,12804,754220,422016,1554089,6342147,39881,11159224,11029228
IMP-005319,AST-05319,BU-0035,69951,125991,9704,16791,594374,211353,1816656,4025616,48162,10420978,9681487
IMP-005320,AST-05320,BU-0096,506258,911326,280507,17558,5103420,2452025,11503514,58918455,231094,101874202,100129745
IMP-005321,AST-05321,BU-0025,2535,3879,584,24125,186735,148914,73417,1890663,920,3201341,2393409
IMP-005322,AST-05322,BU-0150,2681,5196,111,19643,27116,15901,99704,366839,1967,328220,634375
IMP-005323,AST-05323,BU-0135,330548,460771,36985,24606,168437,59430,5307412,16101485,189933,38136838,32732253
IMP-005324,AST-05324,BU-0113,268097,346239,7319,18280,2848993,2177026,2500872,12968656,129863,38160589,28812602
IMP-005325,AST-05325,BU-0009,234,338,0,9764,900,666,5859,133672,173,3224159,149209
IMP-005326,AST-05326,BU-0115,234962,346342,151026,4497,6457435,4042967,5996156,21602771,137310,15176421,46562563
IMP-005327,AST-05327,BU-0092,105125,179755,30035,22874,2056618,785768,3430908,11891125,59547,105428897,22508574
IMP-005328,AST-05328,BU-0030,9434,15033,4423,12555,355651,234457,106119,2123862,6048,8738887,3185304
IMP-005329,AST-05329,BU-0076,821315,1594842,161470,14713,14045833,6129228,14032700,54107399,539265,167523449,126752838
IMP-005330,AST-05330,BU-0108,1312692,2185216,571127,21576,920976,465396,28903842,44987340,773478,51866347,128293865
IMP-005331,AST-05331,BU-0100,3384,6165,158,3718,5561,1936,48512,173794,1091,300927,377921
IMP-005332,AST-05332,BU-0131,47379,81904,3453,14228,412323,227099,832518,4742258,36558,27573403,8183347
IMP-005333,AST-05333,BU-0031,86736,143138,21510,14444,613925,249854,1726693,6499152,46103,9209440,12546446
IMP-005334,AST-05334,BU-0150,2901,3701,122,3667,30165,9993,54879,238008,1526,265770,421991
IMP-005335,AST-05335,BU-0036,5572,7754,1114,15026,1006517,769495,60481,113077,1732,7349300,2136780
IMP-005336,AST-05336,BU-0009,13881,20488,286,9761,478816,221444,314816,3427509,7754,870134,4934583
IMP-005337,AST-05337,BU-0137,5574,7322,2409,9885,995287,715422,65941,3879304,3767,71245435,5834091
IMP-005338,AST-05338,BU-0151,791,1344,562,16257,5656,2521,26249,174892,402,262932,242136
IMP-005339,AST-05339,BU-0017,69466,90101,19454,19718,1662087,944492,1731082,1938035,25461,7106766,8457574
IMP-005340,AST-05340,BU-0006,338,560,6,17148,11121,6389,6341,61630,141,2849445,98927
IMP-005341,AST-05341,BU-0138,318493,587823,44145,15036,7086525,3853430,10353806,35305702,251389,43406918,70751360
IMP-005342,AST-05342,BU-0085,12,15,1,16107,27644,14175,215,14699,9,249935,57094
IMP-005343,AST-05343,BU-0009,17352,22181,12225,22190,552457,421943,222726,950522,7852,2747706,2692217
IMP-005344,AST-05344,BU-0056,13307,22485,6310,21651,1201228,889878,303067,1768027,6836,3094468,4708150
IMP-005345,AST-05345,BU-0133,407676,776397,110789,24813,4322653,3203693,10585654,11105713,229228,18659737,47962030
IMP-005346,AST-05346,BU-0086,5121,6607,1862,20804,56306,41834,100553,157167,2456,402225,516290
IMP-005347,AST-05347,BU-0135,8264,10233,1892,10109,1613211,914313,171829,1615283,3867,47811180,4562120
IMP-005348,AST-05348,BU-0140,443786,540117,20856,11529,17346554,7306869,8744526,38634941,240017,129599564,85016554
IMP-005349,AST-05349,BU-0136,414041,742422,0,3867,3389012,2092609,4782219,41033814,242309,53154812,69115782
IMP-005350,AST-05350,BU-0127,57870,80866,11150,7706,545651,429004,406683,4297140,22095,5328730,7630412
IMP-005351,AST-05351,BU-0120,35219,48909,2635,6940,1852331,1266640,533108,10159735,23850,51641100,14988265
IMP-005352,AST-05352,BU-0092,885260,1598381,397639,14981,2513839,1559980,17043017,32632560,357044,69586881,92508179
IMP-005353,AST-05353,BU-0116,41345,79582,10847,8062,3337139,2562651,417040,11793666,22423,53808979,20031311
IMP-005354,AST-05354,BU-0006,16397,28444,7075,22672,131534,69888,158051,803247,12360,3507867,1852451
IMP-005355,AST-05355,BU-0083,74234,127153,7865,18507,11766399,7248001,1100042,2318031,52416,65142119,25492010
IMP-005356,AST-05356,BU-0105,746162,1196963,104014,13436,1454436,682449,11862014,72998599,539173,138619976,115828624
IMP-005357,AST-05357,BU-0107,198055,295754,81273,10814,13001495,8316145,5465449,17333263,98552,54013698,51295721
IMP-005358,AST-05358,BU-0029,76693,136244,28663,10273,890698,587784,2241355,3119851,29980,6452884,10138207
IMP-005359,AST-05359,BU-0089,365170,456286,225862,5729,2558971,1745195,7744639,57766025,208281,71681783,80991556
IMP-005360,AST-05360,BU-0085,4775,8071,1349,12148,64414,23943,118712,494989,2603,578631,897111
IMP-005361,AST-05361,BU-0112,144592,219403,85574,8468,2251515,853369,3400655,24284127,48292,41644310,36140912
IMP-005362,AST-05362,BU-0009,22123,40325,2995,9632,16844,13112,395018,1043781,8788,1127101,2439550
IMP-005363,AST-05363,BU-0027,4017,7585,881,5786,635754,421834,54518,338444,1352,8111190,1633471
IMP-005364,AST-05364,BU-0046,10385,20573,4361,7406,27803,11814,123970,252732,5198,1895775,914432
IMP-005365,AST-05365,BU-0066,123949,174977,37693,12422,166364,99555,3065624,9495195,62980,15012978,17063879
IMP-005366,AST-05366,BU-0133,297493,468815,20868,4051,5224400,2611935,3390786,41635071,163523,34021543,64134620
IMP-005367,AST-05367,BU-0057,14756,24770,7008,7970,1578544,816848,287942,1797800,5105,8582844,5082622
IMP-005368,AST-05368,BU-0066,2333,3518,599,16536,1078301,695751,20077,679265,1470,10974398,2558425
IMP-005369,AST-05369,BU-0004,465211,653409,103394,19045,18011890,6395199,7624219,47672921,143059,90687054,95489439
IMP-005370,AST-05370,BU-0127,4766,7457,899,14748,65856,33805,112030,387615,1565,4014496,779173
IMP-005371,AST-05371,BU-0039,48144,62144,11938,8301,9122752,6826343,946718,4371838,24962,114363525,22771045
IMP-005372,AST-05372,BU-0092,567120,1133511,532563,16944,296043,165581,15290544,52039507,341271,83157563,95528502
IMP-005373,AST-05373,BU-0128,65529,92208,0,24452,71967,49462,1175635,4402075,38191,7317886,7912131
IMP-005374,AST-05374,BU-0109,2095701,3003361,779212,7608,28154879,20093935,36641117,71635708,1120659,162249950,229385515
IMP-005375,AST-05375,BU-0002,972475,1777525,543783,9543,9433241,6556306,33772857,16859992,582816,100704984,109826779
IMP-005376,AST-05376,BU-0071,1679,2661,689,19272,319333,240834,22325,985207,1292,8105031,1632252
IMP-005377,AST-05377,BU-0049,410,504,11,4927,29759,15994,9430,94960,140,1810658,162250
IMP-005378,AST-05378,BU-0070,1291,2443,398,3770,191218,107241,47888,472283,607,6893484,877660
IMP-005379,AST-05379,BU-0128,4766,7008,1327,22274,148122,81922,95079,1355594,3070,6454868,1850236
IMP-005380,AST-05380,BU-0024,2092,3738,541,13580,627098,266109,65062,744761,1067,8859470,1793283
IMP-005381,AST-05381,BU-0071,77486,138157,34507,7181,317081,153137,1824017,2630675,35394,10271703,8275185
IMP-005382,AST-05382,BU-0107,9212,13052,9638,15606,31541249,22412419,241444,6730807,6962,173049654,61248805
IMP-005383,AST-05383,BU-0143,714989,1109605,151988,7511,4996780,2206938,17564274,97549155,444303,65149052,149099655
IMP-005384,AST-05384,BU-0118,326162,595475,24150,6097,10810096,7946625,9746817,18123859,234543,37523803,60942947
IMP-005385,AST-05385,BU-0017,12630,22946,7286,12131,741027,264354,210470,1568794,6180,4858928,3342635
IMP-005386,AST-05386,BU-0087,0,0,0,5650,10128,3246,0,22196,0,404170,35570
IMP-005387,AST-05387,BU-0117,335350,430585,97475,4920,3472028,1747561,6532470,33095409,148892,58526210,55278983
IMP-005388,AST-05388,BU-0016,947,1679,282,8155,209117,143259,32889,414035,702,6313763,839878
IMP-005389,AST-05389,BU-0036,59281,87767,8396,3610,1227279,465322,849291,7096345,44519,6881097,11753041
IMP-005390,AST-05390,BU-0088,4816,7381,5030,18017,4477,3399,114299,400865,3079,775047,705214
IMP-005391,AST-05391,BU-0027,548,796,69,15037,644435,235933,6044,737463,207,6505399,1643048
IMP-005392,AST-05392,BU-0035,185747,319552,32641,4551,846909,556163,1634279,3376448,99677,6648430,14115688
IMP-005393,AST-05393,BU-0057,56258,103196,7817,12375,269864,201211,1014039,4906717,42791,10531886,8876352
IMP-005394,AST-05394,BU-0139,788271,1105449,305698,13490,10830287,6711774,11729336,47341234,421864,75315492,103449105
IMP-005395,AST-05395,BU-0038,529247,977168,32793,11996,11784017,5005777,19369234,71695734,164835,138994156,131339587
IMP-005396,AST-05396,BU-0007,12753,19251,4227,5647,168466,134269,151918,1969639,8645,1806678,2890543
IMP-005397,AST-05397,BU-0102,3348,6390,1379,8840,52947,20070,47591,76315,1504,224460,351662
IMP-005398,AST-05398,BU-0031,2130,3188,586,12054,308501,152385,19394,451133,1064,7397252,1008511
IMP-005399,AST-05399,BU-0118,919,1587,221,20810,7054355,3870004,24674,893227,430,43396519,11880569
IMP-005400,AST-05400,BU-0054,54158,100625,10267,21033,1165548,750487,1296600,4094846,25787,12613400,9732748
IMP-005401,AST-05401,BU-0074,3229,4056,854,21114,406141,221578,64969,931744,1577,10719523,1722630
IMP-005402,AST-05402,BU-0087,914,1310,150,7416,50375,32442,19501,29468,668,648881,163376
IMP-005403,AST-05403,BU-0127,64678,105905,1414,15312,1235623,837334,1153765,4877055,26464,6173976,10646911
IMP-005404,AST-05404,BU-0113,8133,15981,74,13667,668334,318090,187083,1627018,4413,22837686,3184143
IMP-005405,AST-05405,BU-0032,12782,20756,407,20324,657497,386107,260818,1958285,5711,6474900,3761258
IMP-005406,AST-05406,BU-0136,318493,429255,101403,22818,11462562,9085268,8316633,69414032,169722,96083051,108682018
IMP-005407,AST-05407,BU-0128,59572,83147,9997,15206,182119,98442,956897,5399751,26715,1608661,8642734
IMP-005408,AST-05408,BU-0119,344538,478844,141158,23675,7158555,2985260,7570315,34345139,247327,22696200,63692683
IMP-005409,AST-05409,BU-0004,26020,41502,8865,21312,8498347,2708038,525313,879948,12231,92116083,13616559
IMP-005410,AST-05410,BU-0113,3916,5247,1259,23629,1108291,449889,45364,2321004,2096,30678752,4051735
IMP-005411,AST-05411,BU-0023,118836,214921,42753,17302,912877,390471,1256800,6095925,84714,5923155,13856930
IMP-005412,AST-05412,BU-0055,72417,87407,37539,19717,1768696,1171760,487414,5857178,35337,4231447,11420355
IMP-005413,AST-05413,BU-0105,981064,1653782,210586,16796,31381754,13826090,9216218,85677946,620132,143633418,180003362
IMP-005414,AST-05414,BU-0009,21689,36227,4091,9189,78580,62733,590942,3496933,12464,1120179,5102727
IMP-005415,AST-05415,BU-0121,13588,22762,5177,21616,227296,165652,347418,1166281,4710,1278814,2458112
IMP-005416,AST-05416,BU-0005,307512,475836,103201,21778,1217229,458574,4768485,11288188,236664,46437307,29255741
IMP-005417,AST-05417,BU-0015,57625,91486,9219,16922,117007,47627,612646,1776820,32589,2597313,4758983
IMP-005418,AST-05418,BU-0021,2218,3653,778,12875,693793,249749,62061,2209452,1734,10686114,3303505
IMP-005419,AST-05419,BU-0088,2195,4249,443,22401,15956,6929,49036,499390,1180,255117,673730
IMP-005420,AST-05420,BU-0128,49360,60025,9018,17231,328805,168201,824760,7360078,21733,7433708,10131462
IMP-005421,AST-05421,BU-0073,2325,4552,163,6888,3239582,1303405,60265,949189,700,12740077,5661852
IMP-005422,AST-05422,BU-0033,85364,110162,14057,12123,1207162,369304,1054045,8463440,58724,14051579,13751896
IMP-005423,AST-05423,BU-0086,5974,9340,2535,5174,22406,10546,176081,98318,4687,261260,534046
IMP-005424,AST-05424,BU-0050,21408,26417,5737,8121,175865,53650,171226,1298950,13214,856191,2339436
IMP-005425,AST-05425,BU-0121,16425,31627,1677,6844,29184,13570,226362,601949,6068,778350,1631790
IMP-005426,AST-05426,BU-0047,20497,28240,3131,6575,316084,182897,403244,204145,12233,1771094,1787261
IMP-005427,AST-05427,BU-0009,18653,32706,3924,4901,214348,83952,365241,3526483,12086,2158607,4978892
IMP-005428,AST-05428,BU-0061,71014,120012,20309,21923,1914366,983933,808947,8050124,53628,8927126,14657967
IMP-005429,AST-05429,BU-0042,28682,40421,15065,20947,7308230,2580161,293047,5902026,16331,93524120,17068633
IMP-005430,AST-05430,BU-0120,11485,22617,2372,19946,4962145,2134739,268690,2091867,7430,66142410,10002621
IMP-005431,AST-05431,BU-0079,173740,281963,23871,5848,14132175,10575320,5542934,34916458,108953,227950663,71957870
IMP-005432,AST-05432,BU-0024,5070,7010,368,13908,665167,290372,132352,2321491,2399,4145655,3577990
IMP-005433,AST-05433,BU-0151,74,134,16,11259,15997,10922,2356,19475,24,122712,51982
IMP-005434,AST-05434,BU-0112,144592,175448,55336,13486,2550562,1402896,890189,18990423,100630,32897784,28100158
IMP-005435,AST-05435,BU-0044,369,590,60,9773,263650,150567,3479,86976,175,1407767,518892
IMP-005436,AST-05436,BU-0084,4389,8286,876,19726,44647,24083,53105,61499,2254,324831,383074
IMP-005437,AST-05437,BU-0144,164365,199989,0,3169,15981297,8639889,2597401,27366546,120405,156808110,59384869
IMP-005438,AST-05438,BU-0024,380,675,25,11135,1711269,523494,10793,467234,257,9355018,2729015
IMP-005439,AST-05439,BU-0086,224,318,56,5650,26762,13820,3429,26425,137,294896,78124
IMP-005440,AST-05440,BU-0084,4084,6104,956,14951,15941,4897,110617,505978,3141,191941,784885
IMP-005441,AST-05441,BU-0022,79858,124010,15235,16596,559303,315668,1344826,2422677,61788,11984922,7633949
IMP-005442,AST-05442,BU-0042,116093,219878,19020,19851,5364279,3692166,1116561,15013523,66620,82377483,30482621
IMP-005443,AST-05443,BU-0063,61245,74741,10309,18651,1080442,663735,1197943,12197740,34751,9090197,16943953
IMP-005444,AST-05444,BU-0084,5730,8254,2287,24972,35815,15721,72680,101384,2227,200981,425983
IMP-005445,AST-05445,BU-0128,72337,125641,50559,15153,17161,8448,1640087,4830801,55076,3461078,9562440
IMP-005446,AST-05446,BU-0142,1134121,1604140,845518,6745,30947054,20966342,14321475,94188844,766699,86435734,199768593
IMP-005447,AST-05447,BU-0097,368,519,69,15903,2231,1466,3612,28680,292,505810,48514
IMP-005448,AST-05448,BU-0060,124505,209547,41064,21005,510847,384863,2948314,10614007,93029,11599770,19528223
IMP-005449,AST-05449,BU-0143,657461,990607,220676,18565,27689180,13503007,18839795,75542596,458423,67716011,159569822
IMP-005450,AST-05450,BU-0127,16850,28766,4966,9169,222861,109694,498733,1378440,9148,6982510,2905078
IMP-005451,AST-05451,BU-0024,83977,157456,11285,13920,258375,183074,1014149,3536882,50917,5472574,8782709
IMP-005452,AST-05452,BU-0110,1496929,2347736,235861,17692,9140088,5339577,43259091,28180270,920188,41310489,142500551
IMP-005453,AST-05453,BU-0042,389253,606386,49059,23119,16650454,8842810,4797668,81041596,190712,55495657,125934851
IMP-005454,AST-05454,BU-0015,2526,3244,579,8909,973318,600347,42617,235471,1637,3726123,1930188
IMP-005455,AST-05455,BU-0018,11091,17098,1604,17455,273402,107604,187888,1516754,7751,13655371,2497604
IMP-005456,AST-05456,BU-0056,31566,62319,3451,5448,1054116,729742,1135828,5108685,19228,3631432,9527478
IMP-005457,AST-05457,BU-0129,317326,572601,24262,3556,2221850,1507221,7898092,4697403,248126,34851306,30091252
IMP-005458,AST-05458,BU-0105,1215967,2194613,461731,6890,2403489,1226812,40307730,88417298,653003,64041144,185487772
IMP-005459,AST-05459,BU-0124,100,152,11,13497,27630,10054,1290,412004,73,1717749,454637
IMP-005460,AST-05460,BU-0143,44379,74063,4752,18105,1639451,544602,718943,4067967,33008,153987321,8753227
IMP-005461,AST-05461,BU-0095,1148072,1563046,191003,9133,21302590,12579372,13188569,71634560,743443,103495980,156409198
IMP-005462,AST-05462,BU-0150,3428,6744,919,10709,18587,9761,78039,42772,2289,171787,311934
IMP-005463,AST-05463,BU-0124,4629,6495,1645,4246,138516,42933,101151,1046498,2033,2079615,1486623
IMP-005464,AST-05464,BU-0048,774,1012,69,7221,48748,34946,9154,279060,439,1684907,396265
IMP-005465,AST-05465,BU-0018,8239,10624,785,11052,415338,187170,96709,1648154,2688,7320270,2603132
IMP-005466,AST-05466,BU-0111,436788,636062,27116,15342,2731652,1832959,6103184,26086051,181697,40321772,52046450
IMP-005467,AST-05467,BU-0099,3918,5734,117,18732,62599,23136,70340,322688,2593,127522,616496
IMP-005468,AST-05468,BU-0114,14058,17578,10088,22312,2174069,1118315,202048,7594623,10936,39024901,11521015
IMP-005469,AST-05469,BU-0102,2564,3486,3181,5344,10843,4703,43673,147660,2001,506630,293724
IMP-005470,AST-05470,BU-0147,79,119,11,3580,9805,3321,1095,8410,33,336388,25498
IMP-005471,AST-05471,BU-0008,23164,40432,8238,3315,101379,78362,326876,1548761,14196,2715244,3033984
IMP-005472,AST-05472,BU-0002,1287872,2108059,611923,12203,1135628,484041,27683914,113959417,615133,90213381,194468339
IMP-005473,AST-05473,BU-0087,3048,6026,590,3804,83917,65038,62182,469921,2122,669573,826272
IMP-005474,AST-05474,BU-0021,10774,15751,3351,21331,1726396,569875,246506,2718669,7391,11523080,5642821
IMP-005475,AST-05475,BU-0119,215910,285304,38154,17999,282275,134838,2798767,21945228,145795,13588749,32046558
IMP-005476,AST-05476,BU-0120,19753,28577,4640,7768,418672,161789,530270,1095013,7935,59688311,2896232
IMP-005477,AST-05477,BU-0005,128787,247927,19117,10053,2448759,1825402,2589177,7559785,56799,84066861,20392488
IMP-005478,AST-05478,BU-0076,242183,408268,47861,22767,4474785,1672534,5213442,42733512,134976,163830157,63940566
IMP-005479,AST-05479,BU-0147,3868,5360,93,12153,12230,4748,28025,72038,1453,262665,245774
IMP-005480,AST-05480,BU-0017,12104,18003,149,5654,141297,67731,141435,451259,5913,3691185,1233943
IMP-005481,AST-05481,BU-0082,742342,891836,0,20994,28987698,15073136,8820902,34346914,549250,72018955,108632714
IMP-005482,AST-05482,BU-0076,900288,1150878,231018,8055,6345860,3673632,16488994,109968355,288176,52414493,164328931
IMP-005483,AST-05483,BU-0087,244,486,16,17929,48212,36257,5944,106093,126,745647,208186
IMP-005484,AST-05484,BU-0117,326162,592571,114180,17759,6966574,5152362,6598087,11331244,251725,65702300,44384151
IMP-005485,AST-05485,BU-0051,75202,112942,5961,22699,311996,239832,1509045,6009407,55559,7274872,10786849
IMP-005486,AST-05486,BU-0137,1234161,1927203,691461,6145,4409628,1698659,14528355,13425393,812406,71018571,81006368
IMP-005487,AST-05487,BU-0092,680544,1064219,267623,17094,13810543,4773249,12223026,34660512,542686,70632240,91276209
IMP-005488,AST-05488,BU-0024,4753,7191,972,18136,85723,52760,126297,299339,3596,5858249,737675
IMP-005489,AST-05489,BU-0058,13834,17329,5019,23534,365554,129911,341559,876879,5126,5293115,2134818
IMP-005490,AST-05490,BU-0148,79,156,23,7724,59847,37599,2508,33597,24,321196,137318
IMP-005491,AST-05491,BU-0057,2121,3344,236,6814,65675,47109,48578,571527,1079,11962297,813381
IMP-005492,AST-05492,BU-0051,54158,96058,28949,7249,1110940,864323,665100,10660752,34410,3333555,15635456
IMP-005493,AST-05493,BU-0040,34145,63458,3765,17816,9942285,4853322,552588,5868734,19049,48257737,22743686
IMP-005494,AST-05494,BU-0122,269,455,42,4767,24866,10050,6183,45026,81,835898,97087
IMP-005495,AST-05495,BU-0044,82,116,32,11056,82149,49756,671,30843,60,1874963,166235
IMP-005496,AST-05496,BU-0088,2134,2570,2306,11511,18895,10964,35372,152534,834,480366,281751
IMP-005497,AST-05497,BU-0027,0,0,0,12297,764329,434837,0,360503,0,4184354,1559669
IMP-005498,AST-05498,BU-0090,1244897,1562011,364270,11075,1844870,1338019,17809098,67788043,696248,30652343,126632564
IMP-005499,AST-05499,BU-0011,2289,3376,106,18475,642710,371712,31901,370984,1737,7788675,1498437
IMP-005500,AST-05500,BU-0092,680544,1210464,148498,3769,749073,225169,17833636,47595163,210278,59782516,95602675
IMP-005501,AST-05501,BU-0144,1183430,1875941,119435,17614,2742461,2013374,11188493,75215169,478720,161294380,136301516
IMP-005502,AST-05502,BU-0030,6391,7868,4479,23366,17809,5979,40581,2308421,3739,2876456,2566101
IMP-005503,AST-05503,BU-0042,696558,1131454,156124,10223,16065832,8945428,19045391,81346910,338945,140049208,152714581
IMP-005504,AST-05504,BU-0052,5880,11276,1333,12319,865594,619813,200478,413225,2255,6162316,2371067
IMP-005505,AST-05505,BU-0089,1369387,1743930,579913,14473,12013352,5193701,12416476,97870828,930844,113753700,169928590
IMP-005506,AST-05506,BU-0146,1931292,3232722,550605,16117,935207,696318,23801577,59387041,1501961,99401062,162956076
IMP-005507,AST-05507,BU-0040,573636,947593,87611,12385,2160900,1356209,17200292,49693851,249304,100809065,93241095
IMP-005508,AST-05508,BU-0041,17072,28012,20340,10636,9586522,3405210,494309,12925618,11823,54715697,27104287
IMP-005509,AST-05509,BU-0114,183752,303136,48084,16434,1380560,598443,2586730,12472082,131820,9182363,24361163
IMP-005510,AST-05510,BU-0051,7118,9199,1748,6557,668654,223439,49486,887012,3810,11758100,2051115
IMP-005511,AST-05511,BU-0068,1944,2884,89,11859,799862,559710,26656,3651709,1436,19945583,5107242
IMP-005512,AST-05512,BU-0001,47310,88210,12894,4195,8715540,4698488,1188446,5833896,28551,39488600,22566304
IMP-005513,AST-05513,BU-0003,307512,601315,61468,15731,318064,202387,11735924,20150361,181014,85484120,46899764
IMP-005514,AST-05514,BU-0050,8745,14776,3035,19369,74647,56790,94840,434500,2906,944634,1018436
IMP-005515,AST-05515,BU-0117,47470,64198,1453,16728,8414640,3989882,1235301,9322152,20325,38607273,24504180
IMP-005516,AST-05516,BU-0015,1579,1987,271,20709,562228,358023,28077,77588,1121,5006299,1073875
IMP-005517,AST-05517,BU-0143,1109466,1853749,44749,12460,15480305,10247554,28817280,48763266,735456,149323035,147843130
IMP-005518,AST-05518,BU-0006,15356,20352,2225,12946,467602,340063,364654,679182,6093,2536756,2342174
IMP-005519,AST-05519,BU-0017,2368,3346,945,7532,170436,103386,27695,1373848,1316,9447867,1756614
IMP-005520,AST-05520,BU-0139,71661,141726,35362,8886,1755979,1241755,1800364,6118135,27395,105802492,14353019
IMP-005521,AST-05521,BU-0061,34124,48334,3694,4390,784384,384505,919245,4070512,20151,12174871,7322356
IMP-005522,AST-05522,BU-0102,175,236,57,6918,6931,2981,1786,29551,78,364192,46970
IMP-005523,AST-05523,BU-0099,100,139,39,9529,26543,11249,956,26605,60,162682,68728
IMP-005524,AST-05524,BU-0117,399664,515774,46648,11513,11734372,8920742,7757936,24184818,301010,23041135,65023092
IMP-005525,AST-05525,BU-0118,431821,651923,148830,3852,756112,291641,3445298,32284941,209280,24160414,52572974
IMP-005526,AST-05526,BU-0040,338035,559422,38110,8964,18972410,14563768,4901658,34041499,241641,87892264,85943573
IMP-005527,AST-05527,BU-0066,10208,19524,1273,10511,1660470,670765,325837,2883467,4853,8707570,6010388
IMP-005528,AST-05528,BU-0111,436788,867459,54189,4789,786924,550378,7476159,32179283,308879,32867721,61865949
IMP-005529,AST-05529,BU-0002,512521,843193,108643,15450,12252104,3706505,14208850,22689453,227801,52660441,73202187
IMP-005530,AST-05530,BU-0045,15259,18704,196,8666,173396,132770,184765,1492431,11394,1541781,2432454
IMP-005531,AST-05531,BU-0078,489630,684933,121480,19533,11709831,6599884,13524601,70915592,302387,182279178,119309780
IMP-005532,AST-05532,BU-0042,136580,247714,30517,19809,3356086,1247734,1862005,12191579,72887,80159410,24633057
IMP-005533,AST-05533,BU-0081,194799,313958,127501,12893,5680583,2114676,2391865,10036856,138647,192315865,27886473
IMP-005534,AST-05534,BU-0082,1089822,1836419,292898,20216,28078960,17233991,34962643,121257434,516751,60349670,245899982
IMP-005535,AST-05535,BU-0152,2558,3350,1376,3739,2882,1679,55680,141526,1927,279409,283543
IMP-005536,AST-05536,BU-0135,1322,2061,386,19019,2274561,1767940,27294,864808,970,41947677,4984453
IMP-005537,AST-05537,BU-0139,2389,4180,485,23382,1128432,646112,27820,3558099,1002,108411339,5461268
IMP-005538,AST-05538,BU-0046,410,816,71,17787,6161,3407,13579,25510,203,1391468,68312
IMP-005539,AST-05539,BU-0037,97221,135545,43770,22376,646295,454071,1212598,4400578,45610,10409511,10010392
IMP-005540,AST-05540,BU-0058,3781,6014,75,24839,0,0,119520,262228,1708,9772248,526159
IMP-005541,AST-05541,BU-0124,4927,7936,491,8322,270327,118895,109046,1242864,2729,949751,1932087
IMP-005542,AST-05542,BU-0120,353725,621900,321160,15728,3310241,2094397,5845030,24574165,230283,46077371,51070593
IMP-005543,AST-05543,BU-0150,1767,2217,846,10361,8160,5258,26263,80724,593,227789,174459
IMP-005544,AST-05544,BU-0026,80650,118434,6378,16708,76339,46862,1566745,5576705,58042,4365525,10115445
IMP-005545,AST-05545,BU-0117,220504,331388,83229,14737,2822551,1986760,1934093,6253748,108728,14750660,21033693
IMP-005546,AST-05546,BU-0052,10522,13120,798,7010,169579,120763,214890,1725087,4488,6420475,2545997
