incident_id,organization_id,asset_id,business_unit_id,threat_id,incident_type,attack_vector,detection_time,response_time,resolution_time,downtime_hours,data_records_affected,incident_severity,direct_financial_loss,recovery_cost,legal_cost,regulatory_penalty,customer_compensation,reputation_loss,total_financial_loss,control_failure,incident_resolved
INC-007969,ORG-005,AST-04719,BU-0029,THREAT-03533,Data Breach,Supply Chain,638,36,75,39,460279,High,75599,49507,17880,55178,128560844,81059,128840067,Phishing Click,True
INC-007970,ORG-006,AST-07323,BU-0033,THREAT-00297,Supply Chain Attack,Web Application,628,47,109,157,8175,Low,162778,130859,115188,100753,1941792,121677,2573047,MFA Bypass,True
INC-007971,ORG-013,AST-03933,BU-0083,THREAT-00959,Insider Threat,Social Engineering,57,34,48,93,96203,Medium,2948350,3566219,2624361,2007641,28317366,2548319,42012256,Unpatched Vulnerability,True
INC-007972,ORG-016,AST-05627,BU-0098,THREAT-01800,Supply Chain Attack,Remote Desktop,16,9,21,13,92128,Low,4766,3338,1714,834,29618178,1249,29630079,Phishing Click,False
INC-007973,ORG-005,AST-06189,BU-0030,THREAT-03046,Phishing,Email,112,46,144,98,36592,High,747297,284459,262135,64084,15464619,555059,17377654,EDR Evasion,True
INC-007974,ORG-013,AST-02235,BU-0081,THREAT-02310,Insider Threat,Remote Desktop,314,48,79,41,35394,Medium,5245225,3403068,2268795,2038172,3878811,3463806,20297878,MFA Bypass,False
INC-007975,ORG-003,AST-07951,BU-0015,THREAT-01032,Data Breach,Web Application,412,28,67,41,2298757,Medium,187172,117804,42980,264350,142940740,77496,143630542,None,False
INC-007976,ORG-023,AST-03945,BU-0138,THREAT-03365,Ransomware,Brute Force,133,1,25,127,151918,Low,1053100,698500,226468,419362,39614665,251839,42263933,Unpatched Vulnerability,True
INC-007977,ORG-017,AST-04064,BU-0106,THREAT-02976,Cloud Breach,USB,491,25,152,132,8497,Low,2524494,2613196,528425,1023868,1423050,2677947,10790980,MFA Bypass,False
INC-007978,ORG-012,AST-01233,BU-0073,THREAT-03912,Phishing,Web Application,127,41,89,157,45993,Critical,192041,184348,97745,85336,16497682,113293,17170446,Unpatched Vulnerability,False
INC-007979,ORG-013,AST-02280,BU-0079,THREAT-03733,DDoS,Social Engineering,129,10,26,21,0,High,20707648,7878247,3650209,0,0,12832325,45068429,Phishing Click,True
INC-007980,ORG-013,AST-04014,BU-0083,THREAT-03958,Malware,Email,541,48,102,95,94693,Medium,4884971,3214553,1213955,20947,15769341,4515924,29619691,None,False
INC-007981,ORG-024,AST-09315,BU-0144,THREAT-02245,Phishing,Insider,260,13,105,113,4870,Medium,1981012,1314160,356342,621814,1192678,788569,6254575,Unpatched Vulnerability,False
INC-007982,ORG-005,AST-07811,BU-0029,THREAT-04726,Cloud Breach,Remote Desktop,320,39,100,149,80273,Medium,455971,266715,227089,4581,25843755,399831,27197942,Cloud Misconfiguration,True
INC-007983,ORG-006,AST-04607,BU-0036,THREAT-00563,Phishing,VPN,641,11,69,142,41058,High,625846,684251,314617,397589,14725221,727147,17474671,MFA Bypass,False
INC-007984,ORG-004,AST-01659,BU-0019,THREAT-03919,Insider Threat,Social Engineering,130,19,48,37,27407,High,819887,179951,246698,67062,6697170,281936,8292704,Phishing Click,True
INC-007985,ORG-021,AST-00949,BU-0128,THREAT-02686,Ransomware,Remote Desktop,314,11,59,92,111430,Low,54464,66786,29243,1516,54243920,44626,54440554,MFA Bypass,True
INC-007986,ORG-014,AST-01171,BU-0086,THREAT-01067,Account Takeover,VPN,34,15,134,152,45127,Medium,29835,27971,18820,19059,17135419,41056,17272159,MFA Bypass,True
INC-007987,ORG-012,AST-00782,BU-0075,THREAT-00766,Phishing,Email,502,36,39,4,92665,Low,121735,125471,34796,50442,16889785,110330,17332559,EDR Evasion,True
INC-007988,ORG-011,AST-04702,BU-0065,THREAT-02330,Cloud Breach,Web Application,566,38,81,137,32034,Medium,410800,129398,124668,184088,3942501,229442,5020896,Unpatched Vulnerability,True
INC-007989,ORG-017,AST-01403,BU-0110,THREAT-00264,Malware,Brute Force,382,3,97,134,44124,Critical,25615163,15322655,8303038,15940255,6621018,32190203,103992332,EDR Evasion,False
INC-007990,ORG-007,AST-05507,BU-0040,THREAT-01122,Data Breach,Social Engineering,450,8,27,43,1124460,Low,830028,552498,355832,1198059,307531676,530256,310998348,Phishing Click,True
INC-007991,ORG-003,AST-03280,BU-0012,THREAT-00409,Phishing,Insider,591,20,78,58,35235,Medium,292259,214898,79078,117975,10254214,95090,11053514,Firewall Misconfiguration,True
INC-007992,ORG-014,AST-04839,BU-0088,THREAT-01433,Data Breach,Brute Force,387,2,3,8,4237324,Low,5667,3255,1911,7463,1284503370,5417,1284527083,Weak Password,True
INC-007993,ORG-010,AST-06655,BU-0058,THREAT-04983,Phishing,Supply Chain,390,25,67,87,81522,Medium,153392,59194,47256,36408,18666671,102882,19065804,Phishing Click,False
INC-007994,ORG-011,AST-01206,BU-0067,THREAT-02060,Account Takeover,Email,9,4,12,52,42343,Medium,302641,112701,81331,35738,6320811,74777,6927998,None,True
INC-007995,ORG-012,AST-05082,BU-0071,THREAT-04698,Insider Threat,USB,329,1,79,107,6646,Medium,290872,345222,190268,84854,2295036,400904,3607155,Phishing Click,False
INC-007996,ORG-024,AST-00631,BU-0140,THREAT-04569,DDoS,Social Engineering,643,40,44,22,0,Low,1863383,555648,953468,0,0,2299864,5672363,Phishing Click,True
INC-007997,ORG-008,AST-08779,BU-0050,THREAT-01716,Supply Chain Attack,Insider,410,4,17,75,19531,High,112549,117957,52235,20751,1464269,117655,1885417,EDR Evasion,False
INC-007998,ORG-005,AST-09029,BU-0027,THREAT-01168,Data Breach,VPN,165,42,46,6,4575653,Low,94489,49024,27183,59054,1961769182,51281,1962050212,Firewall Misconfiguration,True
INC-007999,ORG-021,AST-02214,BU-0126,THREAT-01817,Cloud Breach,Brute Force,382,1,9,15,71582,Medium,328139,133353,55984,70982,24097034,155625,24841117,None,True
INC-008000,ORG-020,AST-02444,BU-0122,THREAT-02309,Ransomware,Supply Chain,537,47,217,380,131486,Medium,7961,10725,2481,4678,48448739,4865,48479449,EDR Evasion,True
INC-008001,ORG-010,AST-07009,BU-0061,THREAT-01662,Cloud Breach,VPN,648,21,125,156,16945,Medium,187636,176150,117372,66023,5931286,166445,6644913,Phishing Click,True
INC-008002,ORG-012,AST-04614,BU-0070,THREAT-01145,Supply Chain Attack,Insider,508,11,52,122,75496,Medium,904778,394586,315784,3000,16735540,540075,18893763,MFA Bypass,True
INC-008003,ORG-025,AST-07853,BU-0148,THREAT-03397,Malware,Cloud Misconfiguration,479,16,91,96,59795,Low,1379,1419,415,494,3126757,1434,3131898,Cloud Misconfiguration,True
INC-008004,ORG-003,AST-09274,BU-0013,THREAT-00887,Malware,Web Application,132,23,33,46,45061,Medium,278377,104624,39188,101395,18538624,156518,19218726,Cloud Misconfiguration,False
INC-008005,ORG-020,AST-04365,BU-0122,THREAT-02562,DDoS,Insider,14,23,69,64,0,Low,8811,6486,5365,0,0,14546,35208,None,True
INC-008006,ORG-025,AST-04060,BU-0148,THREAT-02789,Cloud Breach,VPN,206,32,53,37,10786,Medium,5667,1746,1465,1420,4474815,2982,4488096,Cloud Misconfiguration,False
INC-008007,ORG-006,AST-04498,BU-0036,THREAT-01156,Cloud Breach,Supply Chain,625,41,130,94,43549,High,999183,321119,241235,100731,10272714,389471,12324454,Unpatched Vulnerability,True
INC-008008,ORG-016,AST-00083,BU-0101,THREAT-04514,Account Takeover,USB,88,29,92,67,65393,High,2933,3250,941,1542,26230504,2075,26241246,Phishing Click,True
INC-008009,ORG-002,AST-01066,BU-0009,THREAT-04997,Supply Chain Attack,VPN,249,2,97,167,22977,Low,57704,48401,25444,15623,6616760,36633,6800565,Firewall Misconfiguration,True
INC-008010,ORG-020,AST-07962,BU-0124,THREAT-04640,Malware,Email,159,15,22,36,74579,Low,18783,16045,2239,963,33164604,12691,33215325,Phishing Click,True
INC-008011,ORG-007,AST-06209,BU-0041,THREAT-04387,Insider Threat,Brute Force,186,30,81,94,3909,High,3189715,1036177,1091742,968657,1248460,2676968,10211719,None,True
INC-008012,ORG-004,AST-06578,BU-0022,THREAT-03623,Supply Chain Attack,Supply Chain,706,42,124,97,62538,Medium,267594,179314,61725,111584,20832860,93320,21546397,None,False
INC-008013,ORG-004,AST-04393,BU-0024,THREAT-00974,Phishing,Cloud Misconfiguration,277,48,53,8,7041,Low,12015,10512,4575,2382,705687,11597,746767,None,True
INC-008014,ORG-001,AST-06971,BU-0003,THREAT-01446,Cloud Breach,Social Engineering,596,37,77,53,54724,Low,80556,120655,20499,45424,16297232,120471,16684837,Weak Password,True
INC-008015,ORG-017,AST-05709,BU-0109,THREAT-04538,DDoS,Email,440,39,72,42,0,Low,3261205,526589,1471067,0,0,2891976,8150836,None,True
INC-008016,ORG-014,AST-05180,BU-0087,THREAT-00794,Malware,Social Engineering,484,41,43,3,89136,Low,6889,4575,2431,2654,23127929,4801,23149280,MFA Bypass,True
INC-008017,ORG-015,AST-02260,BU-0094,THREAT-04461,Supply Chain Attack,USB,470,15,63,86,61462,Medium,7255854,5495770,2359616,2135045,22943324,3166655,43356264,Weak Password,True
INC-008018,ORG-021,AST-08625,BU-0126,THREAT-03530,Malware,Remote Desktop,425,37,82,140,36793,Low,50970,27687,29034,801,2011790,34237,2154518,Cloud Misconfiguration,True
INC-008019,ORG-014,AST-01687,BU-0087,THREAT-01768,Cloud Breach,Web Application,90,24,68,44,81060,Low,608,650,223,52,10701309,933,10703775,Weak Password,False
INC-008020,ORG-008,AST-05888,BU-0045,THREAT-02185,Ransomware,Email,164,47,285,712,228510,Critical,161244,371014,90925,181294,30505976,259037,31569490,EDR Evasion,True
INC-008021,ORG-008,AST-06010,BU-0048,THREAT-02391,Cloud Breach,Remote Desktop,677,48,99,57,45213,High,61243,57346,38710,16423,10381311,36088,10591121,Phishing Click,False
INC-008022,ORG-004,AST-07290,BU-0020,THREAT-03558,Account Takeover,Social Engineering,413,14,99,93,67815,Low,131096,100971,23691,34433,32736751,81823,33108763,Weak Password,True
INC-008023,ORG-006,AST-08078,BU-0037,THREAT-02898,Account Takeover,Social Engineering,509,3,69,82,90554,Medium,182624,146981,64671,38516,18925415,172834,19531041,Cloud Misconfiguration,True
INC-008024,ORG-013,AST-07248,BU-0076,THREAT-00378,Phishing,Insider,527,46,55,126,27084,Low,943067,569518,330061,156106,2998307,630562,5627621,EDR Evasion,False
INC-008025,ORG-023,AST-01248,BU-0136,THREAT-03622,Data Breach,Web Application,648,45,49,26,1235645,Medium,1570153,1189631,1122702,1213246,296030182,1239955,302365870,EDR Evasion,False
INC-008026,ORG-019,AST-05399,BU-0118,THREAT-03292,Data Breach,Brute Force,62,1,19,20,240301,Low,61433,44172,29915,43849,84368008,28514,84575892,Unpatched Vulnerability,True
INC-008027,ORG-020,AST-04339,BU-0121,THREAT-01621,Ransomware,Remote Desktop,655,1,29,34,54763,High,191001,291637,51405,151323,13853273,159711,14698349,Cloud Misconfiguration,True
INC-008028,ORG-005,AST-04146,BU-0026,THREAT-02910,Malware,USB,146,21,57,163,11836,Low,112542,52797,22365,34295,3899428,26989,4148417,Firewall Misconfiguration,False
INC-008029,ORG-011,AST-09300,BU-0068,THREAT-03841,Phishing,Social Engineering,483,25,37,56,56598,Medium,299730,195936,124296,75961,14813072,206285,15715280,Unpatched Vulnerability,True
INC-008030,ORG-012,AST-05797,BU-0069,THREAT-00347,Phishing,Supply Chain,708,46,48,91,23448,Medium,1077842,283046,437627,189665,1337666,557591,3883438,Cloud Misconfiguration,True
INC-008031,ORG-012,AST-06436,BU-0074,THREAT-02540,Account Takeover,Insider,92,15,35,51,37003,Medium,560155,312907,199155,183210,8888046,214414,10357887,MFA Bypass,True
INC-008032,ORG-025,AST-05819,BU-0147,THREAT-01315,Data Breach,Insider,180,35,38,34,3238458,Low,3540,2198,1426,990,1131638870,2456,1131649479,MFA Bypass,True
INC-008033,ORG-012,AST-02227,BU-0069,THREAT-02887,Ransomware,VPN,358,34,362,484,19669,Low,341090,266138,120613,44335,7119349,117262,8008788,Phishing Click,True
INC-008034,ORG-024,AST-03553,BU-0145,THREAT-03331,Ransomware,Supply Chain,185,44,462,587,333653,Low,461646,623979,351572,13462,84588692,364721,86404071,EDR Evasion,True
INC-008035,ORG-006,AST-07213,BU-0034,THREAT-04920,Phishing,Social Engineering,350,16,41,75,52764,Low,171789,128726,108225,89759,24829946,110883,25439328,Cloud Misconfiguration,True
INC-008036,ORG-007,AST-07981,BU-0038,THREAT-01213,Phishing,Supply Chain,239,47,59,18,44248,Medium,4655614,5748815,1840093,2061140,2901749,2838042,20045453,Weak Password,True
INC-008037,ORG-013,AST-05199,BU-0077,THREAT-00921,DDoS,Supply Chain,40,37,57,25,0,Low,3989838,544071,1653036,0,0,2492208,8679153,None,True
INC-008038,ORG-024,AST-08962,BU-0146,THREAT-04852,Supply Chain Attack,Insider,400,40,171,159,28280,Medium,5090893,1140408,1692213,1675716,9578265,2341696,21519191,Unpatched Vulnerability,True
INC-008039,ORG-019,AST-04215,BU-0120,THREAT-01654,Insider Threat,Email,65,1,21,91,66733,Low,341513,468557,258588,25986,12190000,312772,13597415,Weak Password,True
INC-008040,ORG-018,AST-03472,BU-0113,THREAT-01077,Cloud Breach,VPN,167,46,116,80,79602,Low,59236,21544,19173,1169,7847056,25258,7973436,Weak Password,True
INC-008041,ORG-001,AST-06630,BU-0004,THREAT-00851,Malware,Cloud Misconfiguration,513,44,175,134,28373,High,894625,332833,264999,269704,5385241,800542,7947944,EDR Evasion,False
INC-008042,ORG-010,AST-05745,BU-0060,THREAT-01767,Data Breach,Social Engineering,603,6,14,34,4930918,Medium,162299,196912,43993,285330,1472340301,144765,1473173600,EDR Evasion,True
INC-008043,ORG-020,AST-01152,BU-0123,THREAT-04476,Cloud Breach,Remote Desktop,112,10,37,143,8085,Medium,29865,48174,9677,14048,2688085,33071,2822920,Cloud Misconfiguration,False
INC-008044,ORG-018,AST-06983,BU-0112,THREAT-04228,Phishing,VPN,64,43,50,143,67613,Low,142397,162979,86630,70927,23304289,115218,23882439,None,True
INC-008045,ORG-008,AST-04137,BU-0044,THREAT-04759,Insider Threat,USB,475,37,47,100,86990,Medium,30169,12891,8253,22930,40825646,31805,40931694,Unpatched Vulnerability,True
INC-008046,ORG-014,AST-09735,BU-0085,THREAT-02587,Malware,Supply Chain,126,28,31,54,39598,Low,6084,5818,2009,3283,3440758,5192,3463144,MFA Bypass,True
INC-008047,ORG-011,AST-05243,BU-0064,THREAT-02980,Supply Chain Attack,Social Engineering,302,31,151,126,16912,Low,159227,92563,33620,13354,3799638,43138,4141540,Unpatched Vulnerability,True
INC-008048,ORG-017,AST-05951,BU-0109,THREAT-00831,Ransomware,Supply Chain,331,45,411,644,421651,High,17829302,27584045,6441781,6367335,154867154,16984173,230073790,None,True
INC-008049,ORG-005,AST-06189,BU-0030,THREAT-01215,Cloud Breach,Brute Force,423,36,62,89,46324,Low,65519,106001,15998,6821,3823006,97713,4115058,Cloud Misconfiguration,True
INC-008050,ORG-012,AST-08605,BU-0070,THREAT-04525,Phishing,Email,28,10,16,54,11591,Medium,1126865,531062,123001,233377,4053393,879390,6947088,Cloud Misconfiguration,True
INC-008051,ORG-007,AST-08666,BU-0040,THREAT-00111,Malware,Web Application,618,10,61,126,40994,Low,1140535,947082,481206,85030,16462317,612770,19728940,Cloud Misconfiguration,True
INC-008052,ORG-018,AST-09978,BU-0111,THREAT-03725,Ransomware,Social Engineering,60,11,326,485,87985,Low,357093,812107,112064,140281,29210333,420301,31052180,Weak Password,True
INC-008053,ORG-007,AST-04147,BU-0040,THREAT-01904,Supply Chain Attack,Social Engineering,570,47,78,55,81335,High,1993009,2456221,601234,987520,25682103,923544,32643632,MFA Bypass,True
INC-008054,ORG-012,AST-05376,BU-0071,THREAT-04366,Supply Chain Attack,VPN,455,9,60,87,86675,Low,23676,18679,8733,893,31821929,21571,31895481,Weak Password,True
INC-008055,ORG-024,AST-07927,BU-0144,THREAT-03241,Insider Threat,Web Application,464,26,29,10,20042,Medium,2669134,782690,775243,183674,5591223,1366964,11368928,Unpatched Vulnerability,True
INC-008056,ORG-016,AST-09451,BU-0100,THREAT-01497,DDoS,USB,399,29,46,26,0,Critical,62032,30564,29305,0,0,67559,189460,MFA Bypass,True
INC-008057,ORG-002,AST-03543,BU-0008,THREAT-02185,Phishing,Web Application,208,34,52,33,87230,Medium,78286,51502,38114,37671,12214036,25090,12444699,Phishing Click,True
INC-008058,ORG-023,AST-02519,BU-0136,THREAT-02375,Data Breach,Social Engineering,702,22,44,46,807664,Medium,4709005,1651219,2124217,1954869,305201014,1479671,317119995,None,True
INC-008059,ORG-020,AST-07911,BU-0122,THREAT-02453,Cloud Breach,Remote Desktop,75,42,57,28,69344,Low,20428,13794,7803,7772,12753241,4637,12807675,Weak Password,True
INC-008060,ORG-013,AST-06503,BU-0077,THREAT-03631,Data Breach,Cloud Misconfiguration,310,47,62,17,3116505,Low,1315847,872476,375807,1184062,1349118746,1221754,1354088691,Phishing Click,True
INC-008061,ORG-010,AST-08352,BU-0059,THREAT-04493,Malware,Insider,641,37,66,130,82257,Critical,140905,88374,78148,6464,15959605,135600,16409096,Firewall Misconfiguration,False
INC-008062,ORG-013,AST-00843,BU-0081,THREAT-00520,Cloud Breach,Email,110,40,75,133,10224,Critical,22025434,13133065,3688573,3043175,4256997,17093793,63241037,Firewall Misconfiguration,True
INC-008063,ORG-003,AST-02617,BU-0010,THREAT-01342,Cloud Breach,Email,421,21,126,125,95002,Low,96050,23633,22404,27961,40577719,67062,40814829,Unpatched Vulnerability,True
INC-008064,ORG-023,AST-06066,BU-0137,THREAT-03656,DDoS,Web Application,89,45,63,48,0,Medium,791601,179185,441209,0,0,1054682,2466677,Phishing Click,True
INC-008065,ORG-009,AST-03923,BU-0055,THREAT-00649,Supply Chain Attack,Remote Desktop,162,31,33,7,29262,Low,17640,14255,7134,108,9668058,11842,9719037,Unpatched Vulnerability,True
INC-008066,ORG-015,AST-09924,BU-0092,THREAT-00515,Account Takeover,Cloud Misconfiguration,657,5,70,86,17607,Medium,6328781,3798168,2221944,1387537,7282294,2246755,23265480,Firewall Misconfiguration,True
INC-008067,ORG-023,AST-01487,BU-0139,THREAT-00741,DDoS,Social Engineering,452,7,45,59,0,Medium,1453920,453178,730295,0,0,892217,3529611,MFA Bypass,True
INC-008068,ORG-005,AST-08791,BU-0031,THREAT-00595,DDoS,Web Application,323,1,7,39,0,Medium,88069,20753,57962,0,0,102714,269498,EDR Evasion,True
INC-008069,ORG-005,AST-04829,BU-0027,THREAT-00460,Account Takeover,Social Engineering,416,14,127,144,93231,Low,56642,42033,13281,23119,31459708,25898,31620681,MFA Bypass,True
INC-008070,ORG-024,AST-04828,BU-0143,THREAT-02665,Account Takeover,Cloud Misconfiguration,185,10,10,4,8450,Medium,7913095,5454218,2816054,3109981,1573047,5251484,26117880,Unpatched Vulnerability,True
INC-008071,ORG-005,AST-04678,BU-0029,THREAT-01153,Supply Chain Attack,Social Engineering,300,29,34,6,47996,Critical,1790603,702412,888588,820235,20902244,1132120,26236202,EDR Evasion,False
INC-008072,ORG-011,AST-00534,BU-0064,THREAT-04280,Ransomware,USB,10,6,218,507,438640,Medium,1093115,1388253,485002,43684,153072635,629210,156711899,Firewall Misconfiguration,False
INC-008073,ORG-003,AST-02610,BU-0017,THREAT-01507,Phishing,Remote Desktop,375,6,142,153,70264,Low,36000,33322,18798,7459,17670166,31518,17797263,Unpatched Vulnerability,True
INC-008074,ORG-016,AST-09233,BU-0098,THREAT-03476,DDoS,Web Application,35,33,33,3,0,Low,2145,1216,957,0,0,2994,7312,MFA Bypass,True
INC-008075,ORG-012,AST-01295,BU-0075,THREAT-03922,Account Takeover,VPN,614,11,93,87,15434,High,1038406,359065,214653,284212,5218297,502973,7617607,None,True
INC-008076,ORG-001,AST-02947,BU-0004,THREAT-02520,Data Breach,Web Application,633,27,33,23,4446498,Medium,2063213,801254,914195,2253522,272276163,2422432,280730780,Phishing Click,True
INC-008077,ORG-019,AST-02752,BU-0117,THREAT-02957,Malware,Remote Desktop,596,22,37,15,92166,Low,292136,261411,198177,4666,31042215,164378,31962983,Weak Password,False
INC-008078,ORG-014,AST-04930,BU-0084,THREAT-04613,Data Breach,Cloud Misconfiguration,390,28,28,4,4864771,Medium,14936,11241,5433,16547,1944172085,13048,1944233289,Weak Password,True
INC-008079,ORG-002,AST-04371,BU-0009,THREAT-02688,Cloud Breach,Remote Desktop,716,6,16,68,95944,Low,36568,9792,9771,3782,21657962,11786,21729660,Phishing Click,False
INC-008080,ORG-016,AST-09936,BU-0100,THREAT-02786,Malware,VPN,248,36,37,15,79919,Medium,15491,8159,5215,10408,5824849,16291,5880414,Phishing Click,True
INC-008081,ORG-012,AST-02247,BU-0071,THREAT-02170,Account Takeover,Brute Force,413,22,31,102,95284,Low,75919,62629,25715,32583,27030439,19628,27246913,Phishing Click,True
INC-008082,ORG-011,AST-03137,BU-0062,THREAT-03430,Account Takeover,Remote Desktop,151,2,7,9,45799,Medium,39398,36656,12665,24676,2339799,27619,2480813,Phishing Click,True
INC-008083,ORG-005,AST-03664,BU-0029,THREAT-02822,Cloud Breach,VPN,95,14,33,64,22943,Low,69108,99682,52363,157,1892279,31240,2144830,Weak Password,True
INC-008084,ORG-020,AST-07744,BU-0124,THREAT-01591,Ransomware,VPN,549,27,282,333,374530,Medium,46223,75050,14075,8105,41581162,18454,41743069,Unpatched Vulnerability,True
INC-008085,ORG-002,AST-01599,BU-0006,THREAT-04726,Malware,Remote Desktop,632,23,109,142,69184,Medium,222550,135530,66444,68445,25902692,149857,26545517,EDR Evasion,False
INC-008086,ORG-005,AST-02415,BU-0031,THREAT-04846,Malware,Cloud Misconfiguration,395,22,49,28,16619,Medium,283911,305065,146201,52413,5606930,172766,6567287,Cloud Misconfiguration,False
INC-008087,ORG-015,AST-06940,BU-0095,THREAT-00579,Insider Threat,Cloud Misconfiguration,425,29,86,58,61906,Medium,6661766,4522600,2654374,1459123,6148042,5658748,27104653,Unpatched Vulnerability,True
INC-008088,ORG-013,AST-00786,BU-0081,THREAT-02678,DDoS,VPN,2,42,68,26,0,Medium,6406455,1991673,1981098,0,0,4952244,15331469,None,False
INC-008089,ORG-002,AST-01721,BU-0008,THREAT-04644,Supply Chain Attack,Cloud Misconfiguration,347,43,53,25,88219,Low,16876,17407,6986,13317,33279523,24394,33358503,Weak Password,True
INC-008090,ORG-025,AST-00459,BU-0147,THREAT-03723,Insider Threat,USB,585,16,28,78,55190,Low,426,269,138,184,3782622,177,3783818,EDR Evasion,True
INC-008091,ORG-015,AST-08640,BU-0090,THREAT-03143,Supply Chain Attack,Remote Desktop,702,39,99,67,88463,High,906278,323682,332191,397228,6351308,353743,8664431,None,True
INC-008092,ORG-006,AST-02730,BU-0034,THREAT-04857,Cloud Breach,Brute Force,223,7,123,160,36453,High,823996,296050,350267,190758,5557153,399252,7617476,Cloud Misconfiguration,True
INC-008093,ORG-015,AST-09323,BU-0095,THREAT-03252,Malware,Email,50,44,47,110,20617,Medium,6153664,5768134,979167,1640079,9578655,2902675,27022374,EDR Evasion,True
INC-008094,ORG-005,AST-03154,BU-0029,THREAT-03720,Supply Chain Attack,Web Application,594,44,48,118,74957,High,907959,1132851,390977,66188,16421830,446315,19366120,Phishing Click,True
INC-008095,ORG-013,AST-03477,BU-0078,THREAT-01592,Account Takeover,Brute Force,634,38,42,149,38895,Low,631728,644008,302236,169569,2611711,715079,5074332,None,True
INC-008096,ORG-016,AST-03572,BU-0100,THREAT-02376,Cloud Breach,VPN,617,41,67,60,24413,Low,8968,2899,3387,786,5868844,6702,5891586,None,True
INC-008097,ORG-020,AST-07203,BU-0121,THREAT-00259,Insider Threat,Social Engineering,299,45,53,148,58286,Low,42492,14846,8497,12826,24807181,27628,24913470,EDR Evasion,True
INC-008098,ORG-007,AST-04532,BU-0042,THREAT-04732,Ransomware,USB,712,21,246,240,14382,Low,840389,1412213,192857,134054,5429445,363928,8372886,MFA Bypass,False
INC-008099,ORG-017,AST-08852,BU-0109,THREAT-03859,Ransomware,Supply Chain,174,12,316,502,466313,Medium,7625298,9698755,1217655,4657900,126242725,9544831,158987164,Firewall Misconfiguration,True
INC-008100,ORG-004,AST-08931,BU-0020,THREAT-03930,Ransomware,USB,709,29,238,608,63328,Low,76590,112052,34364,26206,28874953,64619,29188783,Unpatched Vulnerability,True
INC-008101,ORG-002,AST-05232,BU-0008,THREAT-01256,Account Takeover,Remote Desktop,257,10,108,100,63480,Low,17175,8243,6510,3311,15126978,6873,15169088,None,False
INC-008102,ORG-002,AST-08851,BU-0009,THREAT-02234,Insider Threat,USB,693,35,61,94,65944,High,176722,96854,57118,25633,11516671,75764,11948764,Weak Password,True
INC-008103,ORG-021,AST-05407,BU-0128,THREAT-01427,Supply Chain Attack,Social Engineering,668,16,137,163,699,Medium,420386,123480,64135,155044,148885,323501,1235432,Firewall Misconfiguration,True
INC-008104,ORG-012,AST-00523,BU-0073,THREAT-03821,Phishing,Cloud Misconfiguration,588,43,62,92,75246,Critical,3630720,2817701,1066588,51374,15623947,835580,24025909,EDR Evasion,True
INC-008105,ORG-015,AST-08326,BU-0096,THREAT-03102,DDoS,VPN,397,9,10,2,0,Low,831297,240655,210811,0,0,907715,2190477,MFA Bypass,True
INC-008106,ORG-016,AST-05012,BU-0102,THREAT-01145,Account Takeover,Supply Chain,703,30,43,106,34573,Medium,20870,15338,9502,10907,6317003,15085,6388705,EDR Evasion,True
INC-008107,ORG-014,AST-00793,BU-0087,THREAT-04480,Phishing,Insider,59,27,27,12,63069,Low,1162,368,227,503,21401129,963,21404351,Cloud Misconfiguration,True
INC-008108,ORG-001,AST-03216,BU-0004,THREAT-00765,Ransomware,Social Engineering,148,20,258,345,52641,Medium,781011,2066945,310943,345351,24160942,445014,28110205,Phishing Click,False
INC-008109,ORG-023,AST-08554,BU-0139,THREAT-04201,Phishing,USB,547,14,56,96,38689,Critical,1295080,1096711,332914,38849,17063494,353068,20180116,None,True
INC-008110,ORG-006,AST-03882,BU-0034,THREAT-01877,Malware,Supply Chain,490,39,92,60,61207,Medium,177121,165025,87620,17130,6185110,165765,6797772,Weak Password,False
INC-008111,ORG-002,AST-04407,BU-0007,THREAT-03242,Account Takeover,VPN,161,11,13,5,15053,Medium,92484,27958,29846,15684,4564046,60051,4790069,Firewall Misconfiguration,True
INC-008112,ORG-012,AST-02998,BU-0070,THREAT-02846,Ransomware,USB,43,29,293,682,413624,Medium,1113505,1139665,279938,269385,119573913,245913,122622318,Phishing Click,True
INC-008113,ORG-022,AST-04245,BU-0129,THREAT-03294,Cloud Breach,Insider,49,31,80,103,86023,Medium,325685,576931,176295,162459,12743166,379805,14364340,None,True
INC-008114,ORG-001,AST-02754,BU-0005,THREAT-03007,Cloud Breach,Email,527,22,85,153,31200,Low,480405,258966,158168,310535,9431644,315453,10955172,Weak Password,False
INC-008115,ORG-024,AST-09574,BU-0144,THREAT-04828,Data Breach,Cloud Misconfiguration,587,47,65,27,2234525,Low,386253,369458,168874,289153,527538866,657583,529410186,MFA Bypass,True
INC-008116,ORG-009,AST-04153,BU-0055,THREAT-01048,Cloud Breach,Email,252,11,120,110,65737,Low,208059,184628,103154,92487,14744960,138793,15472082,Cloud Misconfiguration,False
INC-008117,ORG-015,AST-02197,BU-0094,THREAT-03324,Cloud Breach,USB,669,8,15,24,72244,High,6395614,4419697,1108604,1433305,4659220,1497730,19514170,MFA Bypass,True
INC-008118,ORG-017,AST-06077,BU-0103,THREAT-01969,Supply Chain Attack,Web Application,632,22,82,125,21317,Medium,2301480,1559732,940080,710122,8967857,1904354,16383624,None,True
