risk_id,organization_id,business_unit_id,asset_id,vulnerability_id,threat_id,likelihood_score,impact_score,inherent_risk,control_effectiveness,residual_risk,incident_probability,single_loss_expectancy,annual_rate_of_occurrence,expected_annual_loss,value_at_risk,financial_exposure,risk_reduction_potential,current_security_spend,recommended_security_spend,risk_score
RISK-019964,ORG-003,BU-0016,AST-09206,VULN-016159,THREAT-00005,3.6,8.9,3.2,0.36,2.05,0.24,1108658,0.666,738366,2083956,1363553,0.26,91707,94091,2.1
RISK-019965,ORG-008,BU-0047,AST-07703,VULN-019065,THREAT-02533,2.0,10,2.0,0.46,1.08,0.1333,571868,0.112,64049,106259,95927,0.31,99088,102160,1.01
RISK-019966,ORG-015,BU-0096,AST-00915,VULN-004628,THREAT-02515,2.4,8.9,2.14,0.56,0.94,0.16,24513653,0.467,11447876,23729646,18566770,0.18,501648,510678,0.9
RISK-019967,ORG-001,BU-0001,AST-06993,VULN-009244,THREAT-00735,6.8,8.4,5.71,0.6,2.28,0.4533,6369335,0.798,5082729,16790454,10119865,0.66,1493014,1591553,2.23
RISK-019968,ORG-001,BU-0005,AST-09970,VULN-003733,THREAT-03797,2.0,8.9,1.78,0.64,0.64,0.1333,6554597,0.159,1042181,2503241,1793153,0.18,1396519,1421656,0.63
RISK-019969,ORG-011,BU-0068,AST-08381,VULN-016916,THREAT-01233,3.1,9.4,2.91,0.56,1.28,0.2067,5086341,0.276,1403830,2711693,2217338,0.54,258834,272811,1.21
RISK-019970,ORG-023,BU-0138,AST-00486,VULN-005914,THREAT-02504,4.2,9.2,3.86,0.23,2.97,0.28,18188277,0.693,12604476,33517456,22659713,0.4,872543,907445,2.7
RISK-019971,ORG-010,BU-0059,AST-01806,VULN-006281,THREAT-01243,4.0,10,4.0,0.3,2.8,0.2667,1188776,0.194,230623,411760,354151,0.52,360802,379564,3.03
RISK-019972,ORG-003,BU-0015,AST-05072,VULN-026999,THREAT-04320,6.6,5.0,3.3,0.49,1.68,0.44,287786,0.375,107920,287391,194137,0.53,165034,173781,1.53
RISK-019973,ORG-019,BU-0118,AST-04654,VULN-004664,THREAT-01522,0.9,2.7,0.24,0.38,0.15,0.06,854985,0.122,104308,181103,158639,0.03,467742,469145,0.15
RISK-019974,ORG-006,BU-0033,AST-06186,VULN-018307,THREAT-01627,3.5,10,3.5,0.48,1.82,0.2333,3240278,0.222,719342,1793322,1257339,0.68,348670,372380,1.73
RISK-019975,ORG-011,BU-0062,AST-02549,VULN-009416,THREAT-03739,4.3,10,4.3,0.28,3.1,0.2867,1149048,0.146,167761,451904,303332,0.53,451245,475161,2.92
RISK-019976,ORG-010,BU-0058,AST-08661,VULN-026497,THREAT-04085,2.9,8.4,2.44,0.45,1.34,0.1933,1146686,0.381,436887,1162055,785504,0.34,297737,307860,1.37
RISK-019977,ORG-009,BU-0055,AST-02065,VULN-008515,THREAT-03213,6.4,8.0,5.12,0.63,1.89,0.4267,2072132,1.157,2397457,5872750,4159282,0.7,173142,185262,1.89
RISK-019978,ORG-007,BU-0041,AST-05508,VULN-010716,THREAT-04450,5.3,4.6,2.44,0.36,1.56,0.3533,717878,0.89,638911,2066847,1258965,0.27,907866,932378,1.42
RISK-019979,ORG-008,BU-0044,AST-05973,VULN-003879,THREAT-00844,9.6,4.6,4.42,0.56,1.94,0.64,70098,0.447,31334,56919,48410,0.51,141291,148497,2.1
RISK-019980,ORG-016,BU-0098,AST-06274,VULN-004139,THREAT-03191,3.1,10,3.1,0.44,1.74,0.2067,127122,0.301,38264,69394,59082,0.3,69681,71771,1.62
RISK-019981,ORG-013,BU-0079,AST-03494,VULN-001902,THREAT-04136,1.7,9.2,1.56,0.5,0.78,0.1133,23698278,0.278,6588121,13313017,10582026,0.25,261789,268334,0.84
RISK-019982,ORG-008,BU-0044,AST-08757,VULN-014977,THREAT-03166,5.2,9.4,4.89,0.39,2.98,0.3467,154743,0.817,126425,324387,223741,0.49,99251,104114,3.11
RISK-019983,ORG-014,BU-0087,AST-00888,VULN-013911,THREAT-01048,1.8,3.0,0.54,0.76,0.13,0.12,6951,0.226,1571,3602,2652,0.04,59890,60130,0.14
RISK-019984,ORG-005,BU-0028,AST-03889,VULN-017764,THREAT-03788,4.6,6.1,2.81,0.51,1.38,0.3067,1215646,0.464,564060,1329573,962932,0.28,86668,89095,1.4
RISK-019985,ORG-009,BU-0056,AST-08116,VULN-024660,THREAT-04395,9.0,10,9.0,0.43,5.13,0.6,2072500,1.137,2356432,6523907,4313604,1.39,465498,530202,5.23
RISK-019986,ORG-006,BU-0034,AST-09814,VULN-027809,THREAT-04646,5.1,4.6,2.35,0.22,1.83,0.34,95264,0.967,92120,188991,148817,0.28,135105,138888,1.72
RISK-019987,ORG-005,BU-0032,AST-04482,VULN-027725,THREAT-00322,0.4,10,0.4,0.59,0.16,0.0267,4103030,0.029,118988,286341,204890,0.04,84229,84566,0.16
RISK-019988,ORG-001,BU-0001,AST-04349,VULN-012443,THREAT-02838,4.0,9.7,3.88,0.22,3.03,0.2667,26676323,0.641,17099523,26296512,24988477,0.33,493366,509647,2.94
RISK-019989,ORG-011,BU-0067,AST-00290,VULN-011834,THREAT-04214,3.1,4.2,1.3,0.64,0.47,0.2067,72324,0.589,42599,103130,73538,0.17,235747,239755,0.45
RISK-019990,ORG-019,BU-0116,AST-00033,VULN-015866,THREAT-01123,3.0,2.4,0.72,0.32,0.49,0.2,1502362,0.418,627987,1476799,1071027,0.07,601749,605961,0.53
RISK-019991,ORG-017,BU-0108,AST-03682,VULN-008256,THREAT-03209,4.6,9.3,4.28,0.38,2.65,0.3067,19219115,0.795,15279196,48761516,29907651,0.31,577973,595890,2.39
RISK-019992,ORG-023,BU-0139,AST-05089,VULN-004449,THREAT-04327,3.6,9.4,3.38,0.71,0.98,0.24,15523726,0.178,2763223,5681994,4467821,0.21,1290124,1317217,1.02
RISK-019993,ORG-010,BU-0061,AST-06322,VULN-021338,THREAT-01562,3.9,10,3.9,0.62,1.48,0.26,1772061,0.233,412890,862062,671509,0.58,433149,458272,1.5
RISK-019994,ORG-021,BU-0128,AST-09034,VULN-006373,THREAT-00368,4.9,10,4.9,0.51,2.4,0.3267,1880877,0.215,404389,1199324,764186,0.88,309868,337136,2.5
RISK-019995,ORG-014,BU-0084,AST-09843,VULN-018304,THREAT-00800,3.1,8.3,2.57,0.79,0.54,0.2067,61438,0.151,9277,28742,17900,0.3,118798,122362,0.57
RISK-019996,ORG-003,BU-0014,AST-05969,VULN-028432,THREAT-04381,2.2,9.8,2.16,0.54,0.99,0.1467,1196405,0.159,190228,637939,381610,0.17,261436,265880,0.94
RISK-019997,ORG-016,BU-0102,AST-08061,VULN-027272,THREAT-02374,2.7,10,2.7,0.21,2.13,0.18,65704,0.314,20631,55412,37255,0.26,129765,133139,2.23
RISK-019998,ORG-006,BU-0034,AST-04052,VULN-016707,THREAT-03870,6.4,10,6.4,0.41,3.78,0.4267,1635654,0.794,1298709,2544174,2061961,0.95,364130,398722,3.53
RISK-019999,ORG-024,BU-0140,AST-04289,VULN-026852,THREAT-04061,3.6,9.9,3.56,0.73,0.96,0.24,15950231,0.184,2934843,5490169,4581894,0.35,1230984,1274068,1.02
RISK-020000,ORG-004,BU-0021,AST-07423,VULN-021902,THREAT-01284,3.3,8.8,2.9,0.33,1.94,0.22,1185384,0.412,488378,1577959,961766,0.29,125861,129511,1.86
RISK-020001,ORG-025,BU-0149,AST-06933,VULN-028989,THREAT-04922,4.3,9.9,4.26,0.61,1.66,0.2867,61490,0.851,52328,158601,99908,0.4,141159,146805,1.83
RISK-020002,ORG-013,BU-0078,AST-03346,VULN-026714,THREAT-03397,6.2,5.7,3.53,0.57,1.52,0.4133,4724112,0.249,1176304,2361595,1884782,0.29,293486,301997,1.44
RISK-020003,ORG-025,BU-0150,AST-02186,VULN-015204,THREAT-02029,3.4,10,3.4,0.73,0.92,0.2267,39259,0.371,14565,43534,27625,0.25,70768,72537,0.98
RISK-020004,ORG-016,BU-0101,AST-03934,VULN-002968,THREAT-02676,0.7,2.7,0.19,0.76,0.05,0.0467,7089,0.102,723,1492,1171,0.02,133461,133728,0.05
RISK-020005,ORG-025,BU-0152,AST-01099,VULN-008482,THREAT-00446,3.7,9.2,3.4,0.84,0.54,0.2467,49623,0.169,8386,23960,15574,0.27,69142,71009,0.59
RISK-020006,ORG-013,BU-0083,AST-00063,VULN-022868,THREAT-01136,2.8,4.4,1.23,0.59,0.5,0.1867,9443308,0.097,916001,2330587,1615177,0.2,1417520,1445870,0.5
RISK-020007,ORG-022,BU-0129,AST-00384,VULN-007038,THREAT-00166,3.6,7.9,2.84,0.25,2.13,0.24,1522742,0.597,909077,3029628,1817965,0.23,498933,510408,2.17
RISK-020008,ORG-002,BU-0008,AST-01462,VULN-013000,THREAT-03795,2.7,5.4,1.46,0.44,0.82,0.18,190687,0.128,24408,69105,45140,0.22,265570,271413,0.87
RISK-020009,ORG-010,BU-0057,AST-05393,VULN-010796,THREAT-04722,2.1,8.3,1.74,0.83,0.3,0.14,1777015,0.177,314532,849017,569237,0.09,356269,359475,0.29
RISK-020010,ORG-020,BU-0123,AST-00250,VULN-029795,THREAT-02039,2.2,10,2.2,0.21,1.74,0.1467,318663,0.291,92731,207573,155003,0.11,69513,70278,1.74
RISK-020011,ORG-007,BU-0038,AST-01833,VULN-015043,THREAT-00057,3.7,10,3.7,0.21,2.92,0.2467,5543347,0.656,3636436,9279688,6420342,0.27,1437005,1475804,2.83
RISK-020012,ORG-015,BU-0096,AST-05320,VULN-008905,THREAT-00939,5.0,8.8,4.4,0.24,3.34,0.3333,21257984,0.552,11734407,30735416,20955032,0.56,915929,967221,3.31
RISK-020013,ORG-008,BU-0048,AST-09383,VULN-024538,THREAT-03813,3.0,10,3.0,0.53,1.41,0.2,538566,0.387,208425,483608,353507,0.29,80281,82609,1.37
RISK-020014,ORG-007,BU-0041,AST-08615,VULN-013006,THREAT-02163,1.0,9.7,0.97,0.84,0.16,0.0667,22454146,0.044,987982,1521583,1444457,0.07,638824,643296,0.16
RISK-020015,ORG-012,BU-0074,AST-04628,VULN-021248,THREAT-04597,2.6,10,2.6,0.39,1.59,0.1733,3996488,0.356,1422750,3386983,2438845,0.23,240623,246157,1.71
RISK-020016,ORG-011,BU-0065,AST-04774,VULN-023985,THREAT-02883,1.1,10,1.1,0.81,0.21,0.0733,3786797,0.205,776293,1908517,1348848,0.1,187422,189296,0.23
RISK-020017,ORG-010,BU-0060,AST-03875,VULN-008099,THREAT-03632,4.1,10,4.1,0.51,2.01,0.2733,2605362,0.533,1388658,2327843,2087011,0.38,65653,68148,2.11
RISK-020018,ORG-020,BU-0124,AST-00678,VULN-022086,THREAT-02222,2.8,4.8,1.34,0.35,0.87,0.1867,28717,0.205,5887,15304,10478,0.14,58698,59520,0.91
RISK-020019,ORG-004,BU-0020,AST-08931,VULN-016068,THREAT-01029,7.1,8.4,5.96,0.8,1.19,0.4733,1656055,0.495,819747,1608465,1302286,0.57,126373,133576,1.2
RISK-020020,ORG-002,BU-0009,AST-01552,VULN-023801,THREAT-02894,4.5,3.5,1.57,0.82,0.28,0.3,137176,0.158,21674,63542,40737,0.07,123071,123932,0.3
RISK-020021,ORG-012,BU-0069,AST-07979,VULN-011847,THREAT-03580,3.2,5.5,1.76,0.22,1.37,0.2133,478893,0.528,252856,620242,438929,0.1,162977,164607,1.44
RISK-020022,ORG-021,BU-0127,AST-09253,VULN-016814,THREAT-01265,5.7,10,5.7,0.5,2.85,0.38,1271584,1.084,1378397,2850226,2233465,0.68,259324,276958,2.65
RISK-020023,ORG-025,BU-0150,AST-05038,VULN-011586,THREAT-04232,0.5,8.6,0.43,0.51,0.21,0.0333,56889,0.087,4949,10204,8010,0.05,37080,37265,0.2
RISK-020024,ORG-015,BU-0090,AST-08068,VULN-006419,THREAT-01380,0.1,8.4,0.08,0.22,0.06,0.0067,15308008,0.008,122464,222709,189277,0.0,1234697,1234697,0.06
RISK-020025,ORG-004,BU-0019,AST-03701,VULN-022741,THREAT-02003,5.3,10,5.3,0.46,2.86,0.3533,1238599,0.614,760500,1654048,1256714,0.64,299231,318382,2.96
RISK-020026,ORG-007,BU-0039,AST-01648,VULN-004993,THREAT-01820,3.5,8.3,2.91,0.34,1.92,0.2333,19025831,0.32,6088266,16704182,11099521,0.44,722126,753900,2.02
RISK-020027,ORG-009,BU-0054,AST-08138,VULN-001464,THREAT-04881,2.8,10,2.8,0.73,0.76,0.1867,1343684,0.414,556285,879956,820272,0.4,89370,92945,0.82
RISK-020028,ORG-009,BU-0056,AST-03424,VULN-028066,THREAT-00944,5.0,9.4,4.7,0.72,1.32,0.3333,3016677,0.969,2923160,5253990,4499357,0.41,444779,463015,1.42
RISK-020029,ORG-002,BU-0008,AST-01940,VULN-028469,THREAT-03477,5.6,8.3,4.65,0.45,2.56,0.3733,362007,1.094,396036,942111,678669,0.88,397073,432015,2.75
RISK-020030,ORG-018,BU-0112,AST-04819,VULN-009331,THREAT-03228,3.9,5.2,2.03,0.54,0.93,0.26,1765950,0.529,934188,1882612,1498972,0.3,184200,189726,0.93
RISK-020031,ORG-015,BU-0094,AST-05052,VULN-003452,THREAT-02028,2.9,8.9,2.58,0.77,0.59,0.1933,13000785,0.443,5759348,17691069,11066669,0.34,829536,857740,0.57
RISK-020032,ORG-013,BU-0081,AST-00786,VULN-023400,THREAT-02511,8.5,9.8,8.33,0.41,4.91,0.5667,46766995,0.539,25207410,72387276,46923593,0.61,1339033,1420714,4.76
RISK-020033,ORG-002,BU-0007,AST-09783,VULN-002297,THREAT-04824,5.3,4.3,2.28,0.36,1.46,0.3533,57149,1.005,57435,133220,97401,0.35,421417,436167,1.59
RISK-020034,ORG-003,BU-0014,AST-00183,VULN-017154,THREAT-04969,2.1,8.5,1.79,0.79,0.38,0.14,664311,0.249,165413,384986,280909,0.15,447820,454537,0.38
RISK-020035,ORG-024,BU-0145,AST-03847,VULN-026342,THREAT-03759,2.7,10,2.7,0.24,2.05,0.18,46849236,0.243,11384364,33261193,21362722,0.36,1314831,1362165,2.08
RISK-020036,ORG-019,BU-0120,AST-01312,VULN-014436,THREAT-01552,4.1,5.2,2.13,0.6,0.85,0.2733,1361014,0.65,884659,2793350,1722664,0.32,637892,658305,0.78
RISK-020037,ORG-010,BU-0057,AST-06420,VULN-006950,THREAT-02007,0.8,4.9,0.39,0.79,0.08,0.0533,334321,0.067,22400,74646,44794,0.04,280537,281659,0.08
RISK-020038,ORG-018,BU-0114,AST-07090,VULN-013761,THREAT-04692,6.6,9.1,6.01,0.69,1.86,0.44,2665934,0.589,1570235,3096474,2499177,0.43,802760,837279,1.98
RISK-020039,ORG-009,BU-0052,AST-07176,VULN-005236,THREAT-00962,2.9,8.5,2.46,0.84,0.39,0.1933,2002737,0.169,338463,945981,622257,0.11,417851,422447,0.36
RISK-020040,ORG-008,BU-0044,AST-08193,VULN-009268,THREAT-01141,5.2,10,5.2,0.69,1.61,0.3467,423331,0.853,361101,865865,620860,0.37,113215,117404,1.56
RISK-020041,ORG-024,BU-0144,AST-00072,VULN-013716,THREAT-03576,3.7,5.8,2.15,0.26,1.59,0.2467,4382886,0.342,1498947,2868533,2359507,0.14,1342532,1361327,1.69
RISK-020042,ORG-011,BU-0063,AST-04769,VULN-003250,THREAT-01870,2.7,5.3,1.43,0.55,0.64,0.18,82488,0.389,32088,104819,63534,0.27,295566,303546,0.59
RISK-020043,ORG-015,BU-0094,AST-05168,VULN-006178,THREAT-04627,2.0,10,2.0,0.83,0.34,0.1333,20362183,0.379,7717267,23304054,14708483,0.13,382656,387631,0.37
RISK-020044,ORG-015,BU-0091,AST-04787,VULN-012128,THREAT-04710,4.6,4.1,1.89,0.33,1.27,0.3067,1963027,0.204,400458,753204,626419,0.31,1089459,1123232,1.29
RISK-020045,ORG-007,BU-0040,AST-05493,VULN-015584,THREAT-03940,7.4,5.7,4.22,0.7,1.27,0.4933,2689060,0.917,2465868,3952200,3651528,0.64,692080,736373,1.3
RISK-020046,ORG-022,BU-0135,AST-07058,VULN-007044,THREAT-00460,4.1,10,4.1,0.59,1.68,0.2733,8009825,0.751,6015379,17059708,11133291,0.51,1051576,1105206,1.73
RISK-020047,ORG-021,BU-0125,AST-01320,VULN-022301,THREAT-00663,3.3,9.6,3.17,0.72,0.89,0.22,666497,0.559,372572,646131,566411,0.2,87811,89567,0.89
RISK-020048,ORG-008,BU-0046,AST-02497,VULN-014880,THREAT-02475,4.1,2.9,1.19,0.21,0.94,0.2733,8074,0.149,1203,2495,1952,0.08,129866,130905,0.98
RISK-020049,ORG-014,BU-0085,AST-09847,VULN-009361,THREAT-03379,2.4,10,2.4,0.65,0.84,0.16,197524,0.175,34567,85278,60150,0.32,63915,65960,0.77
RISK-020050,ORG-003,BU-0017,AST-04011,VULN-024605,THREAT-00426,1.7,9.7,1.65,0.71,0.48,0.1133,2996873,0.333,997959,2887866,1864319,0.15,286571,290870,0.46
RISK-020051,ORG-001,BU-0005,AST-07935,VULN-026110,THREAT-03633,6.7,8.9,5.96,0.6,2.38,0.4467,22454169,0.513,11518989,24858820,18976635,1.09,418877,464535,2.51
RISK-020052,ORG-013,BU-0076,AST-04428,VULN-025787,THREAT-00458,6.1,4.8,2.93,0.22,2.29,0.4067,7254178,0.258,1871578,6415991,3796375,0.24,1369798,1402673,2.39
RISK-020053,ORG-002,BU-0006,AST-00040,VULN-023117,THREAT-04619,3.7,10,3.7,0.76,0.89,0.2467,397122,0.678,269249,906701,541259,0.32,86945,89727,0.9
RISK-020054,ORG-010,BU-0060,AST-09270,VULN-016281,THREAT-01452,1.9,10,1.9,0.72,0.53,0.1267,4317236,0.274,1182923,3667649,2283218,0.12,376856,381378,0.5
RISK-020055,ORG-014,BU-0087,AST-07616,VULN-016501,THREAT-04759,9.8,5.1,5.0,0.39,3.05,0.6533,1709,0.443,757,1453,1193,0.71,102689,109980,2.92
RISK-020056,ORG-007,BU-0041,AST-02540,VULN-022015,THREAT-03919,5.9,3.7,2.18,0.23,1.68,0.3933,2034225,0.847,1722989,3049026,2637697,0.22,851705,870443,1.82
RISK-020057,ORG-014,BU-0087,AST-08801,VULN-022688,THREAT-03857,4.8,4.0,1.92,0.81,0.36,0.32,3926,0.726,2850,5854,4606,0.23,103423,105802,0.39
RISK-020058,ORG-008,BU-0049,AST-06384,VULN-009431,THREAT-03158,3.0,8.0,2.4,0.22,1.87,0.2,120227,0.208,25007,46667,39007,0.16,47858,48624,1.89
RISK-020059,ORG-023,BU-0136,AST-05349,VULN-009336,THREAT-00713,2.2,8.6,1.89,0.34,1.25,0.1467,6611820,0.435,2876142,6605717,4857857,0.31,1348817,1390630,1.27
RISK-020060,ORG-017,BU-0110,AST-06391,VULN-001378,THREAT-01716,2.1,8.0,1.68,0.59,0.69,0.14,19491637,0.404,7874621,25689930,15581600,0.17,422799,429987,0.69
RISK-020061,ORG-003,BU-0014,AST-00739,VULN-013914,THREAT-03186,1.1,9.5,1.05,0.79,0.22,0.0733,2658945,0.085,226010,489410,372833,0.14,86175,87381,0.22
RISK-020062,ORG-010,BU-0061,AST-05074,VULN-000970,THREAT-01893,0.9,10,0.9,0.75,0.23,0.06,1177236,0.149,175408,340149,277453,0.13,444519,450298,0.24
RISK-020063,ORG-024,BU-0141,AST-03226,VULN-011216,THREAT-04099,3.2,2.3,0.74,0.68,0.24,0.2133,1415101,0.524,741513,2158986,1389209,0.11,995674,1006626,0.22
RISK-020064,ORG-007,BU-0040,AST-04573,VULN-013468,THREAT-00253,3.1,1.6,0.5,0.4,0.3,0.2067,0,0.551,0,0,0,0.05,267214,268550,0.3
RISK-020065,ORG-025,BU-0148,AST-07075,VULN-011557,THREAT-03519,5.1,4.7,2.4,0.43,1.37,0.34,5513,0.629,3468,5598,5147,0.33,100245,103553,1.39
RISK-020066,ORG-012,BU-0070,AST-01424,VULN-021517,THREAT-00713,2.2,9.1,2.0,0.21,1.58,0.1467,2379736,0.094,223695,399580,343569,0.14,423484,429413,1.68
RISK-020067,ORG-009,BU-0056,AST-00256,VULN-015297,THREAT-01781,1.4,9.0,1.26,0.75,0.32,0.0933,1678384,0.205,344069,1039900,656039,0.1,232515,234840,0.29
RISK-020068,ORG-015,BU-0089,AST-03336,VULN-028888,THREAT-01749,1.2,10,1.2,0.24,0.91,0.08,46428554,0.084,3899999,10036277,6910882,0.08,1351763,1362577,0.84
RISK-020069,ORG-002,BU-0006,AST-00227,VULN-014533,THREAT-01261,2.2,8.7,1.91,0.22,1.49,0.1467,380425,0.274,104236,259799,182176,0.19,416125,424031,1.46
RISK-020070,ORG-014,BU-0084,AST-00536,VULN-005820,THREAT-04061,6.2,9.8,6.08,0.27,4.44,0.4133,168828,0.643,108556,295733,197276,0.43,70140,73156,4.1
RISK-020071,ORG-006,BU-0036,AST-08060,VULN-024833,THREAT-02610,1.3,9.6,1.25,0.45,0.69,0.0867,3536966,0.083,293568,593850,471723,0.23,98698,100968,0.65
RISK-020072,ORG-001,BU-0002,AST-01628,VULN-028407,THREAT-01912,2.6,10,2.6,0.79,0.55,0.1733,16929305,0.517,8752451,15964683,13541856,0.24,532476,545255,0.58
RISK-020073,ORG-013,BU-0078,AST-02949,VULN-015391,THREAT-04637,4.0,9.0,3.6,0.26,2.66,0.2667,35886139,0.535,19199084,66447511,39133337,0.54,694928,732454,2.66
RISK-020074,ORG-017,BU-0110,AST-01814,VULN-018470,THREAT-00264,3.4,3.9,1.33,0.8,0.27,0.2267,9701238,0.182,1765625,3760772,2893857,0.1,815399,823553,0.26
RISK-020075,ORG-024,BU-0140,AST-08916,VULN-017598,THREAT-00658,4.7,3.7,1.74,0.78,0.38,0.3133,7458002,0.194,1446852,3484143,2492095,0.1,1051641,1062157,0.41
RISK-020076,ORG-021,BU-0125,AST-05945,VULN-011727,THREAT-00329,5.4,8.7,4.7,0.39,2.87,0.36,855475,0.329,281451,714701,495861,0.49,74509,78160,2.67
RISK-020077,ORG-013,BU-0082,AST-03171,VULN-021145,THREAT-02690,4.5,5.3,2.38,0.36,1.52,0.3,23856464,0.786,18751181,59617010,36636284,0.25,656279,672686,1.57
RISK-020078,ORG-010,BU-0061,AST-05074,VULN-008024,THREAT-04443,3.9,10,3.9,0.39,2.38,0.26,2299068,0.264,606954,1513760,1061082,0.53,356483,375377,2.23
RISK-020079,ORG-004,BU-0020,AST-01173,VULN-014125,THREAT-01712,0.4,9.7,0.39,0.22,0.3,0.0267,2318966,0.04,92759,222070,159380,0.05,190736,191690,0.28
RISK-020080,ORG-002,BU-0007,AST-00699,VULN-024980,THREAT-03145,3.8,8.5,3.23,0.67,1.07,0.2533,218338,0.521,113754,211704,177265,0.49,124974,131098,1.17
RISK-020081,ORG-011,BU-0064,AST-07007,VULN-011598,THREAT-00069,2.5,8.7,2.17,0.41,1.28,0.1667,2177077,0.183,398405,957739,685727,0.34,330744,341989,1.25
RISK-020082,ORG-022,BU-0135,AST-06454,VULN-027263,THREAT-00763,5.9,10,5.9,0.54,2.71,0.3933,11973773,0.981,11746271,18851032,17401581,0.68,349146,372888,2.8
RISK-020083,ORG-003,BU-0016,AST-04112,VULN-019980,THREAT-02657,0.1,5.3,0.05,0.37,0.03,0.0067,597741,0.005,2989,9963,5978,0.01,182703,182886,0.03
RISK-020084,ORG-013,BU-0078,AST-03715,VULN-015867,THREAT-00415,5.1,9.9,5.05,0.58,2.12,0.34,33980643,0.594,20184502,66129980,40023496,0.81,302673,327190,2.06
RISK-020085,ORG-012,BU-0071,AST-06731,VULN-012557,THREAT-00469,2.9,5.2,1.51,0.6,0.6,0.1933,1129422,0.161,181837,456875,318900,0.25,72663,74480,0.55
RISK-020086,ORG-021,BU-0125,AST-04304,VULN-008167,THREAT-03448,0.5,4.0,0.2,0.47,0.11,0.0333,0,0.095,0,0,0,0.02,60072,60192,0.11
RISK-020087,ORG-022,BU-0130,AST-05569,VULN-008629,THREAT-00806,4.3,2.6,1.12,0.54,0.52,0.2867,1611071,0.614,989198,2571907,1760770,0.11,317224,320713,0.51
RISK-020088,ORG-023,BU-0139,AST-05537,VULN-002387,THREAT-00696,2.6,2.3,0.6,0.34,0.4,0.1733,183482,0.189,34678,53597,50757,0.07,537072,540832,0.37
RISK-020089,ORG-003,BU-0017,AST-02234,VULN-022646,THREAT-03607,6.2,8.7,5.39,0.58,2.26,0.4133,2646538,0.516,1365614,4102705,2596426,0.67,275930,294417,2.24
RISK-020090,ORG-012,BU-0070,AST-04614,VULN-009240,THREAT-04062,4.0,10,4.0,0.25,3.0,0.2667,2596809,0.68,1765830,5967825,3556178,0.58,174101,184199,2.96
RISK-020091,ORG-015,BU-0091,AST-02746,VULN-023850,THREAT-03493,0.4,4.8,0.19,0.68,0.06,0.0267,3589853,0.016,57438,171036,108749,0.01,1163464,1164627,0.06
RISK-020092,ORG-017,BU-0106,AST-03939,VULN-027415,THREAT-00384,0.5,10,0.5,0.51,0.24,0.0333,27031492,0.018,486567,1261011,864870,0.04,1415967,1421631,0.26
RISK-020093,ORG-018,BU-0113,AST-06584,VULN-025190,THREAT-00576,8.4,9.1,7.64,0.42,4.43,0.56,8696328,0.438,3808992,11285578,7194665,0.93,529674,578934,4.6
RISK-020094,ORG-017,BU-0104,AST-03286,VULN-011278,THREAT-00850,9.7,10,9.7,0.79,2.04,0.6467,50491281,1.143,57711534,91645443,85205167,0.83,239277,259137,2.04
RISK-020095,ORG-012,BU-0075,AST-00531,VULN-001159,THREAT-02892,3.6,8.5,3.06,0.79,0.64,0.24,3034671,0.678,2057507,7099144,4187250,0.21,148419,151536,0.63
RISK-020096,ORG-005,BU-0029,AST-07867,VULN-005590,THREAT-00521,4.9,3.1,1.52,0.61,0.59,0.3267,157886,0.958,151255,228129,219694,0.27,359574,369282,0.63
RISK-020097,ORG-010,BU-0057,AST-09581,VULN-007914,THREAT-02066,2.7,9.4,2.54,0.34,1.68,0.18,3618343,0.272,984189,3421986,2010785,0.3,146808,151212,1.56
RISK-020098,ORG-008,BU-0047,AST-07599,VULN-007378,THREAT-03210,2.5,10,2.5,0.27,1.82,0.1667,359544,0.454,163233,553101,329163,0.19,77566,79040,1.88
RISK-020099,ORG-006,BU-0033,AST-03646,VULN-029911,THREAT-04146,3.7,8.4,3.11,0.47,1.65,0.2467,2976687,0.252,750125,1783320,1285121,0.46,129802,135773,1.72
RISK-020100,ORG-016,BU-0100,AST-04398,VULN-008225,THREAT-04560,2.6,10,2.6,0.67,0.86,0.1733,54762,0.168,9200,30496,18349,0.24,47080,48210,0.8
RISK-020101,ORG-014,BU-0087,AST-05483,VULN-025294,THREAT-03894,3.3,5.3,1.75,0.37,1.1,0.22,20991,0.324,6801,17897,12170,0.29,90244,92861,1.02
RISK-020102,ORG-017,BU-0105,AST-07492,VULN-001487,THREAT-04221,0.1,9.4,0.09,0.8,0.02,0.0067,37937240,0.004,151749,305706,243461,0.01,424322,424746,0.02
RISK-020103,ORG-011,BU-0062,AST-07852,VULN-001490,THREAT-02494,0.1,10,0.1,0.58,0.04,0.0067,7252822,0.013,94287,272870,176148,0.02,425944,426796,0.04
RISK-020104,ORG-005,BU-0029,AST-07817,VULN-007070,THREAT-03892,2.7,8.6,2.32,0.63,0.86,0.18,643107,0.474,304833,870044,565846,0.18,346027,352255,0.81
RISK-020105,ORG-021,BU-0125,AST-00253,VULN-015012,THREAT-04327,0.9,3.2,0.29,0.69,0.09,0.06,158774,0.03,4763,15503,9414,0.04,291622,292788,0.09
RISK-020106,ORG-017,BU-0107,AST-01393,VULN-022525,THREAT-02311,3.4,10,3.4,0.56,1.5,0.2267,63027678,0.394,24832905,44478310,38176398,0.5,414848,435590,1.44
