asset_control_id,asset_id,control_id,enabled,coverage_percentage,effectiveness_score,last_verified,configuration_score,control_failure_count,residual_risk
AC-029171,AST-05290,CTRL-0237,False,0,0.0,2026-07-29,0.08,3,4.84
AC-029172,AST-05290,CTRL-0222,True,65,0.51,2026-07-09,0.98,3,3.25
AC-029173,AST-05290,CTRL-0229,True,94,0.33,2026-06-07,0.65,2,3.15
AC-029174,AST-05290,CTRL-0228,False,0,0.0,2026-06-27,0.11,9,5.39
AC-029175,AST-05290,CTRL-0233,True,87,0.42,2026-07-03,0.99,3,3.46
AC-029176,AST-05290,CTRL-0232,False,0,0.0,2026-08-22,0.07,9,5.28
AC-029177,AST-05291,CTRL-0189,True,67,0.62,2026-08-14,0.73,1,1.07
AC-029178,AST-05291,CTRL-0206,True,63,0.66,2026-06-26,0.71,2,1.02
AC-029179,AST-05291,CTRL-0190,True,74,0.82,2026-08-19,0.72,0,0.64
AC-029180,AST-05292,CTRL-0296,True,88,0.58,2026-07-13,0.93,2,2.44
AC-029181,AST-05292,CTRL-0301,False,0,0.0,2026-07-12,0.14,5,4.86
AC-029182,AST-05292,CTRL-0299,True,92,0.37,2026-07-24,0.8,3,3.34
AC-029183,AST-05293,CTRL-0018,False,0,0.0,2026-06-26,0.21,9,10.0
AC-029184,AST-05293,CTRL-0024,True,83,0.55,2026-08-01,0.98,3,4.76
AC-029185,AST-05293,CTRL-0019,True,99,0.65,2026-06-28,0.71,2,2.84
AC-029186,AST-05294,CTRL-0140,True,88,0.7,2026-09-02,0.91,0,3.54
AC-029187,AST-05294,CTRL-0135,False,0,0.0,2026-06-30,0.08,6,8.04
AC-029188,AST-05294,CTRL-0142,True,76,0.62,2026-06-15,0.5,3,4.71
AC-029189,AST-05294,CTRL-0132,False,0,0.0,2026-07-27,0.05,8,7.22
AC-029190,AST-05294,CTRL-0137,False,0,0.0,2026-08-28,0.18,2,7.78
AC-029191,AST-05294,CTRL-0143,False,0,0.0,2026-08-03,0.23,8,7.42
AC-029192,AST-05294,CTRL-0138,True,90,0.75,2026-08-08,0.55,1,2.77
AC-029193,AST-05295,CTRL-0301,False,0,0.0,2026-09-03,0.0,5,3.0
AC-029194,AST-05295,CTRL-0300,True,74,0.69,2026-07-30,0.79,0,1.56
AC-029195,AST-05295,CTRL-0295,False,0,0.0,2026-06-28,0.01,8,2.56
AC-029196,AST-05295,CTRL-0294,True,78,0.67,2026-08-22,0.9,3,1.52
AC-029197,AST-05296,CTRL-0232,False,0,0.0,2026-09-01,0.09,0,1.12
AC-029198,AST-05296,CTRL-0225,True,97,0.68,2026-06-19,0.7,3,0.36
AC-029199,AST-05296,CTRL-0231,False,0,0.0,2026-07-22,0.15,4,1.07
AC-029200,AST-05296,CTRL-0221,False,0,0.0,2026-08-26,0.29,2,0.94
AC-029201,AST-05297,CTRL-0004,True,86,0.61,2026-06-23,0.67,1,4.24
AC-029202,AST-05297,CTRL-0012,True,82,0.6,2026-08-24,0.84,1,3.4
AC-029203,AST-05297,CTRL-0003,False,0,0.0,2026-06-23,0.18,0,8.27
AC-029204,AST-05298,CTRL-0153,True,90,0.98,2026-07-23,0.64,1,0.72
AC-029205,AST-05298,CTRL-0156,True,69,0.51,2026-07-15,0.9,2,2.76
AC-029206,AST-05298,CTRL-0160,False,0,0.0,2026-08-29,0.21,0,4.86
AC-029207,AST-05298,CTRL-0150,True,89,0.35,2026-06-15,0.86,3,2.83
AC-029208,AST-05299,CTRL-0270,True,95,0.93,2026-07-29,0.7,3,1.27
AC-029209,AST-05299,CTRL-0267,True,95,0.35,2026-07-20,0.51,3,6.42
AC-029210,AST-05299,CTRL-0264,False,0,0.0,2026-06-12,0.25,0,9.78
AC-029211,AST-05299,CTRL-0268,True,62,0.76,2026-07-14,0.61,2,4.12
AC-029212,AST-05299,CTRL-0271,True,87,0.53,2026-08-04,0.58,3,3.9
AC-029213,AST-05300,CTRL-0139,True,66,0.76,2026-07-13,0.67,1,3.81
AC-029214,AST-05300,CTRL-0143,False,0,0.0,2026-06-23,0.29,10,9.43
AC-029215,AST-05300,CTRL-0134,False,0,0.0,2026-06-10,0.11,4,8.83
AC-029216,AST-05300,CTRL-0138,True,62,0.69,2026-06-24,0.54,3,4.96
AC-029217,AST-05300,CTRL-0142,True,80,0.52,2026-08-06,0.86,3,4.04
AC-029218,AST-05300,CTRL-0131,True,69,0.33,2026-08-05,0.72,1,6.86
AC-029219,AST-05301,CTRL-0046,True,80,0.52,2026-06-25,0.94,0,4.73
AC-029220,AST-05301,CTRL-0048,True,63,0.46,2026-07-09,0.61,3,6.24
AC-029221,AST-05301,CTRL-0041,True,88,0.6,2026-06-20,0.8,0,3.21
AC-029222,AST-05301,CTRL-0045,True,78,0.35,2026-08-16,0.84,0,6.19
AC-029223,AST-05301,CTRL-0040,True,66,0.71,2026-08-23,0.83,1,4.63
AC-029224,AST-05301,CTRL-0049,True,69,0.4,2026-08-21,0.65,1,5.22
AC-029225,AST-05301,CTRL-0042,True,90,0.9,2026-07-03,0.56,3,1.17
AC-029226,AST-05301,CTRL-0043,True,97,0.66,2026-07-27,0.52,2,2.38
AC-029227,AST-05302,CTRL-0152,False,0,0.0,2026-06-22,0.04,0,10.95
AC-029228,AST-05302,CTRL-0151,False,0,0.0,2026-06-28,0.26,5,10.22
AC-029229,AST-05302,CTRL-0154,False,0,0.0,2026-06-18,0.07,3,10.89
AC-029230,AST-05302,CTRL-0162,True,94,0.64,2026-08-24,0.95,2,3.72
AC-029231,AST-05302,CTRL-0148,True,78,0.89,2026-06-19,0.99,0,2.37
AC-029232,AST-05303,CTRL-0093,True,100,0.74,2026-08-15,0.51,0,0.44
AC-029233,AST-05303,CTRL-0085,True,83,0.56,2026-06-27,0.72,1,1.52
AC-029234,AST-05303,CTRL-0092,True,88,0.31,2026-07-14,0.58,2,2.39
AC-029235,AST-05303,CTRL-0086,True,81,0.89,2026-08-01,0.99,3,0.73
AC-029236,AST-05303,CTRL-0088,False,0,0.0,2026-08-30,0.11,3,3.57
AC-029237,AST-05303,CTRL-0090,True,61,0.66,2026-08-24,0.68,3,1.69
AC-029238,AST-05303,CTRL-0091,True,76,0.3,2026-08-26,1.0,1,2.33
AC-029239,AST-05304,CTRL-0055,True,95,0.77,2026-08-18,0.82,0,0.3
AC-029240,AST-05304,CTRL-0063,True,72,0.83,2026-08-16,0.83,2,0.5
AC-029241,AST-05304,CTRL-0054,False,0,0.0,2026-08-02,0.11,6,1.17
AC-029242,AST-05304,CTRL-0062,True,90,0.73,2026-06-26,0.51,3,0.51
AC-029243,AST-05304,CTRL-0053,True,98,0.66,2026-08-01,0.84,0,0.51
AC-029244,AST-05304,CTRL-0058,True,99,0.49,2026-07-26,0.69,2,0.62
AC-029245,AST-05305,CTRL-0229,True,98,0.34,2026-07-01,0.87,2,5.85
AC-029246,AST-05305,CTRL-0231,False,0,0.0,2026-08-02,0.16,7,8.45
AC-029247,AST-05305,CTRL-0224,False,0,0.0,2026-07-09,0.1,7,8.64
AC-029248,AST-05306,CTRL-0265,True,84,0.87,2026-07-18,0.67,2,1.54
AC-029249,AST-05306,CTRL-0271,True,69,0.59,2026-06-24,0.62,1,3.04
AC-029250,AST-05306,CTRL-0269,False,0,0.0,2026-06-10,0.09,4,4.74
AC-029251,AST-05306,CTRL-0263,False,0,0.0,2026-08-10,0.15,2,5.67
AC-029252,AST-05306,CTRL-0270,True,67,0.81,2026-06-26,0.84,2,2.34
AC-029253,AST-05306,CTRL-0266,True,60,0.53,2026-07-26,0.86,0,4.06
AC-029254,AST-05306,CTRL-0264,False,0,0.0,2026-08-27,0.17,9,5.15
AC-029255,AST-05307,CTRL-0040,True,60,0.72,2026-08-02,0.83,1,4.89
AC-029256,AST-05307,CTRL-0047,True,63,0.72,2026-06-23,0.74,2,4.93
AC-029257,AST-05307,CTRL-0044,True,70,0.88,2026-06-10,0.89,0,3.96
AC-029258,AST-05308,CTRL-0069,True,80,0.54,2026-08-30,0.87,1,4.16
AC-029259,AST-05308,CTRL-0081,True,91,0.42,2026-07-05,0.68,2,4.68
AC-029260,AST-05308,CTRL-0079,False,0,0.0,2026-08-12,0.13,9,6.9
AC-029261,AST-05308,CTRL-0067,True,85,0.43,2026-08-07,0.91,3,4.89
AC-029262,AST-05308,CTRL-0070,True,67,1.04,2026-08-25,0.89,2,2.86
AC-029263,AST-05308,CTRL-0082,False,0,0.0,2026-07-27,0.01,3,7.21
AC-029264,AST-05308,CTRL-0078,True,60,0.6,2026-08-08,0.82,1,4.5
AC-029265,AST-05309,CTRL-0288,True,75,0.62,2026-08-29,0.79,0,3.79
AC-029266,AST-05309,CTRL-0281,False,0,0.0,2026-06-20,0.29,1,6.77
AC-029267,AST-05309,CTRL-0289,True,84,0.82,2026-08-29,0.81,2,2.37
AC-029268,AST-05309,CTRL-0291,True,63,0.68,2026-08-01,0.8,3,4.52
AC-029269,AST-05309,CTRL-0276,True,78,0.64,2026-08-17,0.99,0,3.34
AC-029270,AST-05309,CTRL-0290,False,0,0.0,2026-07-09,0.25,5,6.58
AC-029271,AST-05309,CTRL-0285,True,62,0.44,2026-06-25,0.57,2,5.8
AC-029272,AST-05309,CTRL-0287,True,93,0.71,2026-08-27,0.76,3,2.12
AC-029273,AST-05310,CTRL-0112,False,0,0.0,2026-07-29,0.25,1,1.91
AC-029274,AST-05310,CTRL-0116,False,0,0.0,2026-06-12,0.02,5,1.56
AC-029275,AST-05310,CTRL-0100,True,67,0.33,2026-06-12,0.53,2,1.45
AC-029276,AST-05310,CTRL-0099,True,97,0.49,2026-07-23,0.7,1,0.94
AC-029277,AST-05310,CTRL-0096,True,90,0.95,2026-07-16,0.84,3,0.26
AC-029278,AST-05311,CTRL-0039,True,99,0.75,2026-06-28,0.62,3,1.48
AC-029279,AST-05311,CTRL-0030,True,67,0.47,2026-06-22,0.64,0,3.43
AC-029280,AST-05311,CTRL-0035,True,65,0.78,2026-07-01,0.99,0,2.33
AC-029281,AST-05312,CTRL-0205,True,75,0.71,2026-07-13,0.53,3,1.53
AC-029282,AST-05312,CTRL-0194,True,92,0.76,2026-06-09,0.79,0,1.23
AC-029283,AST-05312,CTRL-0197,True,77,0.41,2026-07-08,0.79,2,2.05
AC-029284,AST-05312,CTRL-0187,False,0,0.0,2026-07-18,0.06,9,3.74
AC-029285,AST-05312,CTRL-0204,True,75,0.42,2026-06-18,0.85,1,2.3
AC-029286,AST-05312,CTRL-0206,True,93,0.72,2026-06-16,0.92,2,1.07
AC-029287,AST-05312,CTRL-0189,True,90,0.75,2026-07-27,0.96,0,1.18
AC-029288,AST-05312,CTRL-0202,True,63,0.73,2026-06-07,0.72,0,1.73
AC-029289,AST-05313,CTRL-0139,True,79,0.72,2026-06-20,0.56,2,3.1
AC-029290,AST-05313,CTRL-0132,False,0,0.0,2026-08-11,0.18,6,7.34
AC-029291,AST-05313,CTRL-0134,False,0,0.0,2026-08-12,0.27,4,8.23
AC-029292,AST-05313,CTRL-0141,True,81,0.82,2026-08-14,0.53,0,2.93
AC-029293,AST-05314,CTRL-0049,True,100,0.49,2026-06-18,0.94,0,5.4
AC-029294,AST-05314,CTRL-0044,True,85,0.92,2026-08-05,0.51,3,2.76
AC-029295,AST-05314,CTRL-0048,True,62,0.37,2026-06-15,0.76,3,7.79
AC-029296,AST-05314,CTRL-0047,True,77,0.64,2026-06-20,0.83,2,3.92
AC-029297,AST-05314,CTRL-0041,True,64,0.58,2026-06-24,0.75,1,6.15
AC-029298,AST-05314,CTRL-0043,True,74,0.79,2026-07-01,0.96,1,3.65
AC-029299,AST-05314,CTRL-0045,True,82,0.33,2026-06-10,0.75,3,6.89
AC-029300,AST-05314,CTRL-0042,True,86,0.95,2026-08-05,0.85,1,2.06
AC-029301,AST-05315,CTRL-0301,False,0,0.0,2026-07-11,0.12,4,7.47
AC-029302,AST-05315,CTRL-0297,True,79,0.95,2026-09-02,0.76,2,1.92
AC-029303,AST-05315,CTRL-0294,True,76,0.55,2026-08-15,0.58,0,3.69
AC-029304,AST-05315,CTRL-0296,True,65,0.57,2026-07-26,0.56,0,4.12
AC-029305,AST-05315,CTRL-0300,True,64,0.66,2026-07-28,0.54,2,4.49
AC-029306,AST-05316,CTRL-0343,False,0,0.0,2026-06-25,0.18,7,7.22
AC-029307,AST-05316,CTRL-0332,True,91,0.54,2026-06-25,0.91,2,3.91
AC-029308,AST-05316,CTRL-0336,True,86,0.72,2026-08-19,0.96,3,2.3
AC-029309,AST-05316,CTRL-0337,True,65,0.61,2026-07-30,0.75,2,4.72
AC-029310,AST-05316,CTRL-0335,False,0,0.0,2026-06-25,0.19,8,6.54
AC-029311,AST-05316,CTRL-0327,True,68,0.57,2026-08-08,0.9,2,3.53
AC-029312,AST-05316,CTRL-0342,False,0,0.0,2026-08-20,0.03,1,8.43
AC-029313,AST-05316,CTRL-0333,True,62,0.82,2026-08-11,0.73,1,3.24
AC-029314,AST-05317,CTRL-0294,True,91,0.67,2026-06-30,0.53,3,3.04
AC-029315,AST-05317,CTRL-0298,False,0,0.0,2026-07-30,0.25,4,7.12
AC-029316,AST-05317,CTRL-0295,False,0,0.0,2026-08-31,0.27,8,5.94
AC-029317,AST-05317,CTRL-0300,True,70,0.64,2026-07-24,0.58,2,4.12
AC-029318,AST-05317,CTRL-0301,False,0,0.0,2026-09-02,0.12,1,6.18
AC-029319,AST-05317,CTRL-0297,True,69,0.98,2026-07-23,0.71,0,2.89
AC-029320,AST-05318,CTRL-0142,True,82,0.54,2026-08-20,0.65,2,4.9
AC-029321,AST-05318,CTRL-0141,True,71,0.75,2026-08-06,0.87,2,4.81
AC-029322,AST-05318,CTRL-0136,True,68,0.52,2026-06-17,0.78,2,6.38
AC-029323,AST-05318,CTRL-0145,True,70,0.58,2026-06-13,0.95,0,5.52
AC-029324,AST-05318,CTRL-0137,False,0,0.0,2026-06-13,0.07,4,10.53
AC-029325,AST-05318,CTRL-0143,False,0,0.0,2026-07-02,0.22,9,10.5
AC-029326,AST-05318,CTRL-0144,False,0,0.0,2026-08-31,0.05,3,9.34
AC-029327,AST-05319,CTRL-0066,True,84,0.45,2026-07-22,0.67,2,3.29
AC-029328,AST-05319,CTRL-0070,True,82,0.93,2026-07-14,0.5,0,1.06
AC-029329,AST-05319,CTRL-0072,False,0,0.0,2026-06-28,0.16,1,5.27
AC-029330,AST-05320,CTRL-0208,True,99,0.43,2026-08-24,0.79,0,2.79
AC-029331,AST-05320,CTRL-0212,True,65,0.41,2026-07-27,0.65,0,4.09
AC-029332,AST-05320,CTRL-0213,True,96,0.56,2026-08-29,0.8,3,3.02
AC-029333,AST-05320,CTRL-0215,False,0,0.0,2026-07-04,0.03,7,6.22
AC-029334,AST-05321,CTRL-0041,True,74,0.63,2026-07-08,0.83,2,1.25
AC-029335,AST-05321,CTRL-0045,True,87,0.32,2026-08-24,0.63,0,1.58
AC-029336,AST-05321,CTRL-0044,True,78,0.85,2026-07-28,0.99,2,0.73
AC-029337,AST-05321,CTRL-0046,True,81,0.59,2026-07-09,0.81,1,1.62
AC-029338,AST-05321,CTRL-0047,True,87,0.68,2026-06-09,0.6,0,1.01
AC-029339,AST-05321,CTRL-0049,True,67,0.47,2026-07-26,0.83,0,1.76
AC-029340,AST-05321,CTRL-0042,True,70,0.8,2026-08-16,0.75,3,0.83
AC-029341,AST-05322,CTRL-0379,True,70,0.83,2026-06-30,0.63,3,3.65
AC-029342,AST-05322,CTRL-0385,True,72,0.85,2026-08-14,0.71,2,3.19
AC-029343,AST-05322,CTRL-0380,False,0,0.0,2026-07-06,0.02,10,8.82
AC-029344,AST-05322,CTRL-0389,True,80,0.61,2026-07-15,0.57,2,4.53
AC-029345,AST-05322,CTRL-0388,True,91,0.89,2026-06-21,0.66,1,2.12
AC-029346,AST-05322,CTRL-0376,False,0,0.0,2026-08-27,0.04,0,8.34
AC-029347,AST-05323,CTRL-0330,True,63,1.0,2026-08-22,0.75,2,3.47
AC-029348,AST-05323,CTRL-0336,True,80,0.88,2026-07-03,0.6,2,3.01
AC-029349,AST-05323,CTRL-0327,True,69,0.66,2026-08-24,0.99,3,5.17
AC-029350,AST-05323,CTRL-0334,True,80,0.55,2026-08-08,0.88,1,3.71
AC-029351,AST-05324,CTRL-0264,False,0,0.0,2026-07-27,0.21,2,9.74
AC-029352,AST-05324,CTRL-0263,False,0,0.0,2026-07-07,0.16,7,8.49
AC-029353,AST-05324,CTRL-0268,True,99,0.84,2026-08-20,0.56,0,1.48
AC-029354,AST-05324,CTRL-0269,False,0,0.0,2026-06-09,0.13,0,9.83
AC-029355,AST-05324,CTRL-0265,True,72,0.92,2026-07-10,0.91,0,3.51
AC-029356,AST-05324,CTRL-0271,True,81,0.54,2026-06-21,1.0,0,5.01
AC-029357,AST-05324,CTRL-0270,True,92,0.96,2026-09-01,1.0,0,1.16
AC-029358,AST-05325,CTRL-0024,True,63,0.55,2026-06-09,0.61,0,1.14
AC-029359,AST-05325,CTRL-0017,True,98,0.55,2026-06-30,0.87,0,0.59
AC-029360,AST-05325,CTRL-0022,True,61,0.5,2026-09-03,0.65,1,1.21
AC-029361,AST-05325,CTRL-0028,False,0,0.0,2026-08-19,0.08,4,1.94
AC-029362,AST-05325,CTRL-0023,False,0,0.0,2026-07-23,0.18,2,1.97
AC-029363,AST-05325,CTRL-0025,False,0,0.0,2026-08-23,0.04,0,1.61
AC-029364,AST-05326,CTRL-0267,True,62,0.38,2026-07-14,0.58,3,7.11
AC-029365,AST-05326,CTRL-0263,False,0,0.0,2026-08-30,0.18,9,10.18
AC-029366,AST-05326,CTRL-0265,True,72,0.82,2026-07-04,0.91,0,3.75
AC-029367,AST-05326,CTRL-0270,True,96,0.8,2026-07-23,0.71,1,0.94
AC-029368,AST-05326,CTRL-0271,True,71,0.6,2026-07-18,0.71,2,5.28
AC-029369,AST-05326,CTRL-0268,True,81,0.88,2026-07-12,0.61,2,2.74
AC-029370,AST-05327,CTRL-0210,True,97,0.83,2026-08-11,0.65,2,0.52
AC-029371,AST-05327,CTRL-0214,False,0,0.0,2026-07-20,0.18,6,3.5
AC-029372,AST-05327,CTRL-0219,True,92,0.53,2026-08-22,0.88,0,1.59
AC-029373,AST-05327,CTRL-0211,False,0,0.0,2026-08-18,0.03,3,2.6
AC-029374,AST-05328,CTRL-0059,True,95,0.52,2026-07-29,0.84,1,2.58
AC-029375,AST-05328,CTRL-0054,False,0,0.0,2026-06-07,0.09,4,6.28
AC-029376,AST-05328,CTRL-0056,True,70,0.55,2026-06-14,0.87,0,3.28
AC-029377,AST-05328,CTRL-0051,True,93,0.46,2026-08-26,0.91,0,4.12
AC-029378,AST-05328,CTRL-0052,False,0,0.0,2026-08-02,0.23,0,7.51
AC-029379,AST-05328,CTRL-0064,True,83,0.41,2026-08-17,0.51,3,4.63
AC-029380,AST-05328,CTRL-0057,True,85,0.66,2026-07-24,0.57,3,2.76
AC-029381,AST-05329,CTRL-0186,True,87,0.94,2026-07-20,0.86,2,1.82
AC-029382,AST-05329,CTRL-0182,True,65,0.54,2026-06-13,0.78,2,4.47
AC-029383,AST-05329,CTRL-0184,False,0,0.0,2026-09-02,0.29,9,6.91
AC-029384,AST-05329,CTRL-0185,True,66,0.34,2026-08-04,0.87,3,4.41
AC-029385,AST-05329,CTRL-0180,True,95,0.47,2026-06-27,0.94,1,3.86
AC-029386,AST-05329,CTRL-0183,True,73,0.3,2026-07-15,0.79,3,5.6
AC-029387,AST-05329,CTRL-0181,True,88,0.33,2026-06-20,0.78,1,4.93
AC-029388,AST-05329,CTRL-0179,True,76,0.74,2026-08-06,0.63,1,2.3
AC-029389,AST-05330,CTRL-0258,False,0,0.0,2026-08-25,0.26,1,8.68
AC-029390,AST-05330,CTRL-0250,True,67,0.8,2026-06-15,0.55,1,4.06
AC-029391,AST-05330,CTRL-0262,False,0,0.0,2026-06-11,0.18,6,8.03
AC-029392,AST-05330,CTRL-0241,True,77,0.58,2026-07-01,0.55,0,5.08
AC-029393,AST-05331,CTRL-0222,True,84,0.57,2026-06-23,0.84,0,2.36
AC-029394,AST-05331,CTRL-0221,False,0,0.0,2026-07-31,0.28,1,5.39
AC-029395,AST-05331,CTRL-0225,True,95,0.61,2026-08-30,0.76,1,2.52
AC-029396,AST-05331,CTRL-0233,True,94,0.45,2026-07-19,0.73,2,2.77
AC-029397,AST-05331,CTRL-0237,False,0,0.0,2026-06-06,0.25,4,5.64
AC-029398,AST-05331,CTRL-0227,True,88,0.84,2026-08-01,0.67,2,1.08
AC-029399,AST-05331,CTRL-0228,False,0,0.0,2026-08-07,0.02,7,6.11
AC-029400,AST-05332,CTRL-0328,True,90,0.8,2026-07-28,0.57,3,0.37
AC-029401,AST-05332,CTRL-0340,True,90,0.48,2026-07-11,0.52,0,1.56
AC-029402,AST-05332,CTRL-0327,True,85,0.59,2026-08-10,0.74,3,1.21
AC-029403,AST-05332,CTRL-0336,True,61,0.75,2026-07-04,0.83,2,1.44
AC-029404,AST-05332,CTRL-0335,False,0,0.0,2026-06-26,0.2,10,2.68
AC-029405,AST-05333,CTRL-0051,True,72,0.49,2026-06-18,0.67,0,4.7
AC-029406,AST-05333,CTRL-0056,True,75,0.59,2026-06-30,0.91,3,3.09
AC-029407,AST-05333,CTRL-0061,False,0,0.0,2026-08-19,0.19,0,7.61
AC-029408,AST-05334,CTRL-0392,True,86,0.28,2026-07-09,0.93,2,7.5
AC-029409,AST-05334,CTRL-0387,True,96,0.85,2026-06-17,0.58,3,2.18
AC-029410,AST-05334,CTRL-0383,True,91,0.83,2026-08-06,0.9,1,2.36
AC-029411,AST-05334,CTRL-0385,True,93,1.01,2026-06-11,0.83,2,1.05
AC-029412,AST-05335,CTRL-0069,True,60,0.49,2026-08-26,0.57,0,1.19
AC-029413,AST-05335,CTRL-0068,False,0,0.0,2026-07-28,0.22,1,2.08
AC-029414,AST-05335,CTRL-0076,True,65,0.85,2026-07-13,0.99,0,0.76
AC-029415,AST-05335,CTRL-0081,True,87,0.48,2026-06-06,0.88,0,1.31
AC-029416,AST-05336,CTRL-0027,True,67,0.61,2026-06-15,0.81,0,6.18
AC-029417,AST-05336,CTRL-0021,True,93,0.49,2026-07-14,0.78,1,4.37
AC-029418,AST-05336,CTRL-0024,True,94,0.68,2026-07-23,0.87,3,4.01
AC-029419,AST-05336,CTRL-0025,False,0,0.0,2026-08-28,0.09,1,10.93
AC-029420,AST-05336,CTRL-0019,True,100,0.7,2026-06-13,0.74,2,2.89
AC-029421,AST-05336,CTRL-0020,True,68,0.62,2026-06-12,0.89,1,5.95
AC-029422,AST-05336,CTRL-0014,True,90,0.74,2026-07-20,0.86,0,3.85
AC-029423,AST-05336,CTRL-0023,False,0,0.0,2026-06-10,0.17,0,10.23
AC-029424,AST-05337,CTRL-0344,True,67,0.65,2026-08-05,0.55,0,1.14
AC-029425,AST-05337,CTRL-0349,True,71,0.98,2026-08-22,0.71,3,0.58
AC-029426,AST-05337,CTRL-0351,True,75,0.97,2026-07-30,0.92,2,0.62
AC-029427,AST-05337,CTRL-0350,False,0,0.0,2026-08-06,0.13,3,1.92
AC-029428,AST-05337,CTRL-0347,True,64,0.94,2026-08-10,0.81,2,0.66
AC-029429,AST-05337,CTRL-0348,True,93,0.49,2026-08-09,0.69,2,0.96
AC-029430,AST-05337,CTRL-0345,False,0,0.0,2026-08-29,0.23,10,1.66
AC-029431,AST-05338,CTRL-0380,False,0,0.0,2026-08-27,0.3,0,8.51
AC-029432,AST-05338,CTRL-0381,True,68,0.62,2026-08-12,0.7,3,4.52
AC-029433,AST-05338,CTRL-0379,True,75,0.84,2026-08-26,0.96,1,2.52
AC-029434,AST-05338,CTRL-0378,True,84,0.35,2026-08-01,0.84,1,6.22
AC-029435,AST-05338,CTRL-0388,True,70,0.79,2026-08-22,0.92,3,3.57
AC-029436,AST-05338,CTRL-0382,True,71,0.36,2026-09-01,0.69,0,5.42
AC-029437,AST-05338,CTRL-0392,True,92,0.34,2026-07-15,0.64,0,5.49
AC-029438,AST-05339,CTRL-0032,True,71,0.55,2026-07-21,0.65,0,3.45
AC-029439,AST-05339,CTRL-0029,True,88,0.46,2026-08-11,0.94,1,3.37
AC-029440,AST-05339,CTRL-0031,False,0,0.0,2026-06-10,0.28,8,6.12
AC-029441,AST-05339,CTRL-0033,True,96,0.82,2026-08-25,0.88,0,1.12
AC-029442,AST-05339,CTRL-0039,True,86,0.65,2026-06-18,0.62,1,2.28
AC-029443,AST-05339,CTRL-0030,True,67,0.47,2026-06-15,0.55,3,4.49
AC-029444,AST-05340,CTRL-0023,False,0,0.0,2026-07-31,0.04,6,2.2
AC-029445,AST-05340,CTRL-0021,True,88,0.51,2026-08-07,0.53,1,0.9
AC-029446,AST-05340,CTRL-0013,False,0,0.0,2026-06-27,0.08,7,1.86
AC-029447,AST-05340,CTRL-0027,True,74,0.6,2026-07-22,0.59,0,1.08
AC-029448,AST-05341,CTRL-0349,True,79,0.8,2026-06-17,0.67,0,1.26
AC-029449,AST-05341,CTRL-0348,True,65,0.53,2026-08-17,0.83,3,2.97
AC-029450,AST-05341,CTRL-0347,True,77,0.9,2026-06-11,0.79,1,1.49
AC-029451,AST-05341,CTRL-0351,True,66,0.78,2026-07-29,0.87,2,1.6
AC-029452,AST-05341,CTRL-0346,True,96,0.36,2026-06-28,0.56,0,2.7
AC-029453,AST-05341,CTRL-0350,False,0,0.0,2026-08-29,0.19,10,4.48
AC-029454,AST-05341,CTRL-0344,True,75,0.64,2026-07-09,0.82,3,2.19
AC-029455,AST-05342,CTRL-0190,True,88,0.9,2026-08-01,0.62,2,0.34
AC-029456,AST-05342,CTRL-0201,False,0,0.0,2026-07-12,0.26,3,1.8
AC-029457,AST-05342,CTRL-0206,True,68,0.67,2026-07-09,0.89,2,0.96
AC-029458,AST-05342,CTRL-0200,True,73,0.69,2026-06-15,0.9,1,0.83
AC-029459,AST-05342,CTRL-0189,True,88,0.71,2026-06-18,0.53,1,0.69
AC-029460,AST-05342,CTRL-0195,True,79,0.62,2026-08-31,0.54,2,0.84
AC-029461,AST-05342,CTRL-0204,True,60,0.43,2026-06-10,0.62,0,1.54
AC-029462,AST-05342,CTRL-0197,True,73,0.5,2026-06-18,0.9,0,1.17
AC-029463,AST-05343,CTRL-0013,False,0,0.0,2026-08-07,0.28,6,8.05
AC-029464,AST-05343,CTRL-0021,True,91,0.53,2026-06-20,0.63,2,3.75
AC-029465,AST-05343,CTRL-0022,True,92,0.51,2026-07-18,0.95,1,3.74
AC-029466,AST-05344,CTRL-0121,True,74,0.76,2026-07-20,0.96,0,2.24
AC-029467,AST-05344,CTRL-0127,True,72,0.6,2026-08-19,0.98,2,2.8
AC-029468,AST-05344,CTRL-0129,True,71,0.41,2026-06-06,0.58,3,3.6
AC-029469,AST-05344,CTRL-0128,False,0,0.0,2026-09-03,0.25,1,5.3
AC-029470,AST-05344,CTRL-0122,False,0,0.0,2026-08-09,0.16,8,5.57
AC-029471,AST-05344,CTRL-0117,False,0,0.0,2026-07-02,0.21,5,4.83
AC-029472,AST-05344,CTRL-0125,False,0,0.0,2026-08-07,0.25,6,4.54
AC-029473,AST-05344,CTRL-0119,False,0,0.0,2026-07-09,0.09,4,4.47
AC-029474,AST-05345,CTRL-0329,False,0,0.0,2026-07-26,0.05,5,8.05
AC-029475,AST-05345,CTRL-0336,True,60,0.76,2026-08-25,0.57,3,4.08
AC-029476,AST-05345,CTRL-0338,False,0,0.0,2026-07-28,0.21,1,8.73
AC-029477,AST-05346,CTRL-0201,False,0,0.0,2026-08-04,0.29,8,5.93
AC-029478,AST-05346,CTRL-0200,True,83,0.8,2026-06-21,0.76,0,1.82
AC-029479,AST-05346,CTRL-0206,True,70,0.82,2026-06-12,0.64,3,2.58
