iam_event_id,organization_id,asset_id,user_count,privileged_user_count,orphan_accounts,inactive_accounts,mfa_enabled_percentage,excessive_privilege_count,failed_login_count,suspicious_login_count,password_policy_score,privileged_access_risk,identity_risk_score
IAM-005714,ORG-015,AST-05714,320,26,5,20,57,21,184,5,0.49,High,6.6
IAM-005715,ORG-021,AST-05715,290,3,10,13,94,0,97,8,0.57,Low,3.4
IAM-005716,ORG-013,AST-05716,260,4,9,11,37,0,27,1,0.39,Low,5.7
IAM-005717,ORG-019,AST-05717,238,21,7,22,75,2,170,11,0.95,Low,4.5
IAM-005718,ORG-003,AST-05718,422,18,5,25,81,15,111,22,0.38,High,7.0
IAM-005719,ORG-010,AST-05719,482,11,13,22,65,8,147,24,0.46,High,10.0
IAM-005720,ORG-022,AST-05720,83,7,3,1,87,6,129,8,0.34,High,4.4
IAM-005721,ORG-025,AST-05721,258,6,8,11,67,1,124,20,0.59,Low,6.6
IAM-005722,ORG-022,AST-05722,236,21,8,0,71,21,98,5,0.71,High,7.0
IAM-005723,ORG-022,AST-05723,255,18,6,14,80,9,140,12,0.64,Medium,5.4
IAM-005724,ORG-022,AST-05724,140,10,1,2,88,3,64,8,0.86,Medium,3.2
IAM-005725,ORG-016,AST-05725,391,28,15,20,56,18,40,4,0.48,High,8.3
IAM-005726,ORG-001,AST-05726,355,17,5,31,65,13,99,8,0.83,High,6.0
IAM-005727,ORG-011,AST-05727,332,29,5,28,71,29,35,3,0.5,High,6.2
IAM-005728,ORG-008,AST-05728,275,25,7,25,64,24,144,27,0.54,High,9.3
IAM-005729,ORG-017,AST-05729,175,8,6,9,71,5,31,3,0.62,High,5.1
IAM-005730,ORG-012,AST-05730,218,11,7,17,100,0,17,1,0.3,Low,1.8
IAM-005731,ORG-018,AST-05731,93,3,3,1,66,0,140,19,0.39,Low,4.8
IAM-005732,ORG-008,AST-05732,11,2,0,0,82,0,197,26,0.78,Low,3.6
IAM-005733,ORG-009,AST-05733,453,9,9,24,44,5,96,8,0.58,High,8.4
IAM-005734,ORG-018,AST-05734,462,46,3,37,53,33,2,0,0.45,High,6.3
IAM-005735,ORG-002,AST-05735,108,5,0,5,92,3,169,32,0.63,High,5.5
IAM-005736,ORG-011,AST-05736,185,18,7,6,57,18,7,0,0.5,High,7.6
IAM-005737,ORG-008,AST-05737,464,21,12,12,82,3,111,17,0.56,Medium,5.7
IAM-005738,ORG-005,AST-05738,484,35,5,0,40,12,100,6,0.91,Medium,6.6
IAM-005739,ORG-016,AST-05739,117,11,4,4,39,9,100,1,0.61,High,7.3
IAM-005740,ORG-019,AST-05740,399,25,19,1,100,1,113,21,0.44,Low,6.4
IAM-005741,ORG-004,AST-05741,425,33,19,33,71,13,196,34,0.64,Medium,9.8
IAM-005742,ORG-007,AST-05742,447,28,4,35,30,28,195,19,0.36,High,10
IAM-005743,ORG-023,AST-05743,266,4,12,15,46,2,55,9,0.95,Low,8.6
IAM-005744,ORG-009,AST-05744,440,31,1,16,42,30,101,11,0.64,High,8.3
IAM-005745,ORG-010,AST-05745,26,2,1,0,91,0,1,1,0.38,Low,0.9
IAM-005746,ORG-019,AST-05746,470,44,19,44,62,10,24,4,0.71,Medium,7.0
IAM-005747,ORG-002,AST-05747,241,8,0,4,75,4,118,9,0.83,Medium,4.5
IAM-005748,ORG-021,AST-05748,400,14,13,13,86,13,81,2,0.62,High,6.8
IAM-005749,ORG-017,AST-05749,158,9,1,4,47,1,84,13,0.62,Low,5.6
IAM-005750,ORG-019,AST-05750,6,2,0,0,49,0,181,14,0.5,Low,4.4
IAM-005751,ORG-007,AST-05751,285,15,6,10,91,12,88,14,0.32,High,5.2
IAM-005752,ORG-007,AST-05752,228,4,5,17,45,2,75,5,0.3,Low,7.2
IAM-005753,ORG-003,AST-05753,252,19,4,10,78,11,42,0,0.32,High,3.8
IAM-005754,ORG-018,AST-05754,356,22,11,33,70,19,173,5,0.47,High,7.6
IAM-005755,ORG-005,AST-05755,368,15,7,22,35,4,91,11,0.32,Medium,7.5
IAM-005756,ORG-023,AST-05756,87,8,0,1,57,5,7,0,0.79,High,4.5
IAM-005757,ORG-017,AST-05757,245,20,4,4,40,11,176,34,0.62,High,9.9
IAM-005758,ORG-008,AST-05758,153,6,5,14,44,0,178,28,0.89,Low,7.2
IAM-005759,ORG-005,AST-05759,284,18,14,21,69,18,135,2,0.99,High,8.2
IAM-005760,ORG-022,AST-05760,61,3,2,3,82,2,150,25,0.76,High,6.0
IAM-005761,ORG-022,AST-05761,135,4,1,10,94,3,78,6,1.0,High,3.1
IAM-005762,ORG-019,AST-05762,456,9,20,17,100,9,102,15,0.56,High,8.5
IAM-005763,ORG-022,AST-05763,274,23,6,3,56,20,7,0,0.37,High,6.8
IAM-005764,ORG-021,AST-05764,471,39,6,35,82,11,60,9,0.52,Medium,4.1
IAM-005765,ORG-001,AST-05765,96,4,1,7,64,4,63,2,0.41,High,5.7
IAM-005766,ORG-025,AST-05766,435,27,17,7,58,2,190,3,0.47,Low,6.8
IAM-005767,ORG-006,AST-05767,173,1,6,4,59,0,172,9,0.74,Low,4.8
IAM-005768,ORG-004,AST-05768,168,14,0,7,83,5,196,23,0.37,Medium,4.1
IAM-005769,ORG-023,AST-05769,363,19,15,15,77,9,56,7,0.5,Medium,6.2
IAM-005770,ORG-006,AST-05770,170,8,4,14,93,1,56,8,0.63,Low,2.1
IAM-005771,ORG-010,AST-05771,251,1,1,3,69,1,109,14,0.52,High,6.4
IAM-005772,ORG-021,AST-05772,9,1,0,0,44,1,168,12,0.46,High,7.6
IAM-005773,ORG-006,AST-05773,439,30,6,33,62,2,95,14,0.45,Low,5.8
IAM-005774,ORG-013,AST-05774,406,11,12,35,36,9,122,5,0.75,High,9.2
IAM-005775,ORG-023,AST-05775,236,13,1,13,88,3,175,14,0.41,Medium,3.4
IAM-005776,ORG-009,AST-05776,429,23,18,5,52,19,180,23,0.87,High,10
IAM-005777,ORG-022,AST-05777,234,9,4,16,69,0,162,32,0.48,Low,6.5
IAM-005778,ORG-002,AST-05778,132,1,2,9,64,0,86,17,0.56,Low,4.4
IAM-005779,ORG-020,AST-05779,39,1,1,1,86,0,147,15,0.92,Low,2.6
IAM-005780,ORG-001,AST-05780,256,17,11,10,87,4,50,5,0.43,Medium,4.3
IAM-005781,ORG-005,AST-05781,467,33,15,41,92,3,87,5,0.46,Medium,3.8
IAM-005782,ORG-024,AST-05782,360,35,2,15,63,17,10,0,0.36,Medium,4.2
IAM-005783,ORG-005,AST-05783,26,1,0,1,59,1,13,2,0.67,High,5.9
IAM-005784,ORG-012,AST-05784,490,5,19,0,80,0,82,4,0.64,Low,5.4
IAM-005785,ORG-024,AST-05785,190,2,2,9,91,0,188,7,0.41,Low,1.3
IAM-005786,ORG-025,AST-05786,399,25,6,5,35,7,153,30,0.99,Medium,9.1
IAM-005787,ORG-005,AST-05787,114,4,3,11,65,4,7,0,0.84,High,5.6
IAM-005788,ORG-005,AST-05788,453,40,12,28,87,10,76,12,0.55,Medium,5.7
IAM-005789,ORG-011,AST-05789,123,12,2,0,49,12,80,3,0.64,High,7.4
IAM-005790,ORG-022,AST-05790,19,2,0,1,92,1,11,2,0.81,Low,2.6
IAM-005791,ORG-020,AST-05791,131,8,2,4,41,7,178,11,0.74,High,7.8
IAM-005792,ORG-014,AST-05792,130,13,3,0,45,1,86,0,0.73,Low,4.3
IAM-005793,ORG-013,AST-05793,287,11,7,6,74,5,60,10,0.89,Medium,5.4
IAM-005794,ORG-015,AST-05794,226,12,1,13,43,9,22,1,0.47,High,6.2
IAM-005795,ORG-011,AST-05795,59,2,1,0,57,2,188,16,0.42,High,7.6
IAM-005796,ORG-001,AST-05796,155,9,3,8,53,9,16,3,0.43,High,7.0
IAM-005797,ORG-012,AST-05797,261,7,8,5,55,6,109,0,0.35,High,7.1
IAM-005798,ORG-016,AST-05798,435,33,8,25,46,25,48,6,0.69,High,8.0
IAM-005799,ORG-021,AST-05799,401,37,5,28,53,18,27,1,0.36,Medium,6.0
IAM-005800,ORG-020,AST-05800,237,19,3,17,84,10,35,1,0.94,High,2.9
IAM-005801,ORG-011,AST-05801,297,17,12,20,94,17,44,0,0.55,High,5.4
IAM-005802,ORG-006,AST-05802,53,3,2,0,84,1,74,5,0.54,Low,3.5
IAM-005803,ORG-024,AST-05803,412,38,18,12,66,16,119,16,0.84,Medium,8.4
IAM-005804,ORG-010,AST-05804,181,2,5,18,74,1,45,0,0.62,Low,3.9
IAM-005805,ORG-017,AST-05805,150,13,0,5,78,2,92,8,0.44,Low,3.1
IAM-005806,ORG-024,AST-05806,208,19,3,17,55,7,102,8,1.0,Medium,5.0
IAM-005807,ORG-008,AST-05807,338,23,6,31,32,21,39,1,0.73,High,8.4
IAM-005808,ORG-021,AST-05808,64,5,2,1,96,3,185,8,0.94,High,3.2
IAM-005809,ORG-008,AST-05809,122,4,2,4,34,2,46,1,0.91,Low,6.5
IAM-005810,ORG-014,AST-05810,349,28,0,20,44,18,32,5,0.37,High,6.1
IAM-005811,ORG-010,AST-05811,460,44,12,13,32,7,24,4,0.54,Medium,7.6
IAM-005812,ORG-006,AST-05812,52,1,2,2,76,1,98,15,0.79,High,6.6
IAM-005813,ORG-013,AST-05813,199,18,4,0,67,11,133,9,0.9,High,5.8
IAM-005814,ORG-001,AST-05814,164,11,4,1,62,0,5,1,0.91,Low,3.2
IAM-005815,ORG-022,AST-05815,323,11,7,22,67,2,71,14,0.4,Low,5.8
IAM-005816,ORG-012,AST-05816,267,18,4,24,60,9,26,2,0.93,Medium,5.3
IAM-005817,ORG-024,AST-05817,419,34,20,31,88,27,34,5,0.98,High,7.7
IAM-005818,ORG-017,AST-05818,316,11,7,12,30,5,103,20,0.88,Medium,9.2
IAM-005819,ORG-025,AST-05819,150,15,3,11,46,6,160,15,0.38,Medium,7.4
IAM-005820,ORG-001,AST-05820,72,6,2,3,57,1,32,2,0.88,Low,4.1
IAM-005821,ORG-013,AST-05821,498,15,4,5,60,5,91,15,0.8,Medium,6.0
IAM-005822,ORG-010,AST-05822,467,28,15,16,68,9,30,5,0.46,Medium,7.0
IAM-005823,ORG-001,AST-05823,336,2,6,6,98,2,67,12,0.37,High,5.3
IAM-005824,ORG-017,AST-05824,404,11,14,33,88,6,109,19,0.39,High,6.7
IAM-005825,ORG-005,AST-05825,227,21,2,11,52,17,129,23,0.65,High,8.7
IAM-005826,ORG-009,AST-05826,311,7,10,30,94,7,58,4,0.87,High,5.4
IAM-005827,ORG-015,AST-05827,198,11,4,8,38,6,49,6,0.84,High,7.1
IAM-005828,ORG-022,AST-05828,251,11,4,14,85,2,11,0,0.33,Low,2.4
IAM-005829,ORG-009,AST-05829,166,5,1,3,33,0,31,6,0.68,Low,5.5
IAM-005830,ORG-014,AST-05830,250,5,0,18,81,4,148,15,0.98,High,4.9
IAM-005831,ORG-016,AST-05831,418,13,0,8,58,12,47,8,0.6,High,6.2
IAM-005832,ORG-025,AST-05832,277,18,8,13,97,12,107,1,0.42,High,3.6
IAM-005833,ORG-016,AST-05833,194,18,8,9,91,0,95,15,0.99,Low,4.0
IAM-005834,ORG-019,AST-05834,210,2,3,21,93,2,93,3,0.58,High,4.2
IAM-005835,ORG-018,AST-05835,466,37,5,44,66,22,198,32,0.89,High,8.5
IAM-005836,ORG-011,AST-05836,391,1,10,19,87,1,53,1,0.88,High,6.1
IAM-005837,ORG-006,AST-05837,312,14,0,27,64,11,24,2,0.67,High,5.4
IAM-005838,ORG-024,AST-05838,49,4,0,3,57,2,22,4,0.42,Low,4.9
IAM-005839,ORG-005,AST-05839,85,6,4,8,79,0,114,20,0.51,Low,4.0
IAM-005840,ORG-013,AST-05840,392,9,13,14,81,7,172,13,0.32,High,7.8
IAM-005841,ORG-011,AST-05841,148,2,3,12,97,1,73,14,0.51,Low,3.3
IAM-005842,ORG-018,AST-05842,489,8,0,3,59,8,86,15,0.89,High,7.2
IAM-005843,ORG-022,AST-05843,254,3,0,15,34,0,172,33,0.39,Low,8.0
IAM-005844,ORG-023,AST-05844,165,5,7,8,96,4,142,21,0.79,High,6.4
IAM-005845,ORG-001,AST-05845,207,16,7,19,47,13,166,11,0.53,High,8.9
IAM-005846,ORG-012,AST-05846,333,32,13,6,42,11,11,1,0.77,Medium,7.2
IAM-005847,ORG-016,AST-05847,494,49,2,40,93,39,14,2,0.84,High,3.8
IAM-005848,ORG-013,AST-05848,33,3,1,3,80,1,73,6,0.32,Low,2.8
IAM-005849,ORG-010,AST-05849,381,34,7,20,69,4,97,0,0.42,Medium,4.0
IAM-005850,ORG-012,AST-05850,202,7,7,0,93,0,64,1,0.97,Low,2.2
IAM-005851,ORG-011,AST-05851,372,13,7,10,99,6,140,12,0.48,Medium,4.2
IAM-005852,ORG-007,AST-05852,73,3,3,4,88,1,54,1,0.88,Low,2.9
IAM-005853,ORG-010,AST-05853,200,8,1,4,34,1,97,8,0.94,Low,5.3
IAM-005854,ORG-002,AST-05854,434,11,17,25,78,3,22,2,0.95,Medium,5.8
IAM-005855,ORG-019,AST-05855,53,2,2,1,63,2,56,2,0.58,High,5.9
IAM-005856,ORG-021,AST-05856,445,39,12,27,80,30,6,0,0.8,High,5.9
IAM-005857,ORG-016,AST-05857,21,2,0,0,31,2,113,4,0.56,High,8.2
IAM-005858,ORG-022,AST-05858,289,14,7,5,91,3,176,26,0.31,Medium,5.5
IAM-005859,ORG-017,AST-05859,46,1,0,2,77,0,173,31,0.41,Low,4.7
IAM-005860,ORG-022,AST-05860,142,5,2,0,88,3,46,8,0.5,High,4.3
IAM-005861,ORG-003,AST-05861,238,19,9,17,53,16,175,22,0.66,High,9.5
IAM-005862,ORG-014,AST-05862,241,12,11,21,30,10,71,9,0.89,High,10
IAM-005863,ORG-024,AST-05863,317,12,3,22,35,4,80,1,0.81,Medium,6.2
IAM-005864,ORG-012,AST-05864,195,17,2,7,68,3,124,17,0.41,Medium,4.7
IAM-005865,ORG-005,AST-05865,90,3,3,2,90,1,119,6,0.68,Low,2.8
IAM-005866,ORG-004,AST-05866,134,5,5,12,58,4,87,8,1.0,High,6.9
IAM-005867,ORG-022,AST-05867,193,6,6,18,97,6,28,4,0.75,High,4.9
IAM-005868,ORG-002,AST-05868,83,7,2,0,60,7,189,13,0.57,High,7.6
IAM-005869,ORG-024,AST-05869,456,40,10,36,77,6,106,13,0.39,Medium,5.4
IAM-005870,ORG-001,AST-05870,36,3,0,3,100,0,111,17,0.9,Low,1.7
IAM-005871,ORG-003,AST-05871,266,6,0,22,96,5,52,4,0.58,High,3.0
IAM-005872,ORG-003,AST-05872,399,22,0,33,48,12,56,0,0.37,High,4.8
IAM-005873,ORG-023,AST-05873,14,1,0,1,47,0,54,5,0.92,Low,4.1
IAM-005874,ORG-001,AST-05874,423,14,17,27,50,7,92,0,0.92,Medium,8.7
IAM-005875,ORG-025,AST-05875,374,37,3,26,76,10,51,7,0.86,Medium,3.3
IAM-005876,ORG-006,AST-05876,299,22,4,1,78,3,162,27,0.88,Medium,5.7
IAM-005877,ORG-025,AST-05877,74,6,2,3,89,6,3,1,0.7,High,4.4
IAM-005878,ORG-022,AST-05878,83,6,0,1,97,4,35,2,0.52,High,2.8
IAM-005879,ORG-002,AST-05879,288,1,9,3,89,1,35,5,0.91,High,6.5
IAM-005880,ORG-006,AST-05880,384,28,4,8,100,13,56,3,0.41,Medium,2.8
IAM-005881,ORG-006,AST-05881,314,25,11,15,82,17,121,9,0.31,High,6.0
IAM-005882,ORG-018,AST-05882,25,2,1,1,59,1,22,2,0.39,Low,4.4
IAM-005883,ORG-003,AST-05883,402,26,2,19,37,24,63,0,0.91,High,7.7
IAM-005884,ORG-017,AST-05884,433,7,19,17,41,1,188,8,0.41,Low,8.6
IAM-005885,ORG-025,AST-05885,205,14,2,17,47,0,156,0,0.75,Low,3.6
IAM-005886,ORG-001,AST-05886,423,2,14,33,92,0,0,1,0.99,Low,3.6
IAM-005887,ORG-020,AST-05887,328,24,9,22,91,4,177,3,0.79,Medium,3.6
IAM-005888,ORG-008,AST-05888,207,16,9,16,80,11,198,34,0.95,High,9.0
IAM-005889,ORG-018,AST-05889,365,13,5,28,96,8,132,7,0.43,High,3.7
IAM-005890,ORG-015,AST-05890,439,16,15,22,47,15,162,29,0.74,High,10
IAM-005891,ORG-014,AST-05891,484,7,10,0,85,4,143,8,0.91,High,5.6
IAM-005892,ORG-005,AST-05892,412,13,1,28,86,11,142,12,0.52,High,4.7
IAM-005893,ORG-001,AST-05893,251,8,7,18,80,4,164,32,0.64,Medium,7.0
IAM-005894,ORG-014,AST-05894,476,39,10,40,72,2,5,0,0.48,Low,4.4
IAM-005895,ORG-007,AST-05895,14,1,0,1,53,0,174,11,0.35,Low,4.1
IAM-005896,ORG-012,AST-05896,23,2,1,1,45,2,83,16,0.94,High,8.6
IAM-005897,ORG-005,AST-05897,130,7,6,8,56,1,17,1,0.48,Low,4.3
IAM-005898,ORG-019,AST-05898,61,3,3,1,81,0,29,5,0.32,Low,2.1
IAM-005899,ORG-009,AST-05899,238,7,8,17,44,3,28,3,0.51,Medium,6.7
IAM-005900,ORG-004,AST-05900,241,19,5,18,64,17,23,3,0.81,High,6.0
IAM-005901,ORG-024,AST-05901,198,5,8,14,55,0,74,12,0.82,Low,5.9
IAM-005902,ORG-015,AST-05902,120,5,5,5,86,1,71,11,0.78,Low,3.2
IAM-005903,ORG-002,AST-05903,249,6,8,21,97,1,195,39,0.67,Low,6.1
IAM-005904,ORG-002,AST-05904,89,6,3,4,90,2,188,11,0.49,Low,3.3
IAM-005905,ORG-023,AST-05905,329,8,16,14,77,0,129,19,0.98,Low,7.0
IAM-005906,ORG-023,AST-05906,407,16,3,15,77,16,118,23,0.85,High,7.0
IAM-005907,ORG-019,AST-05907,61,2,1,6,91,2,25,2,0.94,High,4.2
IAM-005908,ORG-011,AST-05908,87,2,0,7,58,1,174,20,0.89,Low,6.4
IAM-005909,ORG-014,AST-05909,482,7,8,5,89,1,93,0,0.43,Low,2.9
IAM-005910,ORG-005,AST-05910,431,28,15,41,64,0,169,6,0.92,Low,6.2
IAM-005911,ORG-017,AST-05911,24,1,1,0,75,0,38,7,0.66,Low,2.4
IAM-005912,ORG-023,AST-05912,293,26,4,27,54,19,108,4,0.71,High,6.6
IAM-005913,ORG-017,AST-05913,482,47,6,1,73,37,55,1,0.82,High,5.3
IAM-005914,ORG-025,AST-05914,167,14,8,14,61,6,186,1,0.74,Medium,5.2
IAM-005915,ORG-021,AST-05915,476,46,1,19,78,7,88,9,0.84,Medium,2.6
IAM-005916,ORG-024,AST-05916,328,21,7,24,46,21,120,17,0.82,High,9.3
IAM-005917,ORG-021,AST-05917,449,44,16,17,89,10,114,17,0.89,Medium,6.6
IAM-005918,ORG-015,AST-05918,30,2,1,2,48,2,51,1,0.95,High,7.1
IAM-005919,ORG-003,AST-05919,247,23,4,23,50,16,49,5,0.82,High,6.6
IAM-005920,ORG-020,AST-05920,7,1,0,0,64,1,198,26,0.96,High,7.8
IAM-005921,ORG-001,AST-05921,174,5,7,11,47,0,180,29,0.44,Low,7.7
IAM-005922,ORG-016,AST-05922,439,1,0,33,98,0,31,2,0.9,Low,0.4
IAM-005923,ORG-003,AST-05923,288,16,11,4,74,12,143,2,0.4,High,6.7
IAM-005924,ORG-022,AST-05924,358,5,9,15,59,2,41,7,0.47,Low,6.1
IAM-005925,ORG-014,AST-05925,145,5,2,9,49,0,160,7,0.7,Low,4.7
IAM-005926,ORG-005,AST-05926,144,4,1,5,57,4,187,1,0.54,High,6.1
IAM-005927,ORG-022,AST-05927,231,16,9,23,78,4,148,22,0.46,Medium,6.6
IAM-005928,ORG-003,AST-05928,91,2,0,3,69,2,174,13,0.35,High,6.2
IAM-005929,ORG-003,AST-05929,427,10,9,38,42,9,183,15,0.68,High,10
IAM-005930,ORG-018,AST-05930,364,6,3,23,66,4,112,2,0.33,High,5.1
IAM-005931,ORG-011,AST-05931,363,6,7,33,90,6,140,22,1.0,High,7.4
IAM-005932,ORG-011,AST-05932,414,5,18,10,39,1,195,10,0.54,Low,9.0
IAM-005933,ORG-020,AST-05933,328,11,8,0,85,4,84,13,0.72,Medium,5.2
IAM-005934,ORG-006,AST-05934,178,4,0,17,31,2,11,1,0.56,Low,6.3
IAM-005935,ORG-014,AST-05935,201,11,7,19,53,3,74,10,0.67,Medium,6.2
IAM-005936,ORG-012,AST-05936,343,7,15,33,84,3,90,13,0.59,Medium,6.2
IAM-005937,ORG-023,AST-05937,279,17,13,26,71,15,148,22,0.94,High,9.0
IAM-005938,ORG-021,AST-05938,222,10,0,16,91,3,190,13,0.49,Medium,2.4
IAM-005939,ORG-001,AST-05939,244,15,8,24,84,5,161,27,0.76,Medium,6.6
IAM-005940,ORG-022,AST-05940,494,12,15,8,40,0,1,1,0.36,Low,7.0
IAM-005941,ORG-024,AST-05941,80,4,3,7,71,1,106,12,0.34,Low,4.8
IAM-005942,ORG-011,AST-05942,474,20,18,35,40,15,60,6,0.57,High,10
IAM-005943,ORG-025,AST-05943,178,16,2,12,96,0,190,33,0.59,Low,4.2
IAM-005944,ORG-010,AST-05944,274,9,0,12,75,1,107,17,0.7,Low,3.6
IAM-005945,ORG-021,AST-05945,153,1,0,5,33,1,80,6,0.64,High,8.3
IAM-005946,ORG-006,AST-05946,194,12,5,8,80,3,28,3,0.42,Medium,3.9
IAM-005947,ORG-003,AST-05947,43,3,1,0,78,3,109,20,0.49,High,6.4
IAM-005948,ORG-002,AST-05948,441,25,9,10,63,2,38,4,0.49,Low,4.7
IAM-005949,ORG-019,AST-05949,322,18,12,0,86,9,157,5,0.54,Medium,5.2
IAM-005950,ORG-022,AST-05950,107,2,4,3,82,1,22,0,1.0,Low,3.9
IAM-005951,ORG-017,AST-05951,31,1,1,1,80,0,87,8,0.61,Low,2.6
IAM-005952,ORG-006,AST-05952,370,28,2,21,62,16,161,1,0.79,High,4.8
IAM-005953,ORG-002,AST-05953,381,6,9,36,33,3,141,8,0.67,Medium,8.5
IAM-005954,ORG-015,AST-05954,265,17,13,6,49,0,170,12,0.99,Low,7.2
IAM-005955,ORG-020,AST-05955,58,4,1,0,88,1,110,1,0.8,Low,1.5
IAM-005956,ORG-011,AST-05956,308,21,13,13,86,3,63,12,0.43,Medium,4.9
IAM-005957,ORG-015,AST-05957,432,43,9,34,37,20,23,1,0.52,Medium,7.4
IAM-005958,ORG-009,AST-05958,49,4,1,3,94,4,8,1,0.73,High,3.4
IAM-005959,ORG-020,AST-05959,102,5,2,0,33,5,190,29,0.4,High,10
IAM-005960,ORG-019,AST-05960,247,13,7,7,33,12,119,14,0.5,High,10
IAM-005961,ORG-008,AST-05961,465,45,12,18,48,32,76,1,0.49,High,8.1
IAM-005962,ORG-014,AST-05962,143,14,6,9,49,2,65,7,0.5,Low,5.4
IAM-005963,ORG-019,AST-05963,24,2,1,2,39,0,195,8,0.96,Low,5.0
IAM-005964,ORG-019,AST-05964,379,12,13,1,36,1,102,18,0.55,Low,9.0
IAM-005965,ORG-008,AST-05965,138,13,5,13,76,8,76,0,0.55,High,4.6
IAM-005966,ORG-015,AST-05966,400,30,0,31,95,2,31,1,0.74,Low,1.0
IAM-005967,ORG-007,AST-05967,444,17,13,7,36,0,175,30,0.93,Low,10
IAM-005968,ORG-024,AST-05968,45,3,2,4,41,3,47,2,0.64,High,7.5
IAM-005969,ORG-003,AST-05969,162,13,4,1,95,12,70,3,0.83,High,4.2
IAM-005970,ORG-024,AST-05970,357,24,11,11,88,22,42,6,0.39,High,6.8
IAM-005971,ORG-016,AST-05971,483,2,1,27,91,0,141,6,0.34,Low,1.1
IAM-005972,ORG-019,AST-05972,29,1,1,2,48,0,13,0,0.54,Low,4.1
IAM-005973,ORG-008,AST-05973,71,6,0,6,66,2,145,17,0.66,Low,4.7
IAM-005974,ORG-005,AST-05974,442,43,11,20,32,6,82,15,0.31,Medium,8.7
IAM-005975,ORG-015,AST-05975,259,22,9,15,100,15,34,3,0.54,High,4.2
IAM-005976,ORG-024,AST-05976,461,34,7,40,44,0,9,0,0.8,Low,5.5
IAM-005977,ORG-009,AST-05977,185,9,8,18,98,3,197,32,0.67,Medium,5.4
IAM-005978,ORG-002,AST-05978,70,3,0,2,37,0,200,3,0.68,Low,4.1
IAM-005979,ORG-024,AST-05979,234,3,4,19,47,2,35,6,0.97,High,7.4
IAM-005980,ORG-023,AST-05980,261,12,6,9,40,10,173,8,0.93,High,8.1
IAM-005981,ORG-015,AST-05981,26,2,0,2,75,0,3,0,0.79,Low,1.6
IAM-005982,ORG-003,AST-05982,170,10,1,17,31,8,49,5,0.36,High,7.4
IAM-005983,ORG-002,AST-05983,475,2,22,47,81,1,59,8,0.42,Low,7.9
IAM-005984,ORG-017,AST-05984,415,20,14,22,91,16,71,12,0.45,High,7.2
IAM-005985,ORG-019,AST-05985,452,30,18,2,35,6,174,21,0.73,Medium,10
IAM-005986,ORG-013,AST-05986,9,2,0,0,100,1,76,8,0.66,Low,2.5
IAM-005987,ORG-002,AST-05987,244,10,4,1,64,7,164,28,0.63,High,7.7
IAM-005988,ORG-019,AST-05988,333,33,13,6,92,27,76,10,0.83,High,6.9
IAM-005989,ORG-003,AST-05989,361,16,12,0,56,1,97,6,0.45,Low,6.3
IAM-005990,ORG-001,AST-05990,138,1,4,3,55,1,69,12,0.38,High,8.4
IAM-005991,ORG-012,AST-05991,452,26,9,41,94,9,76,11,0.56,Medium,4.5
IAM-005992,ORG-012,AST-05992,154,1,2,4,75,0,87,7,0.59,Low,3.1
IAM-005993,ORG-008,AST-05993,435,40,17,3,38,14,38,2,0.81,Medium,8.6
IAM-005994,ORG-025,AST-05994,33,1,0,1,56,1,198,3,0.46,High,5.8
IAM-005995,ORG-006,AST-05995,52,4,2,5,69,1,131,2,0.96,Low,3.0
IAM-005996,ORG-012,AST-05996,345,26,17,27,67,24,125,12,0.92,High,9.9
IAM-005997,ORG-017,AST-05997,200,20,0,1,50,15,134,15,0.85,High,7.5
IAM-005998,ORG-014,AST-05998,90,8,1,6,92,6,183,30,0.91,High,6.2
IAM-005999,ORG-006,AST-05999,24,1,1,0,37,1,192,25,0.92,High,10
IAM-006000,ORG-019,AST-06000,208,11,2,18,79,10,115,13,0.76,High,5.9
IAM-006001,ORG-009,AST-06001,77,2,2,0,80,2,84,14,0.38,High,5.8
IAM-006002,ORG-014,AST-06002,450,22,16,10,32,3,200,29,0.48,Medium,10
IAM-006003,ORG-024,AST-06003,319,11,1,19,64,6,22,0,0.97,High,4.5
IAM-006004,ORG-002,AST-06004,329,15,9,3,60,13,99,15,0.35,High,8.1
IAM-006005,ORG-021,AST-06005,370,16,9,1,30,1,40,1,0.56,Low,6.8
IAM-006006,ORG-021,AST-06006,468,8,6,37,32,4,38,5,0.82,Medium,7.8
IAM-006007,ORG-001,AST-06007,487,3,17,20,51,2,170,8,0.4,High,9.4
IAM-006008,ORG-005,AST-06008,247,17,8,5,82,17,14,2,0.69,High,5.7
IAM-006009,ORG-025,AST-06009,270,27,8,22,88,14,43,5,0.98,High,4.7
IAM-006010,ORG-008,AST-06010,444,15,14,11,67,3,58,5,0.42,Medium,5.6
IAM-006011,ORG-013,AST-06011,374,8,11,14,34,3,118,19,0.53,Medium,9.6
IAM-006012,ORG-011,AST-06012,438,39,13,20,62,6,31,3,0.68,Medium,5.5
IAM-006013,ORG-022,AST-06013,381,16,12,2,50,6,122,23,0.47,Medium,8.7
IAM-006014,ORG-001,AST-06014,291,4,2,26,41,4,138,5,0.91,High,8.1
IAM-006015,ORG-023,AST-06015,95,4,0,7,88,2,98,7,0.34,Low,2.6
IAM-006016,ORG-007,AST-06016,339,32,14,2,31,21,140,20,0.73,High,10
IAM-006017,ORG-009,AST-06017,201,2,8,2,59,2,133,17,0.86,High,9.5
