mapping_id,organization_id,control_id,framework,framework_function,framework_category,requirement_id,compliance_status,evidence_available,evidence_quality,gap_score
CMAP-000402,ORG-010,CTRL-0138,NIST Cybersecurity Framework,Protect,Protect,NIST-23,Compliant,True,Weak,0
CMAP-000403,ORG-010,CTRL-0139,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-36,Compliant,True,Weak,0
CMAP-000404,ORG-010,CTRL-0139,ISO/IEC 27001,A.6,A.6 Organization,ISO/-35,Compliant,True,Moderate,0
CMAP-000405,ORG-010,CTRL-0139,RBI Cyber Security Framework,Access,Access Control,RBI -48,Compliant,True,Moderate,0
CMAP-000406,ORG-010,CTRL-0140,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-2,Compliant,True,Strong,0
CMAP-000407,ORG-010,CTRL-0140,CIS Controls,CIS,CIS 8 Audit Logs,CIS -25,Compliant,True,Weak,0
CMAP-000408,ORG-010,CTRL-0141,NIST Cybersecurity Framework,Govern,Govern,NIST-8,Compliant,True,Weak,0
CMAP-000409,ORG-010,CTRL-0141,RBI Cyber Security Framework,Incident,Incident Response,RBI -14,Compliant,True,Weak,0
CMAP-000410,ORG-010,CTRL-0142,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -27,Compliant,True,Moderate,0
CMAP-000411,ORG-010,CTRL-0142,CIS Controls,CIS,CIS 6 Access Control,CIS -34,Compliant,True,Weak,0
CMAP-000412,ORG-010,CTRL-0142,NIST Cybersecurity Framework,Identify,Identify,NIST-31,Compliant,True,Moderate,0
CMAP-000413,ORG-010,CTRL-0142,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-42,Compliant,True,Weak,0
CMAP-000414,ORG-010,CTRL-0143,CIS Controls,CIS,CIS 4 Secure Config,CIS -5,Partially Compliant,True,Weak,0.55
CMAP-000415,ORG-010,CTRL-0143,NIST Cybersecurity Framework,Govern,Govern,NIST-34,Non-Compliant,False,None,0.67
CMAP-000416,ORG-010,CTRL-0144,ISO/IEC 27001,A.5,A.5 Policies,ISO/-7,Non-Compliant,False,None,0.2
CMAP-000417,ORG-010,CTRL-0144,NIST Cybersecurity Framework,Recover,Recover,NIST-29,Partially Compliant,True,Strong,0.88
CMAP-000418,ORG-010,CTRL-0144,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-38,Non-Compliant,False,None,0.37
CMAP-000419,ORG-010,CTRL-0145,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-37,Compliant,True,Weak,0
CMAP-000420,ORG-010,CTRL-0145,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -9,Compliant,True,Strong,0
CMAP-000421,ORG-010,CTRL-0145,NIST Cybersecurity Framework,Protect,Protect,NIST-47,Compliant,True,Strong,0
CMAP-000422,ORG-011,CTRL-0146,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -3,Partially Compliant,False,None,0.47
CMAP-000423,ORG-011,CTRL-0146,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-36,Partially Compliant,False,None,0.5
CMAP-000424,ORG-011,CTRL-0146,NIST Cybersecurity Framework,Identify,Identify,NIST-2,Partially Compliant,True,Weak,0.36
CMAP-000425,ORG-011,CTRL-0146,CIS Controls,CIS,CIS 4 Secure Config,CIS -4,Partially Compliant,True,Strong,0.77
CMAP-000426,ORG-011,CTRL-0147,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -2,Compliant,True,Strong,0
CMAP-000427,ORG-011,CTRL-0147,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-4,Compliant,True,Weak,0
CMAP-000428,ORG-011,CTRL-0147,NIST Cybersecurity Framework,Identify,Identify,NIST-8,Compliant,True,Strong,0
CMAP-000429,ORG-011,CTRL-0148,NIST Cybersecurity Framework,Recover,Recover,NIST-31,Compliant,True,Strong,0
CMAP-000430,ORG-011,CTRL-0148,ISO/IEC 27001,A.6,A.6 Organization,ISO/-6,Compliant,True,Weak,0
CMAP-000431,ORG-011,CTRL-0148,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-47,Compliant,True,Weak,0
CMAP-000432,ORG-011,CTRL-0148,CIS Controls,CIS,CIS 4 Secure Config,CIS -41,Compliant,True,Strong,0
CMAP-000433,ORG-011,CTRL-0149,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-30,Partially Compliant,False,None,0.59
CMAP-000434,ORG-011,CTRL-0149,NIST Cybersecurity Framework,Recover,Recover,NIST-28,Partially Compliant,False,None,0.37
CMAP-000435,ORG-011,CTRL-0149,RBI Cyber Security Framework,Incident,Incident Response,RBI -38,Partially Compliant,False,None,0.27
CMAP-000436,ORG-011,CTRL-0150,NIST Cybersecurity Framework,Recover,Recover,NIST-29,Partially Compliant,True,Weak,0.58
CMAP-000437,ORG-011,CTRL-0150,RBI Cyber Security Framework,Network,Network Security,RBI -34,Non-Compliant,False,None,0.48
CMAP-000438,ORG-011,CTRL-0150,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-26,Partially Compliant,True,Weak,0.65
CMAP-000439,ORG-011,CTRL-0150,CIS Controls,CIS,CIS 8 Audit Logs,CIS -17,Partially Compliant,False,None,0.57
CMAP-000440,ORG-011,CTRL-0151,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-13,Partially Compliant,True,Strong,0.68
CMAP-000441,ORG-011,CTRL-0151,CIS Controls,CIS,CIS 8 Audit Logs,CIS -41,Non-Compliant,False,None,0.86
CMAP-000442,ORG-011,CTRL-0151,RBI Cyber Security Framework,Incident,Incident Response,RBI -1,Partially Compliant,False,None,0.65
CMAP-000443,ORG-011,CTRL-0151,NIST Cybersecurity Framework,Respond,Respond,NIST-14,Non-Compliant,False,None,0.69
CMAP-000444,ORG-011,CTRL-0152,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-40,Non-Compliant,False,None,0.41
CMAP-000445,ORG-011,CTRL-0152,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -31,Non-Compliant,False,None,0.25
CMAP-000446,ORG-011,CTRL-0152,CIS Controls,CIS,CIS 4 Secure Config,CIS -20,Partially Compliant,False,None,0.84
CMAP-000447,ORG-011,CTRL-0152,NIST Cybersecurity Framework,Govern,Govern,NIST-5,Non-Compliant,False,None,0.89
CMAP-000448,ORG-011,CTRL-0153,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-40,Compliant,True,Weak,0
CMAP-000449,ORG-011,CTRL-0153,NIST Cybersecurity Framework,Identify,Identify,NIST-33,Compliant,True,Moderate,0
CMAP-000450,ORG-011,CTRL-0153,RBI Cyber Security Framework,Network,Network Security,RBI -1,Compliant,True,Strong,0
CMAP-000451,ORG-011,CTRL-0154,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-2,Partially Compliant,False,None,0.23
CMAP-000452,ORG-011,CTRL-0154,CIS Controls,CIS,CIS 8 Audit Logs,CIS -12,Non-Compliant,False,None,0.62
CMAP-000453,ORG-011,CTRL-0154,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-49,Non-Compliant,False,None,0.44
CMAP-000454,ORG-011,CTRL-0154,RBI Cyber Security Framework,Access,Access Control,RBI -17,Non-Compliant,False,None,0.3
CMAP-000455,ORG-011,CTRL-0155,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -44,Compliant,True,Moderate,0
CMAP-000456,ORG-011,CTRL-0155,NIST Cybersecurity Framework,Govern,Govern,NIST-7,Compliant,True,Moderate,0
CMAP-000457,ORG-011,CTRL-0156,NIST Cybersecurity Framework,Recover,Recover,NIST-6,Partially Compliant,False,None,0.53
CMAP-000458,ORG-011,CTRL-0156,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-33,Partially Compliant,True,Weak,0.33
CMAP-000459,ORG-011,CTRL-0156,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -43,Non-Compliant,False,None,0.76
CMAP-000460,ORG-011,CTRL-0157,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -47,Partially Compliant,True,Moderate,0.59
CMAP-000461,ORG-011,CTRL-0157,NIST Cybersecurity Framework,Identify,Identify,NIST-38,Non-Compliant,False,None,0.67
CMAP-000462,ORG-011,CTRL-0158,CIS Controls,CIS,CIS 8 Audit Logs,CIS -13,Non-Compliant,False,None,0.45
CMAP-000463,ORG-011,CTRL-0158,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-13,Non-Compliant,False,None,0.75
CMAP-000464,ORG-011,CTRL-0158,NIST Cybersecurity Framework,Identify,Identify,NIST-47,Non-Compliant,False,None,0.55
CMAP-000465,ORG-011,CTRL-0158,RBI Cyber Security Framework,Incident,Incident Response,RBI -26,Non-Compliant,False,None,0.67
CMAP-000466,ORG-011,CTRL-0159,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -15,Partially Compliant,False,None,0.86
CMAP-000467,ORG-011,CTRL-0159,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-50,Partially Compliant,False,None,0.43
CMAP-000468,ORG-011,CTRL-0159,NIST Cybersecurity Framework,Respond,Respond,NIST-43,Non-Compliant,False,None,0.23
CMAP-000469,ORG-011,CTRL-0159,RBI Cyber Security Framework,Governance,Governance,RBI -2,Partially Compliant,True,Strong,0.89
CMAP-000470,ORG-011,CTRL-0160,RBI Cyber Security Framework,Access,Access Control,RBI -46,Partially Compliant,False,None,0.61
CMAP-000471,ORG-011,CTRL-0160,NIST Cybersecurity Framework,Identify,Identify,NIST-40,Partially Compliant,True,Weak,0.61
CMAP-000472,ORG-011,CTRL-0160,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-18,Partially Compliant,True,Strong,0.66
CMAP-000473,ORG-011,CTRL-0160,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-8,Partially Compliant,True,Moderate,0.83
CMAP-000474,ORG-011,CTRL-0161,RBI Cyber Security Framework,Governance,Governance,RBI -6,Non-Compliant,False,None,0.26
CMAP-000475,ORG-011,CTRL-0161,CIS Controls,CIS,CIS 8 Audit Logs,CIS -2,Non-Compliant,False,None,0.32
CMAP-000476,ORG-011,CTRL-0161,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-22,Non-Compliant,False,None,0.46
CMAP-000477,ORG-011,CTRL-0161,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-36,Partially Compliant,False,None,0.34
CMAP-000478,ORG-011,CTRL-0162,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -39,Compliant,True,Strong,0
CMAP-000479,ORG-011,CTRL-0162,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-40,Compliant,True,Weak,0
CMAP-000480,ORG-011,CTRL-0162,RBI Cyber Security Framework,Network,Network Security,RBI -42,Compliant,True,Weak,0
CMAP-000481,ORG-012,CTRL-0163,NIST Cybersecurity Framework,Identify,Identify,NIST-1,Partially Compliant,False,None,0.3
CMAP-000482,ORG-012,CTRL-0163,RBI Cyber Security Framework,Incident,Incident Response,RBI -27,Partially Compliant,False,None,0.44
CMAP-000483,ORG-012,CTRL-0164,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-41,Non-Compliant,False,None,0.65
CMAP-000484,ORG-012,CTRL-0164,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -22,Non-Compliant,False,None,0.3
CMAP-000485,ORG-012,CTRL-0165,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-49,Non-Compliant,False,None,0.63
CMAP-000486,ORG-012,CTRL-0165,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-43,Non-Compliant,False,None,0.28
CMAP-000487,ORG-012,CTRL-0165,RBI Cyber Security Framework,Network,Network Security,RBI -25,Partially Compliant,False,None,0.4
CMAP-000488,ORG-012,CTRL-0165,CIS Controls,CIS,CIS 4 Secure Config,CIS -46,Non-Compliant,False,None,0.34
CMAP-000489,ORG-012,CTRL-0166,CIS Controls,CIS,CIS 11 Data Recovery,CIS -4,Compliant,True,Strong,0
CMAP-000490,ORG-012,CTRL-0166,RBI Cyber Security Framework,Incident,Incident Response,RBI -33,Compliant,True,Moderate,0
CMAP-000491,ORG-012,CTRL-0167,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -15,Partially Compliant,False,None,0.29
CMAP-000492,ORG-012,CTRL-0167,RBI Cyber Security Framework,Incident,Incident Response,RBI -32,Partially Compliant,False,None,0.26
CMAP-000493,ORG-012,CTRL-0167,ISO/IEC 27001,A.17,A.17 BCM,ISO/-25,Non-Compliant,False,None,0.7
CMAP-000494,ORG-012,CTRL-0167,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-39,Non-Compliant,False,None,0.28
CMAP-000495,ORG-012,CTRL-0168,RBI Cyber Security Framework,Network,Network Security,RBI -25,Partially Compliant,False,None,0.5
CMAP-000496,ORG-012,CTRL-0168,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-40,Partially Compliant,True,Strong,0.86
CMAP-000497,ORG-012,CTRL-0168,NIST Cybersecurity Framework,Identify,Identify,NIST-30,Partially Compliant,False,None,0.35
CMAP-000498,ORG-012,CTRL-0168,CIS Controls,CIS,CIS 8 Audit Logs,CIS -38,Partially Compliant,True,Strong,0.22
CMAP-000499,ORG-012,CTRL-0169,RBI Cyber Security Framework,Access,Access Control,RBI -41,Compliant,True,Moderate,0
CMAP-000500,ORG-012,CTRL-0169,NIST Cybersecurity Framework,Respond,Respond,NIST-38,Compliant,True,Weak,0
CMAP-000501,ORG-012,CTRL-0169,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -44,Compliant,True,Moderate,0
CMAP-000502,ORG-012,CTRL-0170,ISO/IEC 27001,A.17,A.17 BCM,ISO/-12,Non-Compliant,False,None,0.38
CMAP-000503,ORG-012,CTRL-0170,NIST Cybersecurity Framework,Respond,Respond,NIST-1,Non-Compliant,False,None,0.81
CMAP-000504,ORG-012,CTRL-0170,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -20,Partially Compliant,True,Moderate,0.83
CMAP-000505,ORG-012,CTRL-0171,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-3,Non-Compliant,False,None,0.26
CMAP-000506,ORG-012,CTRL-0171,NIST Cybersecurity Framework,Recover,Recover,NIST-12,Partially Compliant,False,None,0.6
CMAP-000507,ORG-012,CTRL-0172,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-32,Compliant,True,Weak,0
CMAP-000508,ORG-012,CTRL-0172,RBI Cyber Security Framework,Network,Network Security,RBI -38,Compliant,True,Weak,0
CMAP-000509,ORG-012,CTRL-0172,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-44,Compliant,True,Strong,0
CMAP-000510,ORG-012,CTRL-0172,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -24,Compliant,True,Moderate,0
CMAP-000511,ORG-012,CTRL-0173,RBI Cyber Security Framework,Governance,Governance,RBI -41,Compliant,True,Strong,0
CMAP-000512,ORG-012,CTRL-0173,NIST Cybersecurity Framework,Identify,Identify,NIST-11,Compliant,True,Weak,0
CMAP-000513,ORG-012,CTRL-0173,CIS Controls,CIS,CIS 11 Data Recovery,CIS -35,Compliant,True,Weak,0
CMAP-000514,ORG-012,CTRL-0173,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-5,Compliant,True,Weak,0
CMAP-000515,ORG-012,CTRL-0174,NIST Cybersecurity Framework,Protect,Protect,NIST-17,Compliant,True,Weak,0
CMAP-000516,ORG-012,CTRL-0174,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -29,Compliant,True,Moderate,0
CMAP-000517,ORG-012,CTRL-0175,CIS Controls,CIS,CIS 8 Audit Logs,CIS -12,Non-Compliant,False,None,0.72
CMAP-000518,ORG-012,CTRL-0175,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-6,Partially Compliant,False,None,0.37
CMAP-000519,ORG-012,CTRL-0176,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-46,Non-Compliant,False,None,0.72
CMAP-000520,ORG-012,CTRL-0176,NIST Cybersecurity Framework,Respond,Respond,NIST-10,Non-Compliant,False,None,0.3
CMAP-000521,ORG-012,CTRL-0177,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-9,Compliant,True,Moderate,0
CMAP-000522,ORG-012,CTRL-0177,RBI Cyber Security Framework,Incident,Incident Response,RBI -23,Compliant,True,Strong,0
CMAP-000523,ORG-012,CTRL-0178,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-26,Partially Compliant,False,None,0.59
CMAP-000524,ORG-012,CTRL-0178,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-31,Non-Compliant,False,None,0.24
CMAP-000525,ORG-013,CTRL-0179,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-33,Compliant,True,Weak,0
CMAP-000526,ORG-013,CTRL-0179,ISO/IEC 27001,A.6,A.6 Organization,ISO/-19,Compliant,True,Moderate,0
CMAP-000527,ORG-013,CTRL-0180,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-31,Non-Compliant,False,None,0.3
CMAP-000528,ORG-013,CTRL-0180,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -24,Partially Compliant,True,Strong,0.51
CMAP-000529,ORG-013,CTRL-0180,NIST Cybersecurity Framework,Govern,Govern,NIST-36,Non-Compliant,False,None,0.68
CMAP-000530,ORG-013,CTRL-0181,CIS Controls,CIS,CIS 6 Access Control,CIS -3,Partially Compliant,False,None,0.39
CMAP-000531,ORG-013,CTRL-0181,RBI Cyber Security Framework,Access,Access Control,RBI -36,Partially Compliant,True,Strong,0.79
CMAP-000532,ORG-013,CTRL-0181,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-15,Partially Compliant,True,Strong,0.61
CMAP-000533,ORG-013,CTRL-0182,ISO/IEC 27001,A.17,A.17 BCM,ISO/-1,Non-Compliant,False,None,0.76
CMAP-000534,ORG-013,CTRL-0182,RBI Cyber Security Framework,Governance,Governance,RBI -7,Partially Compliant,False,None,0.79
CMAP-000535,ORG-013,CTRL-0182,NIST Cybersecurity Framework,Detect,Detect,NIST-21,Partially Compliant,False,None,0.27
CMAP-000536,ORG-013,CTRL-0183,CIS Controls,CIS,CIS 6 Access Control,CIS -35,Non-Compliant,False,None,0.34
CMAP-000537,ORG-013,CTRL-0183,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-43,Non-Compliant,False,None,0.83
CMAP-000538,ORG-013,CTRL-0183,NIST Cybersecurity Framework,Detect,Detect,NIST-4,Non-Compliant,False,None,0.65
CMAP-000539,ORG-013,CTRL-0184,NIST Cybersecurity Framework,Detect,Detect,NIST-47,Non-Compliant,False,None,0.69
CMAP-000540,ORG-013,CTRL-0184,CIS Controls,CIS,CIS 11 Data Recovery,CIS -11,Partially Compliant,True,Weak,0.5
CMAP-000541,ORG-013,CTRL-0185,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-44,Partially Compliant,False,None,0.49
CMAP-000542,ORG-013,CTRL-0185,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-37,Non-Compliant,False,None,0.23
CMAP-000543,ORG-013,CTRL-0186,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-22,Compliant,True,Strong,0
CMAP-000544,ORG-013,CTRL-0186,CIS Controls,CIS,CIS 4 Secure Config,CIS -35,Compliant,True,Weak,0
CMAP-000545,ORG-014,CTRL-0187,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-3,Partially Compliant,False,None,0.46
CMAP-000546,ORG-014,CTRL-0187,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -7,Partially Compliant,True,Weak,0.37
CMAP-000547,ORG-014,CTRL-0187,NIST Cybersecurity Framework,Protect,Protect,NIST-19,Non-Compliant,False,None,0.71
CMAP-000548,ORG-014,CTRL-0187,RBI Cyber Security Framework,Access,Access Control,RBI -46,Partially Compliant,False,None,0.6
CMAP-000549,ORG-014,CTRL-0188,RBI Cyber Security Framework,Governance,Governance,RBI -2,Compliant,True,Strong,0
CMAP-000550,ORG-014,CTRL-0188,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-20,Compliant,True,Moderate,0
CMAP-000551,ORG-014,CTRL-0188,NIST Cybersecurity Framework,Recover,Recover,NIST-25,Compliant,True,Strong,0
CMAP-000552,ORG-014,CTRL-0188,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-28,Compliant,True,Moderate,0
CMAP-000553,ORG-014,CTRL-0189,CIS Controls,CIS,CIS 11 Data Recovery,CIS -3,Compliant,True,Moderate,0
CMAP-000554,ORG-014,CTRL-0189,NIST Cybersecurity Framework,Identify,Identify,NIST-49,Compliant,True,Strong,0
CMAP-000555,ORG-014,CTRL-0189,ISO/IEC 27001,A.17,A.17 BCM,ISO/-49,Compliant,True,Strong,0
CMAP-000556,ORG-014,CTRL-0190,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -16,Compliant,True,Strong,0
CMAP-000557,ORG-014,CTRL-0190,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -8,Compliant,True,Moderate,0
CMAP-000558,ORG-014,CTRL-0190,NIST Cybersecurity Framework,Govern,Govern,NIST-8,Compliant,True,Moderate,0
CMAP-000559,ORG-014,CTRL-0190,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-17,Compliant,True,Weak,0
CMAP-000560,ORG-014,CTRL-0191,ISO/IEC 27001,A.5,A.5 Policies,ISO/-34,Compliant,True,Strong,0
CMAP-000561,ORG-014,CTRL-0191,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-9,Compliant,True,Moderate,0
CMAP-000562,ORG-014,CTRL-0191,CIS Controls,CIS,CIS 8 Audit Logs,CIS -13,Compliant,True,Moderate,0
CMAP-000563,ORG-014,CTRL-0191,RBI Cyber Security Framework,Access,Access Control,RBI -49,Compliant,True,Weak,0
CMAP-000564,ORG-014,CTRL-0192,NIST Cybersecurity Framework,Protect,Protect,NIST-47,Partially Compliant,False,None,0.3
CMAP-000565,ORG-014,CTRL-0192,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-9,Non-Compliant,False,None,0.65
CMAP-000566,ORG-014,CTRL-0192,RBI Cyber Security Framework,Access,Access Control,RBI -31,Non-Compliant,False,None,0.3
CMAP-000567,ORG-014,CTRL-0193,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -36,Partially Compliant,True,Weak,0.84
CMAP-000568,ORG-014,CTRL-0193,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -25,Partially Compliant,False,None,0.58
CMAP-000569,ORG-014,CTRL-0193,NIST Cybersecurity Framework,Recover,Recover,NIST-8,Non-Compliant,False,None,0.68
CMAP-000570,ORG-014,CTRL-0194,RBI Cyber Security Framework,Incident,Incident Response,RBI -33,Compliant,True,Weak,0
CMAP-000571,ORG-014,CTRL-0194,NIST Cybersecurity Framework,Detect,Detect,NIST-24,Compliant,True,Moderate,0
CMAP-000572,ORG-014,CTRL-0194,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -36,Compliant,True,Weak,0
CMAP-000573,ORG-014,CTRL-0194,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-46,Compliant,True,Moderate,0
CMAP-000574,ORG-014,CTRL-0195,ISO/IEC 27001,A.5,A.5 Policies,ISO/-18,Non-Compliant,False,None,0.87
CMAP-000575,ORG-014,CTRL-0195,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-29,Partially Compliant,False,None,0.33
CMAP-000576,ORG-014,CTRL-0195,NIST Cybersecurity Framework,Protect,Protect,NIST-41,Partially Compliant,False,None,0.6
CMAP-000577,ORG-014,CTRL-0195,CIS Controls,CIS,CIS 4 Secure Config,CIS -4,Partially Compliant,False,None,0.38
CMAP-000578,ORG-014,CTRL-0196,NIST Cybersecurity Framework,Protect,Protect,NIST-26,Partially Compliant,True,Weak,0.77
CMAP-000579,ORG-014,CTRL-0196,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -11,Non-Compliant,False,None,0.7
CMAP-000580,ORG-014,CTRL-0197,NIST Cybersecurity Framework,Respond,Respond,NIST-23,Non-Compliant,False,None,0.25
CMAP-000581,ORG-014,CTRL-0197,ISO/IEC 27001,A.6,A.6 Organization,ISO/-41,Partially Compliant,True,Moderate,0.4
CMAP-000582,ORG-014,CTRL-0197,RBI Cyber Security Framework,Network,Network Security,RBI -28,Non-Compliant,False,None,0.57
CMAP-000583,ORG-014,CTRL-0197,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -20,Partially Compliant,False,None,0.47
CMAP-000584,ORG-014,CTRL-0198,RBI Cyber Security Framework,Governance,Governance,RBI -46,Non-Compliant,False,None,0.58
CMAP-000585,ORG-014,CTRL-0198,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-18,Partially Compliant,True,Strong,0.67
CMAP-000586,ORG-014,CTRL-0198,CIS Controls,CIS,CIS 8 Audit Logs,CIS -40,Non-Compliant,False,None,0.59
CMAP-000587,ORG-014,CTRL-0199,ISO/IEC 27001,A.5,A.5 Policies,ISO/-47,Compliant,True,Strong,0
CMAP-000588,ORG-014,CTRL-0199,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-24,Compliant,True,Moderate,0
CMAP-000589,ORG-014,CTRL-0199,CIS Controls,CIS,CIS 4 Secure Config,CIS -19,Compliant,True,Moderate,0
CMAP-000590,ORG-014,CTRL-0199,NIST Cybersecurity Framework,Respond,Respond,NIST-47,Compliant,True,Weak,0
CMAP-000591,ORG-014,CTRL-0200,RBI Cyber Security Framework,Network,Network Security,RBI -40,Compliant,True,Moderate,0
CMAP-000592,ORG-014,CTRL-0200,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-40,Compliant,True,Weak,0
CMAP-000593,ORG-014,CTRL-0200,CIS Controls,CIS,CIS 11 Data Recovery,CIS -47,Compliant,True,Weak,0
CMAP-000594,ORG-014,CTRL-0200,ISO/IEC 27001,A.17,A.17 BCM,ISO/-31,Compliant,True,Strong,0
CMAP-000595,ORG-014,CTRL-0201,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-37,Non-Compliant,False,None,0.24
CMAP-000596,ORG-014,CTRL-0201,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-11,Non-Compliant,False,None,0.71
CMAP-000597,ORG-014,CTRL-0201,RBI Cyber Security Framework,Governance,Governance,RBI -2,Non-Compliant,False,None,0.65
CMAP-000598,ORG-014,CTRL-0202,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-32,Compliant,True,Weak,0
CMAP-000599,ORG-014,CTRL-0202,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -20,Compliant,True,Strong,0
CMAP-000600,ORG-014,CTRL-0203,NIST Cybersecurity Framework,Identify,Identify,NIST-4,Compliant,True,Weak,0
CMAP-000601,ORG-014,CTRL-0203,ISO/IEC 27001,A.6,A.6 Organization,ISO/-49,Compliant,True,Moderate,0
CMAP-000602,ORG-014,CTRL-0203,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -33,Compliant,True,Weak,0
CMAP-000603,ORG-014,CTRL-0204,NIST Cybersecurity Framework,Respond,Respond,NIST-48,Non-Compliant,False,None,0.37
